Year,Value,Units
2010,8.082,PH
2011,8.08,PH
2012,8.082,PH
2013,8.077,PH
2014,8.072,PH
2015,8.069,PH
2016,8.066,PH
2017,8.069,PH
2018,8.06,PH
2019,8.061,PH
2020,8.052,PH
2021,8.055,PH
2022,8.054,PH
2023,8.051,PH
2024,8.048,PH
