Year,Value,Units
2015,3.9,PER_100000
2016,3.0,PER_100000
2017,3.3,PER_100000
2018,4.5,PER_100000
2019,5.1,PER_100000
2020,6.6,PER_100000
2021,30.9,PER_100000
2022,56.8,PER_100000
