Year,Value,Units,Series
2022,1.01,RO,SG_DMK_PARLMP_LC
2015,0.99,RO,SG_DMK_PARLMP_LC
2019,1.07,RO,SG_DMK_PARLMP_LC
2012,0.99,RO,SG_DMK_PARLMP_LC
2016,1.07,RO,SG_DMK_PARLMP_LC
2010,0.91,RO,SG_DMK_PARLMP_LC
2023,0.99,RO,SG_DMK_PARLMP_LC
2011,0.91,RO,SG_DMK_PARLMP_LC
2020,1.01,RO,SG_DMK_PARLMP_LC
2014,0.99,RO,SG_DMK_PARLMP_LC
2021,1.01,RO,SG_DMK_PARLMP_LC
2017,1.07,RO,SG_DMK_PARLMP_LC
2018,1.07,RO,SG_DMK_PARLMP_LC
2013,0.99,RO,SG_DMK_PARLMP_LC
2015,1.16,RO,SG_DMK_PSRVC
2013,1.15,RO,SG_DMK_PSRVC
2020,1.22,RO,SG_DMK_PSRVC
2023,1.29,RO,SG_DMK_PSRVC
2014,1.16,RO,SG_DMK_PSRVC
2019,1.21,RO,SG_DMK_PSRVC
2022,1.23,RO,SG_DMK_PSRVC
2018,1.16,RO,SG_DMK_PSRVC
2021,1.23,RO,SG_DMK_PSRVC
2011,1.12,RO,SG_DMK_PSRVC
2017,1.19,RO,SG_DMK_PSRVC
2016,1.17,RO,SG_DMK_PSRVC
2012,1.14,RO,SG_DMK_PSRVC
2024,1.3,RO,SG_DMK_PSRVC
2010,1.13,RO,SG_DMK_PSRVC
2024,1.25,RO,SG_DMK_JDC
2017,1.22,RO,SG_DMK_JDC
2020,1.24,RO,SG_DMK_JDC
2011,1.22,RO,SG_DMK_JDC
2018,1.21,RO,SG_DMK_JDC
2021,1.23,RO,SG_DMK_JDC
2015,1.24,RO,SG_DMK_JDC
2019,1.23,RO,SG_DMK_JDC
2016,1.2,RO,SG_DMK_JDC
2013,1.23,RO,SG_DMK_JDC
2022,1.2,RO,SG_DMK_JDC
2023,1.22,RO,SG_DMK_JDC
2012,1.17,RO,SG_DMK_JDC
2025,1.24,RO,SG_DMK_JDC
2014,1.23,RO,SG_DMK_JDC
2010,1.15,RO,SG_DMK_JDC
