Year,Value,Units
2019,24.9,PT
2022,26.0,PT
2021,27.0,PT
2018,25.2,PT
2023,25.1,PT
2017,26.4,PT
2015,24.1,PT
2012,24.1,PT
2016,24.4,PT
2011,23.6,PT
2014,24.4,PT
2013,23.8,PT
2010,24.4,PT
2020,25.5,PT
