Year,Value,Units,Series
2010,45.3,PT,GEN_PARL
2014,49.3,PT,GEN_PARL
2023,49.3,PT,GEN_PARL
2016,53.3,PT,GEN_PARL
2021,50.7,PT,GEN_PARL
2024,52.0,PT,GEN_PARL
2017,53.3,PT,GEN_PARL
2011,45.3,PT,GEN_PARL
2022,50.7,PT,GEN_PARL
2015,49.3,PT,GEN_PARL
2020,50.7,PT,GEN_PARL
2012,49.3,PT,GEN_PARL
2019,53.3,PT,GEN_PARL
2025,53.3,PT,GEN_PARL
2013,49.3,PT,GEN_PARL
2018,53.3,PT,GEN_PARL
2022,45.5,PT,GEN_G
2013,50.0,PT,GEN_G
2011,50.0,PT,GEN_G
2025,46.7,PT,GEN_G
2019,63.6,PT,GEN_G
2014,50.0,PT,GEN_G
2018,41.7,PT,GEN_G
2017,41.7,PT,GEN_G
2021,45.5,PT,GEN_G
2020,45.5,PT,GEN_G
2023,45.5,PT,GEN_G
2012,50.0,PT,GEN_G
2016,50.0,PT,GEN_G
2024,46.7,PT,GEN_G
2015,50.0,PT,GEN_G
2010,45.5,PT,GEN_G
2021,54.2,PT,GEN_REGIOPARL
2018,48.1,PT,GEN_REGIOPARL
2012,48.4,PT,GEN_REGIOPARL
2015,48.1,PT,GEN_REGIOPARL
2022,54.2,PT,GEN_REGIOPARL
2014,48.4,PT,GEN_REGIOPARL
2020,54.2,PT,GEN_REGIOPARL
2016,48.1,PT,GEN_REGIOPARL
2025,44.4,PT,GEN_REGIOPARL
2013,48.4,PT,GEN_REGIOPARL
2011,48.4,PT,GEN_REGIOPARL
2024,48.4,PT,GEN_REGIOPARL
2023,48.4,PT,GEN_REGIOPARL
2010,41.2,PT,GEN_REGIOPARL
2017,48.1,PT,GEN_REGIOPARL
2019,54.2,PT,GEN_REGIOPARL
2023,66.7,PT,GEN_REGIOG
2022,51.7,PT,GEN_REGIOG
2021,55.2,PT,GEN_REGIOG
2019,55.2,PT,GEN_REGIOG
2018,50.0,PT,GEN_REGIOG
2017,50.0,PT,GEN_REGIOG
2015,50.0,PT,GEN_REGIOG
2014,42.3,PT,GEN_REGIOG
2013,42.3,PT,GEN_REGIOG
2012,42.3,PT,GEN_REGIOG
2011,42.3,PT,GEN_REGIOG
2010,36.4,PT,GEN_REGIOG
2016,50.0,PT,GEN_REGIOG
2020,55.2,PT,GEN_REGIOG
2024,66.7,PT,GEN_REGIOG
2025,66.7,PT,GEN_REGIOG
2025,46.8,PT,GEN_LOCP
2024,46.5,PT,GEN_LOCP
2023,48.3,PT,GEN_LOCP
2022,47.5,PT,GEN_LOCP
2021,47.5,PT,GEN_LOCP
2020,47.8,PT,GEN_LOCP
2019,47.8,PT,GEN_LOCP
2018,41.4,PT,GEN_LOCP
2017,41.4,PT,GEN_LOCP
2016,41.4,PT,GEN_LOCP
2015,41.4,PT,GEN_LOCP
2014,40.3,PT,GEN_LOCP
2013,40.5,PT,GEN_LOCP
2012,40.4,PT,GEN_LOCP
2011,40.4,PT,GEN_LOCP
2010,27.8,PT,GEN_LOCP
2024,34.3,PT,GEN_LOCG
2023,33.1,PT,GEN_LOCG
2022,30.3,PT,GEN_LOCG
2021,30.3,PT,GEN_LOCG
2020,29.2,PT,GEN_LOCG
2019,29.2,PT,GEN_LOCG
2018,25.2,PT,GEN_LOCG
2017,25.2,PT,GEN_LOCG
2016,25.2,PT,GEN_LOCG
2015,25.2,PT,GEN_LOCG
2014,23.1,PT,GEN_LOCG
2013,22.3,PT,GEN_LOCG
2012,22.0,PT,GEN_LOCG
2011,22.0,PT,GEN_LOCG
2010,19.9,PT,GEN_LOCG
2025,35.7,PT,GEN_LOCG
