Year,Value,Units
2022,21.2,PER_100000
2018,16.0,PER_100000
2016,14.3,PER_100000
2021,18.2,PER_100000
2020,15.9,PER_100000
2017,15.8,PER_100000
2015,6.5,PER_100000
2023,30.0,PER_100000
2019,17.5,PER_100000
