Year,Value,Units,Series
2018,3.1,PT,NY_GDP_MKTP_KD_ZG
2011,0.3,PT,NY_GDP_MKTP_KD_ZG
2016,3.3,PT,NY_GDP_MKTP_KD_ZG
2017,2.8,PT,NY_GDP_MKTP_KD_ZG
2019,2.3,PT,NY_GDP_MKTP_KD_ZG
2013,-1.7,PT,NY_GDP_MKTP_KD_ZG
2010,0.7,PT,NY_GDP_MKTP_KD_ZG
2022,5.4,PT,NY_GDP_MKTP_KD_ZG
2020,-9.6,PT,NY_GDP_MKTP_KD_ZG
2021,6.0,PT,NY_GDP_MKTP_KD_ZG
2014,1.7,PT,NY_GDP_MKTP_KD_ZG
2015,3.0,PT,NY_GDP_MKTP_KD_ZG
2012,-1.9,PT,NY_GDP_MKTP_KD_ZG
2018,10.5,PT,SL_TLF_UEM
2020,10.6,PT,SL_TLF_UEM
2014,16.1,PT,SL_TLF_UEM
2022,8.6,PT,SL_TLF_UEM
2011,10.8,PT,SL_TLF_UEM
2012,11.8,PT,SL_TLF_UEM
2021,10.0,PT,SL_TLF_UEM
2019,9.8,PT,SL_TLF_UEM
2024,7.4,PT,SL_TLF_UEM
2017,11.6,PT,SL_TLF_UEM
2013,15.1,PT,SL_TLF_UEM
2016,13.8,PT,SL_TLF_UEM
2010,9.2,PT,SL_TLF_UEM
2015,15.7,PT,SL_TLF_UEM
2023,7.8,PT,SL_TLF_UEM
2017,2.0,PT,FP_CPI_TOTL_ZG
2016,0.0,PT,FP_CPI_TOTL_ZG
2020,-0.1,PT,FP_CPI_TOTL_ZG
2018,1.6,PT,FP_CPI_TOTL_ZG
2014,0.2,PT,FP_CPI_TOTL_ZG
2013,1.6,PT,FP_CPI_TOTL_ZG
2011,3.1,PT,FP_CPI_TOTL_ZG
2023,3.6,PT,FP_CPI_TOTL_ZG
2021,3.1,PT,FP_CPI_TOTL_ZG
2010,1.7,PT,FP_CPI_TOTL_ZG
2019,1.0,PT,FP_CPI_TOTL_ZG
2022,8.0,PT,FP_CPI_TOTL_ZG
2012,2.3,PT,FP_CPI_TOTL_ZG
2015,-0.3,PT,FP_CPI_TOTL_ZG
2022,0.5,PT,BX_TRF_PWKR
2015,0.4,PT,BX_TRF_PWKR
2019,0.5,PT,BX_TRF_PWKR
2021,0.5,PT,BX_TRF_PWKR
2017,0.4,PT,BX_TRF_PWKR
2018,0.5,PT,BX_TRF_PWKR
2014,0.4,PT,BX_TRF_PWKR
2013,0.4,PT,BX_TRF_PWKR
2020,0.5,PT,BX_TRF_PWKR
2016,0.4,PT,BX_TRF_PWKR
2018,13.1,PT,DP_DOD_DLD2_CR_CG_Z1
2017,13.8,PT,DP_DOD_DLD2_CR_CG_Z1
2010,7.6,PT,DP_DOD_DLD2_CR_CG_Z1
2016,14.0,PT,DP_DOD_DLD2_CR_CG_Z1
2014,13.4,PT,DP_DOD_DLD2_CR_CG_Z1
2012,11.0,PT,DP_DOD_DLD2_CR_CG_Z1
2020,15.0,PT,DP_DOD_DLD2_CR_CG_Z1
2019,11.8,PT,DP_DOD_DLD2_CR_CG_Z1
2021,14.3,PT,DP_DOD_DLD2_CR_CG_Z1
2015,13.8,PT,DP_DOD_DLD2_CR_CG_Z1
2011,8.3,PT,DP_DOD_DLD2_CR_CG_Z1
2013,12.8,PT,DP_DOD_DLD2_CR_CG_Z1
2017,1.5,PT,GC_BAL_CASH_GD_ZS
2021,0.8,PT,GC_BAL_CASH_GD_ZS
2011,-2.6,PT,GC_BAL_CASH_GD_ZS
2018,0.7,PT,GC_BAL_CASH_GD_ZS
2020,-1.0,PT,GC_BAL_CASH_GD_ZS
2014,-1.0,PT,GC_BAL_CASH_GD_ZS
2010,-2.7,PT,GC_BAL_CASH_GD_ZS
2015,-0.6,PT,GC_BAL_CASH_GD_ZS
2012,-1.4,PT,GC_BAL_CASH_GD_ZS
2019,0.5,PT,GC_BAL_CASH_GD_ZS
2016,-0.6,PT,GC_BAL_CASH_GD_ZS
2013,-1.2,PT,GC_BAL_CASH_GD_ZS
