Year,Value,Units
2011,1.3,PER_100000_POP
2010,1.3,PER_100000_POP
2020,1.8,PER_100000_POP
2014,1.8,PER_100000_POP
2013,1.7,PER_100000_POP
2024,1.1,PER_100000_POP
2021,1.8,PER_100000_POP
2019,1.6,PER_100000_POP
2023,1.8,PER_100000_POP
2016,1.8,PER_100000_POP
2015,1.6,PER_100000_POP
2018,1.4,PER_100000_POP
2012,1.2,PER_100000_POP
2017,2.0,PER_100000_POP
2022,1.9,PER_100000_POP
