Year,Units,Value
2010,pH,8.082
2011,pH,8.08
2012,pH,8.082
2013,pH,8.077
2014,pH,8.072
2015,pH,8.069
2016,pH,8.066
2017,pH,8.069
2018,pH,8.06
2019,pH,8.061
2020,pH,8.052
2021,pH,8.055
2022,pH,8.054
2023,pH,8.051
2024,pH,8.048
