Year,Sexo,Territorio histórico,Comarca,Municipio,Units,GeoCode,Value
2022,,,,Muxika,%,Muxika,82.4
2021,,,,Nabarniz,%,Nabarniz,100.0
2022,,,,Nabarniz,%,Nabarniz,100.0
2023,,,,Nabarniz,%,Nabarniz,100.0
2021,,,,Navaridas,%,Navaridas,100.0
2022,,,,Oiartzun,%,Oiartzun,95.6
2023,,,,Oiartzun,%,Oiartzun,100.0
2021,,,,Oiartzun,%,Oiartzun,99.0
2022,,,,Okondo,%,Okondo,100.0
2023,,,,Okondo,%,Okondo,100.0
2021,,,,Okondo,%,Okondo,100.0
2021,,,,Olaberria,%,Olaberria,100.0
2022,,,,Olaberria,%,Olaberria,100.0
2023,,,,Olaberria,%,Olaberria,100.0
2023,,,,Ondarroa,%,Ondarroa,100.0
2022,,,,Ondarroa,%,Ondarroa,98.5
2021,,,,Ondarroa,%,Ondarroa,100.0
2022,,,,Oñati,%,Oñati,96.3
2021,,,,Oñati,%,Oñati,99.2
2023,,,,Oñati,%,Oñati,100.0
2023,,,,Ordizia,%,Ordizia,100.0
2022,,,,Ordizia,%,Ordizia,99.1
2021,,,,Ordizia,%,Ordizia,99.1
2021,,,,Orendain,%,Orendain,100.0
2022,,,,Orendain,%,Orendain,100.0
2023,,,,Orendain,%,Orendain,100.0
2021,,,,Orexa,%,Orexa,100.0
2023,,,,Orexa,%,Orexa,100.0
2023,,,,Orio,%,Orio,100.0
2021,,,,Orio,%,Orio,100.0
2022,,,,Orio,%,Orio,98.2
2023,,,,Ormaiztegi,%,Ormaiztegi,100.0
2021,,,,Ormaiztegi,%,Ormaiztegi,100.0
2022,,,,Ormaiztegi,%,Ormaiztegi,100.0
2022,,,,Orozko,%,Orozko,97.0
2021,,,,Orozko,%,Orozko,96.7
2023,,,,Orozko,%,Orozko,100.0
2022,,,,Ortuella,%,Ortuella,98.7
2023,,,,Ortuella,%,Ortuella,100.0
2021,,,,Ortuella,%,Ortuella,100.0
2022,,,,Otxandio,%,Otxandio,91.7
2021,,,,Otxandio,%,Otxandio,100.0
2023,,,,Otxandio,%,Otxandio,100.0
2021,,,,Oyón-Oion,%,Oyón-Oion,97.7
2023,,,,Oyón-Oion,%,Oyón-Oion,100.0
2022,,,,Oyón-Oion,%,Oyón-Oion,89.4
2022,,,,Pasaia,%,Pasaia,97.1
2021,,,,Pasaia,%,Pasaia,100.0
2023,,,,Pasaia,%,Pasaia,100.0
2021,,,,Peñacerrada-Urizaharra,%,Peñacerrada-Urizaharra,100.0
2023,,,,Peñacerrada-Urizaharra,%,Peñacerrada-Urizaharra,100.0
2022,,,,Plentzia,%,Plentzia,100.0
2023,,,,Plentzia,%,Plentzia,100.0
2021,,,,Plentzia,%,Plentzia,96.8
2022,,,,Portugalete,%,Portugalete,98.3
2023,,,,Portugalete,%,Portugalete,100.0
2021,,,,Portugalete,%,Portugalete,99.7
2021,,,,Ribera Baja/Erriberabeitia,%,Ribera Baja/Erriberabeitia,94.7
2022,,,,Ribera Baja/Erriberabeitia,%,Ribera Baja/Erriberabeitia,88.9
2023,,,,Ribera Baja/Erriberabeitia,%,Ribera Baja/Erriberabeitia,100.0
2021,,,,Samaniego,%,Samaniego,100.0
2022,,,,Samaniego,%,Samaniego,100.0
2023,,,,Samaniego,%,Samaniego,100.0
2023,,,,San Millán/Donemiliaga,%,San Millán/Donemiliaga,100.0
2021,,,,San Millán/Donemiliaga,%,San Millán/Donemiliaga,100.0
2022,,,,San Millán/Donemiliaga,%,San Millán/Donemiliaga,75.0
2023,,,,Santurtzi,%,Santurtzi,100.0
2022,,,,Santurtzi,%,Santurtzi,98.8
2021,,,,Santurtzi,%,Santurtzi,99.5
2021,,,,Segura,%,Segura,100.0
2022,,,,Segura,%,Segura,100.0
2023,,,,Segura,%,Segura,100.0
2023,,,,Sestao,%,Sestao,100.0
2021,,,,Sestao,%,Sestao,100.0
2022,,,,Sestao,%,Sestao,96.8
2022,,,,Sondika,%,Sondika,90.0
2021,,,,Sondika,%,Sondika,100.0
2023,,,,Sondika,%,Sondika,100.0
2023,,,,Sopela,%,Sopela,100.0
2022,,,,Sopela,%,Sopela,96.6
2021,,,,Sopela,%,Sopela,99.4
2021,,,,Sopuerta,%,Sopuerta,100.0
2023,,,,Sopuerta,%,Sopuerta,100.0
2022,,,,Sopuerta,%,Sopuerta,100.0
2021,,,,Soraluze-Placencia de las Armas,%,Soraluze-Placencia de las Armas,100.0
2022,,,,Soraluze-Placencia de las Armas,%,Soraluze-Placencia de las Armas,100.0
2023,,,,Soraluze-Placencia de las Armas,%,Soraluze-Placencia de las Armas,100.0
2021,,,,Sukarrieta,%,Sukarrieta,100.0
2023,,,,Sukarrieta,%,Sukarrieta,100.0
2022,,,,Sukarrieta,%,Sukarrieta,100.0
2022,,,,Tolosa,%,Tolosa,98.3
2021,,,,Tolosa,%,Tolosa,100.0
2023,,,,Tolosa,%,Tolosa,100.0
2022,,,,Trucios-Turtzioz,%,Trucios-Turtzioz,100.0
2021,,,,Trucios-Turtzioz,%,Trucios-Turtzioz,100.0
2023,,,,Trucios-Turtzioz,%,Trucios-Turtzioz,100.0
2021,,,,Ugao-Miraballes,%,Ugao-Miraballes,100.0
2022,,,,Ugao-Miraballes,%,Ugao-Miraballes,93.9
2023,,,,Ugao-Miraballes,%,Ugao-Miraballes,100.0
2023,,,,Urduliz,%,Urduliz,100.0
2022,,,,Urduliz,%,Urduliz,98.1
2021,,,,Urduliz,%,Urduliz,100.0
2023,,,,Urduña/Orduña,%,Urduña/Orduña,100.0
2021,,,,Urduña/Orduña,%,Urduña/Orduña,100.0
2022,,,,Urduña/Orduña,%,Urduña/Orduña,91.2
2022,,,,Urkabustaiz,%,Urkabustaiz,100.0
2023,,,,Urkabustaiz,%,Urkabustaiz,100.0
2021,,,,Urkabustaiz,%,Urkabustaiz,100.0
2023,,,,Urnieta,%,Urnieta,100.0
2022,,,,Urnieta,%,Urnieta,98.0
2021,,,,Urnieta,%,Urnieta,100.0
2022,,,,Urretxu,%,Urretxu,100.0
2023,,,,Urretxu,%,Urretxu,100.0
2021,,,,Urretxu,%,Urretxu,100.0
2023,,,,Usurbil,%,Usurbil,100.0
2021,,,,Usurbil,%,Usurbil,98.2
2022,,,,Usurbil,%,Usurbil,98.4
2021,,,,Valdegovía/Gaubea,%,Valdegovía/Gaubea,100.0
2022,,,,Valdegovía/Gaubea,%,Valdegovía/Gaubea,83.3
2023,,,,Valdegovía/Gaubea,%,Valdegovía/Gaubea,100.0
2023,,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,100.0
2022,,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,95.9
2021,,,,Valle de Trápaga-Trapagaran,%,Valle de Trápaga-Trapagaran,100.0
2022,,,,Villabona,%,Villabona,98.1
2023,,,,Villabona,%,Villabona,100.0
2021,,,,Villabona,%,Villabona,100.0
2022,,,,Villabuena de Álava/Eskuernaga,%,Villabuena de Álava/Eskuernaga,100.0
2021,,,,Villabuena de Álava/Eskuernaga,%,Villabuena de Álava/Eskuernaga,100.0
2023,,,,Villabuena de Álava/Eskuernaga,%,Villabuena de Álava/Eskuernaga,100.0
2021,,,,Vitoria-Gasteiz,%,Vitoria-Gasteiz,99.9
2022,,,,Vitoria-Gasteiz,%,Vitoria-Gasteiz,97.3
2023,,,,Vitoria-Gasteiz,%,Vitoria-Gasteiz,100.0
2021,,,,Yécora/Iekora,%,Yécora/Iekora,100.0
2023,,,,Yécora/Iekora,%,Yécora/Iekora,100.0
2021,,,,Zaldibar,%,Zaldibar,100.0
2022,,,,Zaldibar,%,Zaldibar,96.6
2023,,,,Zaldibar,%,Zaldibar,100.0
2023,,,,Zaldibia,%,Zaldibia,100.0
2021,,,,Zaldibia,%,Zaldibia,100.0
2022,,,,Zaldibia,%,Zaldibia,95.7
2023,,,,Zalduondo,%,Zalduondo,100.0
2021,,,,Zalduondo,%,Zalduondo,100.0
2022,,,,Zalduondo,%,Zalduondo,100.0
2021,,,,Zalla,%,Zalla,100.0
2023,,,,Zalla,%,Zalla,100.0
2022,,,,Zalla,%,Zalla,91.9
2022,,,,Zambrana,%,Zambrana,40.0
2023,,,,Zambrana,%,Zambrana,100.0
2021,,,,Zambrana,%,Zambrana,100.0
2023,,,,Zamudio,%,Zamudio,100.0
2021,,,,Zamudio,%,Zamudio,100.0
2022,,,,Zamudio,%,Zamudio,95.5
2022,,,,Zaratamo,%,Zaratamo,100.0
2021,,,,Zaratamo,%,Zaratamo,100.0
2023,,,,Zaratamo,%,Zaratamo,100.0
2022,,,,Zarautz,%,Zarautz,100.0
2021,,,,Zarautz,%,Zarautz,100.0
2023,,,,Zarautz,%,Zarautz,100.0
2021,,,,Zeanuri,%,Zeanuri,100.0
2023,,,,Zeanuri,%,Zeanuri,100.0
2022,,,,Zeanuri,%,Zeanuri,100.0
2022,,,,Zeberio,%,Zeberio,100.0
2023,,,,Zeberio,%,Zeberio,100.0
2021,,,,Zeberio,%,Zeberio,100.0
2022,,,,Zegama,%,Zegama,100.0
2023,,,,Zegama,%,Zegama,100.0
2021,,,,Zegama,%,Zegama,100.0
2021,,,,Zerain,%,Zerain,100.0
2022,,,,Zerain,%,Zerain,100.0
2023,,,,Zerain,%,Zerain,100.0
2022,,,,Zestoa,%,Zestoa,95.1
2023,,,,Zestoa,%,Zestoa,100.0
2021,,,,Zestoa,%,Zestoa,100.0
2021,,,,Zierbena,%,Zierbena,100.0
2023,,,,Zierbena,%,Zierbena,100.0
2022,,,,Zierbena,%,Zierbena,100.0
2022,,,,Zigoitia,%,Zigoitia,88.9
2021,,,,Zigoitia,%,Zigoitia,100.0
2023,,,,Zigoitia,%,Zigoitia,100.0
2021,,,,Ziortza-Bolibar,%,Ziortza-Bolibar,100.0
2023,,,,Ziortza-Bolibar,%,Ziortza-Bolibar,100.0
2022,,,,Ziortza-Bolibar,%,Ziortza-Bolibar,100.0
2021,,,,Zizurkil,%,Zizurkil,100.0
2023,,,,Zizurkil,%,Zizurkil,100.0
2022,,,,Zizurkil,%,Zizurkil,100.0
2022,,,,Zuia,%,Zuia,100.0
2021,,,,Zuia,%,Zuia,100.0
2023,,,,Zuia,%,Zuia,100.0
2022,,,,Zumaia,%,Zumaia,99.1
2021,,,,Zumaia,%,Zumaia,99.2
2023,,,,Zumaia,%,Zumaia,100.0
2022,,,,Zumarraga,%,Zumarraga,98.7
2021,,,,Zumarraga,%,Zumarraga,98.9
2023,,,,Zumarraga,%,Zumarraga,100.0
2023,,,Añana (comarca),,%,Añana (comarca),100.0
2022,,,Añana (comarca),,%,Añana (comarca),82.1
2021,,,Añana (comarca),,%,Añana (comarca),98.3
2023,,,Arabako Errioxa / Rioja Alavesa,,%,Arabako Errioxa / Rioja Alavesa,100.0
2022,,,Arabako Errioxa / Rioja Alavesa,,%,Arabako Errioxa / Rioja Alavesa,94.5
2021,,,Arabako Errioxa / Rioja Alavesa,,%,Arabako Errioxa / Rioja Alavesa,99.1
2021,,,Arabako Kantaurialdea / Cantábrica Alavesa,,%,Arabako Kantaurialdea / Cantábrica Alavesa,99.7
2023,,,Arabako Kantaurialdea / Cantábrica Alavesa,,%,Arabako Kantaurialdea / Cantábrica Alavesa,100.0
2022,,,Arabako Kantaurialdea / Cantábrica Alavesa,,%,Arabako Kantaurialdea / Cantábrica Alavesa,98.8
2021,,,Arabako Lautada / Llanada Alavesa,,%,Arabako Lautada / Llanada Alavesa,99.9
2022,,,Arabako Lautada / Llanada Alavesa,,%,Arabako Lautada / Llanada Alavesa,97.1
2023,,,Arabako Lautada / Llanada Alavesa,,%,Arabako Lautada / Llanada Alavesa,100.0
2022,,,Arabako Mendialdea / Montaña Alavesa,,%,Arabako Mendialdea / Montaña Alavesa,100.0
2023,,,Arabako Mendialdea / Montaña Alavesa,,%,Arabako Mendialdea / Montaña Alavesa,100.0
2021,,,Arabako Mendialdea / Montaña Alavesa,,%,Arabako Mendialdea / Montaña Alavesa,100.0
2021,,,Arratia Nerbioi / Arratia-Nervión,,%,Arratia Nerbioi / Arratia-Nervión,99.6
2023,,,Arratia Nerbioi / Arratia-Nervión,,%,Arratia Nerbioi / Arratia-Nervión,100.0
2022,,,Arratia Nerbioi / Arratia-Nervión,,%,Arratia Nerbioi / Arratia-Nervión,96.1
2022,,,Bidasoa Beherea / Bajo Bidasoa,,%,Bidasoa Beherea / Bajo Bidasoa,93.0
2021,,,Bidasoa Beherea / Bajo Bidasoa,,%,Bidasoa Beherea / Bajo Bidasoa,99.4
2023,,,Bidasoa Beherea / Bajo Bidasoa,,%,Bidasoa Beherea / Bajo Bidasoa,100.0
2022,,,Bilbo Handia / Gran Bilbao,,%,Bilbo Handia / Gran Bilbao,96.4
2023,,,Bilbo Handia / Gran Bilbao,,%,Bilbo Handia / Gran Bilbao,100.0
2021,,,Bilbo Handia / Gran Bilbao,,%,Bilbo Handia / Gran Bilbao,99.7
2022,,,Debabarrena / Bajo Deba,,%,Debabarrena / Bajo Deba,97.6
2023,,,Debabarrena / Bajo Deba,,%,Debabarrena / Bajo Deba,100.0
2021,,,Debabarrena / Bajo Deba,,%,Debabarrena / Bajo Deba,99.6
2022,,,Debagoiena / Alto Deba,,%,Debagoiena / Alto Deba,98.1
2023,,,Debagoiena / Alto Deba,,%,Debagoiena / Alto Deba,100.0
2021,,,Debagoiena / Alto Deba,,%,Debagoiena / Alto Deba,99.5
2021,,,Donostialdea,,%,Donostialdea,99.7
2022,,,Donostialdea,,%,Donostialdea,97.5
2023,,,Donostialdea,,%,Donostialdea,100.0
2022,,,Durangaldea / Duranguesado,,%,Durangaldea / Duranguesado,97.4
2021,,,Durangaldea / Duranguesado,,%,Durangaldea / Duranguesado,99.8
2023,,,Durangaldea / Duranguesado,,%,Durangaldea / Duranguesado,100.0
2023,,,Enkartazioak / Encartaciones,,%,Enkartazioak / Encartaciones,100.0
2021,,,Enkartazioak / Encartaciones,,%,Enkartazioak / Encartaciones,100.0
2022,,,Enkartazioak / Encartaciones,,%,Enkartazioak / Encartaciones,94.9
2021,,,Gernika-Bermeo,,%,Gernika-Bermeo,98.9
2023,,,Gernika-Bermeo,,%,Gernika-Bermeo,100.0
2022,,,Gernika-Bermeo,,%,Gernika-Bermeo,95.6
2021,,,Goierri,,%,Goierri,99.6
2022,,,Goierri,,%,Goierri,98.2
2023,,,Goierri,,%,Goierri,100.0
2023,,,Gorbeialdea / Estribaciones del Gorbea,,%,Gorbeialdea / Estribaciones del Gorbea,100.0
2021,,,Gorbeialdea / Estribaciones del Gorbea,,%,Gorbeialdea / Estribaciones del Gorbea,100.0
2022,,,Gorbeialdea / Estribaciones del Gorbea,,%,Gorbeialdea / Estribaciones del Gorbea,97.3
2021,,,Markina-Ondarroa,,%,Markina-Ondarroa,100.0
2023,,,Markina-Ondarroa,,%,Markina-Ondarroa,100.0
2022,,,Markina-Ondarroa,,%,Markina-Ondarroa,97.5
2021,,,Plentzia-Mungia,,%,Plentzia-Mungia,99.7
2023,,,Plentzia-Mungia,,%,Plentzia-Mungia,100.0
2022,,,Plentzia-Mungia,,%,Plentzia-Mungia,96.1
2022,,,Tolosaldea,,%,Tolosaldea,98.1
2023,,,Tolosaldea,,%,Tolosaldea,100.0
2021,,,Tolosaldea,,%,Tolosaldea,99.8
2022,,,Urola Kosta,,%,Urola Kosta,98.3
2021,,,Urola Kosta,,%,Urola Kosta,99.7
2023,,,Urola Kosta,,%,Urola Kosta,100.0
2021,,Araba/Álava,,,%,Araba/Álava,99.8
2022,,Araba/Álava,,,%,Araba/Álava,97.0
2023,,Araba/Álava,,,%,Araba/Álava,100.0
2021,,Bizkaia,,,%,Bizkaia,99.7
2023,,Bizkaia,,,%,Bizkaia,100.0
2022,,Bizkaia,,,%,Bizkaia,96.4
2023,,Gipuzkoa,,,%,Gipuzkoa,100.0
2022,,Gipuzkoa,,,%,Gipuzkoa,97.3
2021,,Gipuzkoa,,,%,Gipuzkoa,99.6
2023,Mujer,,,,%,,100.0
2021,Mujer,,,,%,,99.7
2022,Mujer,,,,%,,96.8
2022,Mujer,,,Abadiño,%,Abadiño,97.5
2021,Mujer,,,Abadiño,%,Abadiño,100.0
2023,Mujer,,,Abadiño,%,Abadiño,100.0
2022,Mujer,,,Abaltzisketa,%,Abaltzisketa,100.0
2023,Mujer,,,Abaltzisketa,%,Abaltzisketa,100.0
2021,Mujer,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,100.0
2023,Mujer,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,100.0
2022,Mujer,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,97.0
2021,Mujer,,,Aduna,%,Aduna,100.0
2023,Mujer,,,Aduna,%,Aduna,100.0
2022,Mujer,,,Aduna,%,Aduna,100.0
2021,Mujer,,,Agurain/Salvatierra,%,Agurain/Salvatierra,100.0
2022,Mujer,,,Agurain/Salvatierra,%,Agurain/Salvatierra,100.0
2023,Mujer,,,Agurain/Salvatierra,%,Agurain/Salvatierra,100.0
2022,Mujer,,,Aia,%,Aia,100.0
2023,Mujer,,,Aia,%,Aia,100.0
2021,Mujer,,,Aia,%,Aia,100.0
2021,Mujer,,,Aizarnazabal,%,Aizarnazabal,100.0
2023,Mujer,,,Aizarnazabal,%,Aizarnazabal,100.0
2022,Mujer,,,Aizarnazabal,%,Aizarnazabal,100.0
2023,Mujer,,,Ajangiz,%,Ajangiz,100.0
2021,Mujer,,,Ajangiz,%,Ajangiz,100.0
2022,Mujer,,,Ajangiz,%,Ajangiz,100.0
2022,Mujer,,,Albiztur,%,Albiztur,100.0
2021,Mujer,,,Alegia,%,Alegia,100.0
2022,Mujer,,,Alegia,%,Alegia,100.0
2023,Mujer,,,Alegia,%,Alegia,100.0
2021,Mujer,,,Alegría-Dulantzi,%,Alegría-Dulantzi,100.0
2023,Mujer,,,Alegría-Dulantzi,%,Alegría-Dulantzi,100.0
2022,Mujer,,,Alegría-Dulantzi,%,Alegría-Dulantzi,93.8
2021,Mujer,,,Alkiza,%,Alkiza,100.0
2022,Mujer,,,Alkiza,%,Alkiza,100.0
2023,Mujer,,,Alkiza,%,Alkiza,100.0
2022,Mujer,,,Alonsotegi,%,Alonsotegi,100.0
2023,Mujer,,,Alonsotegi,%,Alonsotegi,100.0
2021,Mujer,,,Alonsotegi,%,Alonsotegi,100.0
2023,Mujer,,,Altzaga,%,Altzaga,100.0
2022,Mujer,,,Altzaga,%,Altzaga,100.0
2021,Mujer,,,Altzaga,%,Altzaga,100.0
2023,Mujer,,,Altzo,%,Altzo,100.0
2021,Mujer,,,Altzo,%,Altzo,100.0
2022,Mujer,,,Altzo,%,Altzo,100.0
2021,Mujer,,,Amezketa,%,Amezketa,100.0
2022,Mujer,,,Amezketa,%,Amezketa,100.0
2023,Mujer,,,Amezketa,%,Amezketa,100.0
2023,Mujer,,,Amorebieta-Etxano,%,Amorebieta-Etxano,100.0
2022,Mujer,,,Amorebieta-Etxano,%,Amorebieta-Etxano,100.0
2021,Mujer,,,Amorebieta-Etxano,%,Amorebieta-Etxano,100.0
2023,Mujer,,,Amoroto,%,Amoroto,100.0
2022,Mujer,,,Amoroto,%,Amoroto,100.0
2022,Mujer,,,Amurrio,%,Amurrio,100.0
2023,Mujer,,,Amurrio,%,Amurrio,100.0
2021,Mujer,,,Amurrio,%,Amurrio,100.0
2022,Mujer,,,Andoain,%,Andoain,100.0
2021,Mujer,,,Andoain,%,Andoain,100.0
2023,Mujer,,,Andoain,%,Andoain,100.0
2023,Mujer,,,Anoeta,%,Anoeta,100.0
2021,Mujer,,,Anoeta,%,Anoeta,100.0
2022,Mujer,,,Anoeta,%,Anoeta,100.0
2023,Mujer,,,Antzuola,%,Antzuola,100.0
2022,Mujer,,,Antzuola,%,Antzuola,100.0
2021,Mujer,,,Antzuola,%,Antzuola,100.0
2023,Mujer,,,Arakaldo,%,Arakaldo,100.0
2022,Mujer,,,Arakaldo,%,Arakaldo,100.0
2021,Mujer,,,Arama,%,Arama,100.0
2023,Mujer,,,Arama,%,Arama,100.0
2021,Mujer,,,Aramaio,%,Aramaio,100.0
2022,Mujer,,,Aramaio,%,Aramaio,100.0
2023,Mujer,,,Aramaio,%,Aramaio,100.0
2022,Mujer,,,Arantzazu,%,Arantzazu,100.0
2021,Mujer,,,Arantzazu,%,Arantzazu,100.0
2022,Mujer,,,Areatza,%,Areatza,100.0
2023,Mujer,,,Areatza,%,Areatza,100.0
2021,Mujer,,,Areatza,%,Areatza,100.0
2021,Mujer,,,Aretxabaleta,%,Aretxabaleta,100.0
2022,Mujer,,,Aretxabaleta,%,Aretxabaleta,100.0
2023,Mujer,,,Aretxabaleta,%,Aretxabaleta,100.0
2023,Mujer,,,Armiñón,%,Armiñón,100.0
2021,Mujer,,,Armiñón,%,Armiñón,100.0
2021,Mujer,,,Arraia-Maeztu,%,Arraia-Maeztu,100.0
2022,Mujer,,,Arraia-Maeztu,%,Arraia-Maeztu,100.0
2023,Mujer,,,Arraia-Maeztu,%,Arraia-Maeztu,100.0
2023,Mujer,,,Arrankudiaga-Zollo,%,Arrankudiaga-Zollo,100.0
2022,Mujer,,,Arrankudiaga-Zollo,%,Arrankudiaga-Zollo,100.0
2021,Mujer,,,Arrankudiaga-Zollo,%,Arrankudiaga-Zollo,100.0
2021,Mujer,,,Arrasate/Mondragón,%,Arrasate/Mondragón,99.0
2022,Mujer,,,Arrasate/Mondragón,%,Arrasate/Mondragón,97.6
2023,Mujer,,,Arrasate/Mondragón,%,Arrasate/Mondragón,100.0
2021,Mujer,,,Arratzu,%,Arratzu,100.0
2022,Mujer,,,Arratzu,%,Arratzu,100.0
2023,Mujer,,,Arratzu,%,Arratzu,100.0
2023,Mujer,,,Arratzua-Ubarrundia,%,Arratzua-Ubarrundia,100.0
2022,Mujer,,,Arratzua-Ubarrundia,%,Arratzua-Ubarrundia,100.0
2021,Mujer,,,Arratzua-Ubarrundia,%,Arratzua-Ubarrundia,100.0
2023,Mujer,,,Arrieta,%,Arrieta,100.0
2021,Mujer,,,Arrieta,%,Arrieta,100.0
2022,Mujer,,,Arrigorriaga,%,Arrigorriaga,94.6
2023,Mujer,,,Arrigorriaga,%,Arrigorriaga,100.0
2021,Mujer,,,Arrigorriaga,%,Arrigorriaga,100.0
2023,Mujer,,,Artea,%,Artea,100.0
2022,Mujer,,,Artea,%,Artea,100.0
2021,Mujer,,,Artea,%,Artea,100.0
2022,Mujer,,,Artzentales,%,Artzentales,100.0
2023,Mujer,,,Artzentales,%,Artzentales,100.0
2021,Mujer,,,Artzentales,%,Artzentales,100.0
2021,Mujer,,,Artziniega,%,Artziniega,100.0
2023,Mujer,,,Artziniega,%,Artziniega,100.0
2022,Mujer,,,Artziniega,%,Artziniega,100.0
2023,Mujer,,,Asparrena,%,Asparrena,100.0
2022,Mujer,,,Asparrena,%,Asparrena,50.0
2021,Mujer,,,Asparrena,%,Asparrena,100.0
2021,Mujer,,,Asteasu,%,Asteasu,87.5
2023,Mujer,,,Asteasu,%,Asteasu,100.0
2022,Mujer,,,Asteasu,%,Asteasu,100.0
2021,Mujer,,,Astigarraga,%,Astigarraga,98.0
2022,Mujer,,,Astigarraga,%,Astigarraga,100.0
2023,Mujer,,,Astigarraga,%,Astigarraga,100.0
2021,Mujer,,,Ataun,%,Ataun,100.0
2023,Mujer,,,Ataun,%,Ataun,100.0
2022,Mujer,,,Ataun,%,Ataun,100.0
2021,Mujer,,,Atxondo,%,Atxondo,100.0
2023,Mujer,,,Atxondo,%,Atxondo,100.0
2022,Mujer,,,Atxondo,%,Atxondo,80.0
2022,Mujer,,,Aulesti,%,Aulesti,83.3
2021,Mujer,,,Aulesti,%,Aulesti,100.0
2021,Mujer,,,Ayala/Aiara,%,Ayala/Aiara,100.0
2022,Mujer,,,Ayala/Aiara,%,Ayala/Aiara,92.3
2023,Mujer,,,Ayala/Aiara,%,Ayala/Aiara,100.0
2023,Mujer,,,Azkoitia,%,Azkoitia,100.0
2021,Mujer,,,Azkoitia,%,Azkoitia,100.0
2022,Mujer,,,Azkoitia,%,Azkoitia,97.2
2023,Mujer,,,Azpeitia,%,Azpeitia,100.0
2022,Mujer,,,Azpeitia,%,Azpeitia,98.5
2021,Mujer,,,Azpeitia,%,Azpeitia,100.0
2023,Mujer,,,Bakio,%,Bakio,100.0
2021,Mujer,,,Bakio,%,Bakio,100.0
2022,Mujer,,,Bakio,%,Bakio,93.8
2022,Mujer,,,Baliarrain,%,Baliarrain,100.0
2023,Mujer,,,Balmaseda,%,Balmaseda,100.0
2022,Mujer,,,Balmaseda,%,Balmaseda,93.8
2021,Mujer,,,Balmaseda,%,Balmaseda,100.0
2021,Mujer,,,Baños de Ebro/Mañueta,%,Baños de Ebro/Mañueta,100.0
2022,Mujer,,,Baños de Ebro/Mañueta,%,Baños de Ebro/Mañueta,100.0
2022,Mujer,,,Barakaldo,%,Barakaldo,96.6
2021,Mujer,,,Barakaldo,%,Barakaldo,100.0
2023,Mujer,,,Barakaldo,%,Barakaldo,100.0
2023,Mujer,,,Barrika,%,Barrika,100.0
2021,Mujer,,,Barrika,%,Barrika,100.0
2022,Mujer,,,Barrika,%,Barrika,83.3
2022,Mujer,,,Barrundia,%,Barrundia,100.0
2023,Mujer,,,Barrundia,%,Barrundia,100.0
2021,Mujer,,,Barrundia,%,Barrundia,100.0
2022,Mujer,,,Basauri,%,Basauri,97.2
2023,Mujer,,,Basauri,%,Basauri,100.0
2021,Mujer,,,Basauri,%,Basauri,99.2
2021,Mujer,,,Beasain,%,Beasain,100.0
2022,Mujer,,,Beasain,%,Beasain,97.1
2023,Mujer,,,Beasain,%,Beasain,100.0
2022,Mujer,,,Bedia,%,Bedia,90.9
2023,Mujer,,,Bedia,%,Bedia,100.0
2021,Mujer,,,Bedia,%,Bedia,100.0
2021,Mujer,,,Beizama,%,Beizama,100.0
2022,Mujer,,,Belauntza,%,Belauntza,66.7
2021,Mujer,,,Belauntza,%,Belauntza,100.0
2023,Mujer,,,Belauntza,%,Belauntza,100.0
2023,Mujer,,,Berango,%,Berango,100.0
2021,Mujer,,,Berango,%,Berango,100.0
2022,Mujer,,,Berango,%,Berango,95.9
2023,Mujer,,,Berantevilla,%,Berantevilla,100.0
2021,Mujer,,,Berantevilla,%,Berantevilla,100.0
2022,Mujer,,,Berastegi,%,Berastegi,100.0
2021,Mujer,,,Berastegi,%,Berastegi,100.0
2023,Mujer,,,Berastegi,%,Berastegi,100.0
2021,Mujer,,,Bergara,%,Bergara,100.0
2023,Mujer,,,Bergara,%,Bergara,100.0
2022,Mujer,,,Bergara,%,Bergara,98.0
2021,Mujer,,,Bermeo,%,Bermeo,97.5
2023,Mujer,,,Bermeo,%,Bermeo,100.0
2022,Mujer,,,Bermeo,%,Bermeo,95.0
2022,Mujer,,,Bernedo,%,Bernedo,100.0
2021,Mujer,,,Bernedo,%,Bernedo,100.0
2023,Mujer,,,Berriatua,%,Berriatua,100.0
2021,Mujer,,,Berriatua,%,Berriatua,100.0
2022,Mujer,,,Berriatua,%,Berriatua,100.0
2023,Mujer,,,Berriz,%,Berriz,100.0
2022,Mujer,,,Berriz,%,Berriz,93.1
2021,Mujer,,,Berriz,%,Berriz,94.4
2021,Mujer,,,Berrobi,%,Berrobi,100.0
2022,Mujer,,,Berrobi,%,Berrobi,100.0
2023,Mujer,,,Berrobi,%,Berrobi,100.0
2021,Mujer,,,Bidania-Goiatz,%,Bidania-Goiatz,100.0
2022,Mujer,,,Bidania-Goiatz,%,Bidania-Goiatz,100.0
2023,Mujer,,,Bidania-Goiatz,%,Bidania-Goiatz,100.0
2022,Mujer,,,Bilbao,%,Bilbao,95.4
