Year,Series,Territorio histórico,Comarca,Municipio,Units,GeoCode,Value
2016,Proporción de viviendas con agua corriente,,,Galdames,%,Galdames,98.1
2018,Proporción de viviendas con agua corriente,,,Galdames,%,Galdames,97.8
2019,Proporción de viviendas con agua corriente,,,Galdames,%,Galdames,97.8
2022,Proporción de viviendas con agua corriente,,,Galdames,%,Galdames,98.1
2021,Proporción de viviendas con agua corriente,,,Galdames,%,Galdames,98.4
2013,Proporción de viviendas con agua corriente,,,Galdames,%,Galdames,97.5
2014,Proporción de viviendas con agua corriente,,,Galdames,%,Galdames,97.5
2015,Proporción de viviendas con agua corriente,,,Galdames,%,Galdames,97.5
2010,Proporción de viviendas con agua corriente,,,Galdames,%,Galdames,97.8
2023,Proporción de viviendas con agua corriente,,,Galdames,%,Galdames,98.1
2018,Proporción de viviendas con agua corriente,,,Gamiz-Fika,%,Gamiz-Fika,99.8
2016,Proporción de viviendas con agua corriente,,,Gamiz-Fika,%,Gamiz-Fika,99.5
2014,Proporción de viviendas con agua corriente,,,Gamiz-Fika,%,Gamiz-Fika,99.8
2022,Proporción de viviendas con agua corriente,,,Gamiz-Fika,%,Gamiz-Fika,99.8
2020,Proporción de viviendas con agua corriente,,,Gamiz-Fika,%,Gamiz-Fika,99.8
2019,Proporción de viviendas con agua corriente,,,Gamiz-Fika,%,Gamiz-Fika,99.8
2013,Proporción de viviendas con agua corriente,,,Gamiz-Fika,%,Gamiz-Fika,99.5
2021,Proporción de viviendas con agua corriente,,,Gamiz-Fika,%,Gamiz-Fika,99.8
2023,Proporción de viviendas con agua corriente,,,Gamiz-Fika,%,Gamiz-Fika,99.8
2015,Proporción de viviendas con agua corriente,,,Gamiz-Fika,%,Gamiz-Fika,99.8
2010,Proporción de viviendas con agua corriente,,,Gamiz-Fika,%,Gamiz-Fika,99.8
2019,Proporción de viviendas con agua corriente,,,Garai,%,Garai,100.0
2023,Proporción de viviendas con agua corriente,,,Garai,%,Garai,100.0
2022,Proporción de viviendas con agua corriente,,,Garai,%,Garai,100.0
2018,Proporción de viviendas con agua corriente,,,Garai,%,Garai,100.0
2021,Proporción de viviendas con agua corriente,,,Garai,%,Garai,100.0
2016,Proporción de viviendas con agua corriente,,,Garai,%,Garai,100.0
2014,Proporción de viviendas con agua corriente,,,Garai,%,Garai,100.0
2020,Proporción de viviendas con agua corriente,,,Garai,%,Garai,100.0
2015,Proporción de viviendas con agua corriente,,,Garai,%,Garai,100.0
2013,Proporción de viviendas con agua corriente,,,Garai,%,Garai,100.0
2010,Proporción de viviendas con agua corriente,,,Garai,%,Garai,100.0
2023,Proporción de viviendas con agua corriente,,,Gatika,%,Gatika,100.0
2021,Proporción de viviendas con agua corriente,,,Gatika,%,Gatika,100.0
2015,Proporción de viviendas con agua corriente,,,Gatika,%,Gatika,100.0
2010,Proporción de viviendas con agua corriente,,,Gatika,%,Gatika,100.0
2016,Proporción de viviendas con agua corriente,,,Gatika,%,Gatika,100.0
2019,Proporción de viviendas con agua corriente,,,Gatika,%,Gatika,100.0
2022,Proporción de viviendas con agua corriente,,,Gatika,%,Gatika,100.0
2014,Proporción de viviendas con agua corriente,,,Gatika,%,Gatika,100.0
2018,Proporción de viviendas con agua corriente,,,Gatika,%,Gatika,100.0
2020,Proporción de viviendas con agua corriente,,,Gatika,%,Gatika,100.0
2013,Proporción de viviendas con agua corriente,,,Gatika,%,Gatika,100.0
2010,Proporción de viviendas con agua corriente,,,Gautegiz Arteaga,%,Gautegiz Arteaga,100.0
2022,Proporción de viviendas con agua corriente,,,Gautegiz Arteaga,%,Gautegiz Arteaga,100.0
2014,Proporción de viviendas con agua corriente,,,Gautegiz Arteaga,%,Gautegiz Arteaga,100.0
2020,Proporción de viviendas con agua corriente,,,Gautegiz Arteaga,%,Gautegiz Arteaga,100.0
2016,Proporción de viviendas con agua corriente,,,Gautegiz Arteaga,%,Gautegiz Arteaga,100.0
2021,Proporción de viviendas con agua corriente,,,Gautegiz Arteaga,%,Gautegiz Arteaga,100.0
2023,Proporción de viviendas con agua corriente,,,Gautegiz Arteaga,%,Gautegiz Arteaga,100.0
2015,Proporción de viviendas con agua corriente,,,Gautegiz Arteaga,%,Gautegiz Arteaga,100.0
2019,Proporción de viviendas con agua corriente,,,Gautegiz Arteaga,%,Gautegiz Arteaga,100.0
2018,Proporción de viviendas con agua corriente,,,Gautegiz Arteaga,%,Gautegiz Arteaga,100.0
2013,Proporción de viviendas con agua corriente,,,Gautegiz Arteaga,%,Gautegiz Arteaga,100.0
2014,Proporción de viviendas con agua corriente,,,Gaztelu,%,Gaztelu,100.0
2021,Proporción de viviendas con agua corriente,,,Gaztelu,%,Gaztelu,100.0
2019,Proporción de viviendas con agua corriente,,,Gaztelu,%,Gaztelu,100.0
2010,Proporción de viviendas con agua corriente,,,Gaztelu,%,Gaztelu,100.0
2015,Proporción de viviendas con agua corriente,,,Gaztelu,%,Gaztelu,100.0
2018,Proporción de viviendas con agua corriente,,,Gaztelu,%,Gaztelu,100.0
2013,Proporción de viviendas con agua corriente,,,Gaztelu,%,Gaztelu,100.0
2020,Proporción de viviendas con agua corriente,,,Gaztelu,%,Gaztelu,100.0
2023,Proporción de viviendas con agua corriente,,,Gaztelu,%,Gaztelu,100.0
2016,Proporción de viviendas con agua corriente,,,Gaztelu,%,Gaztelu,100.0
2022,Proporción de viviendas con agua corriente,,,Gaztelu,%,Gaztelu,100.0
2016,Proporción de viviendas con agua corriente,,,Gernika-Lumo,%,Gernika-Lumo,100.0
2022,Proporción de viviendas con agua corriente,,,Gernika-Lumo,%,Gernika-Lumo,100.0
2010,Proporción de viviendas con agua corriente,,,Gernika-Lumo,%,Gernika-Lumo,100.0
2020,Proporción de viviendas con agua corriente,,,Gernika-Lumo,%,Gernika-Lumo,100.0
2018,Proporción de viviendas con agua corriente,,,Gernika-Lumo,%,Gernika-Lumo,100.0
2021,Proporción de viviendas con agua corriente,,,Gernika-Lumo,%,Gernika-Lumo,100.0
2015,Proporción de viviendas con agua corriente,,,Gernika-Lumo,%,Gernika-Lumo,100.0
2013,Proporción de viviendas con agua corriente,,,Gernika-Lumo,%,Gernika-Lumo,100.0
2014,Proporción de viviendas con agua corriente,,,Gernika-Lumo,%,Gernika-Lumo,100.0
2019,Proporción de viviendas con agua corriente,,,Gernika-Lumo,%,Gernika-Lumo,100.0
2023,Proporción de viviendas con agua corriente,,,Gernika-Lumo,%,Gernika-Lumo,100.0
2015,Proporción de viviendas con agua corriente,,,Getaria,%,Getaria,100.0
2016,Proporción de viviendas con agua corriente,,,Getaria,%,Getaria,100.0
2021,Proporción de viviendas con agua corriente,,,Getaria,%,Getaria,100.0
2018,Proporción de viviendas con agua corriente,,,Getaria,%,Getaria,100.0
2020,Proporción de viviendas con agua corriente,,,Getaria,%,Getaria,100.0
2013,Proporción de viviendas con agua corriente,,,Getaria,%,Getaria,100.0
2023,Proporción de viviendas con agua corriente,,,Getaria,%,Getaria,100.0
2010,Proporción de viviendas con agua corriente,,,Getaria,%,Getaria,100.0
2022,Proporción de viviendas con agua corriente,,,Getaria,%,Getaria,100.0
2019,Proporción de viviendas con agua corriente,,,Getaria,%,Getaria,100.0
2014,Proporción de viviendas con agua corriente,,,Getaria,%,Getaria,100.0
2010,Proporción de viviendas con agua corriente,,,Getxo,%,Getxo,100.0
2016,Proporción de viviendas con agua corriente,,,Getxo,%,Getxo,100.0
2021,Proporción de viviendas con agua corriente,,,Getxo,%,Getxo,100.0
2020,Proporción de viviendas con agua corriente,,,Getxo,%,Getxo,100.0
2013,Proporción de viviendas con agua corriente,,,Getxo,%,Getxo,100.0
2018,Proporción de viviendas con agua corriente,,,Getxo,%,Getxo,100.0
2022,Proporción de viviendas con agua corriente,,,Getxo,%,Getxo,100.0
2014,Proporción de viviendas con agua corriente,,,Getxo,%,Getxo,100.0
2019,Proporción de viviendas con agua corriente,,,Getxo,%,Getxo,100.0
2023,Proporción de viviendas con agua corriente,,,Getxo,%,Getxo,100.0
2015,Proporción de viviendas con agua corriente,,,Getxo,%,Getxo,100.0
2023,Proporción de viviendas con agua corriente,,,Gizaburuaga,%,Gizaburuaga,100.0
2021,Proporción de viviendas con agua corriente,,,Gizaburuaga,%,Gizaburuaga,100.0
2018,Proporción de viviendas con agua corriente,,,Gizaburuaga,%,Gizaburuaga,100.0
2020,Proporción de viviendas con agua corriente,,,Gizaburuaga,%,Gizaburuaga,100.0
2016,Proporción de viviendas con agua corriente,,,Gizaburuaga,%,Gizaburuaga,100.0
2010,Proporción de viviendas con agua corriente,,,Gizaburuaga,%,Gizaburuaga,100.0
2015,Proporción de viviendas con agua corriente,,,Gizaburuaga,%,Gizaburuaga,100.0
2022,Proporción de viviendas con agua corriente,,,Gizaburuaga,%,Gizaburuaga,100.0
2019,Proporción de viviendas con agua corriente,,,Gizaburuaga,%,Gizaburuaga,100.0
2013,Proporción de viviendas con agua corriente,,,Gizaburuaga,%,Gizaburuaga,100.0
2014,Proporción de viviendas con agua corriente,,,Gizaburuaga,%,Gizaburuaga,100.0
2021,Proporción de viviendas con agua corriente,,,Gordexola,%,Gordexola,98.5
2018,Proporción de viviendas con agua corriente,,,Gordexola,%,Gordexola,98.9
2023,Proporción de viviendas con agua corriente,,,Gordexola,%,Gordexola,98.5
2016,Proporción de viviendas con agua corriente,,,Gordexola,%,Gordexola,98.8
2015,Proporción de viviendas con agua corriente,,,Gordexola,%,Gordexola,98.9
2010,Proporción de viviendas con agua corriente,,,Gordexola,%,Gordexola,98.8
2013,Proporción de viviendas con agua corriente,,,Gordexola,%,Gordexola,98.8
2022,Proporción de viviendas con agua corriente,,,Gordexola,%,Gordexola,98.4
2019,Proporción de viviendas con agua corriente,,,Gordexola,%,Gordexola,98.3
2020,Proporción de viviendas con agua corriente,,,Gordexola,%,Gordexola,98.5
2014,Proporción de viviendas con agua corriente,,,Gordexola,%,Gordexola,98.8
2021,Proporción de viviendas con agua corriente,,,Gorliz,%,Gorliz,100.0
2014,Proporción de viviendas con agua corriente,,,Gorliz,%,Gorliz,100.0
2019,Proporción de viviendas con agua corriente,,,Gorliz,%,Gorliz,100.0
2020,Proporción de viviendas con agua corriente,,,Gorliz,%,Gorliz,100.0
2013,Proporción de viviendas con agua corriente,,,Gorliz,%,Gorliz,100.0
2018,Proporción de viviendas con agua corriente,,,Gorliz,%,Gorliz,100.0
2015,Proporción de viviendas con agua corriente,,,Gorliz,%,Gorliz,100.0
2010,Proporción de viviendas con agua corriente,,,Gorliz,%,Gorliz,100.0
2023,Proporción de viviendas con agua corriente,,,Gorliz,%,Gorliz,100.0
2016,Proporción de viviendas con agua corriente,,,Gorliz,%,Gorliz,100.0
2022,Proporción de viviendas con agua corriente,,,Gorliz,%,Gorliz,100.0
2023,Proporción de viviendas con agua corriente,,,Güeñes,%,Güeñes,99.4
2021,Proporción de viviendas con agua corriente,,,Güeñes,%,Güeñes,99.4
2016,Proporción de viviendas con agua corriente,,,Güeñes,%,Güeñes,99.4
2022,Proporción de viviendas con agua corriente,,,Güeñes,%,Güeñes,99.4
2015,Proporción de viviendas con agua corriente,,,Güeñes,%,Güeñes,99.4
2018,Proporción de viviendas con agua corriente,,,Güeñes,%,Güeñes,99.5
2020,Proporción de viviendas con agua corriente,,,Güeñes,%,Güeñes,99.4
2019,Proporción de viviendas con agua corriente,,,Güeñes,%,Güeñes,99.4
2013,Proporción de viviendas con agua corriente,,,Güeñes,%,Güeñes,99.5
2010,Proporción de viviendas con agua corriente,,,Güeñes,%,Güeñes,99.4
2014,Proporción de viviendas con agua corriente,,,Güeñes,%,Güeñes,99.4
2019,Proporción de viviendas con agua corriente,,,Harana/Valle de Arana,%,Harana/Valle de Arana,100.0
2015,Proporción de viviendas con agua corriente,,,Harana/Valle de Arana,%,Harana/Valle de Arana,100.0
2018,Proporción de viviendas con agua corriente,,,Harana/Valle de Arana,%,Harana/Valle de Arana,100.0
2016,Proporción de viviendas con agua corriente,,,Harana/Valle de Arana,%,Harana/Valle de Arana,100.0
2014,Proporción de viviendas con agua corriente,,,Harana/Valle de Arana,%,Harana/Valle de Arana,100.0
2010,Proporción de viviendas con agua corriente,,,Harana/Valle de Arana,%,Harana/Valle de Arana,100.0
2021,Proporción de viviendas con agua corriente,,,Harana/Valle de Arana,%,Harana/Valle de Arana,100.0
2020,Proporción de viviendas con agua corriente,,,Harana/Valle de Arana,%,Harana/Valle de Arana,100.0
2022,Proporción de viviendas con agua corriente,,,Harana/Valle de Arana,%,Harana/Valle de Arana,100.0
2013,Proporción de viviendas con agua corriente,,,Harana/Valle de Arana,%,Harana/Valle de Arana,100.0
2023,Proporción de viviendas con agua corriente,,,Harana/Valle de Arana,%,Harana/Valle de Arana,100.0
2022,Proporción de viviendas con agua corriente,,,Hernani,%,Hernani,98.8
2020,Proporción de viviendas con agua corriente,,,Hernani,%,Hernani,98.8
2023,Proporción de viviendas con agua corriente,,,Hernani,%,Hernani,98.8
2014,Proporción de viviendas con agua corriente,,,Hernani,%,Hernani,98.7
2015,Proporción de viviendas con agua corriente,,,Hernani,%,Hernani,98.7
2013,Proporción de viviendas con agua corriente,,,Hernani,%,Hernani,98.6
2018,Proporción de viviendas con agua corriente,,,Hernani,%,Hernani,98.8
2010,Proporción de viviendas con agua corriente,,,Hernani,%,Hernani,98.6
2019,Proporción de viviendas con agua corriente,,,Hernani,%,Hernani,98.8
2021,Proporción de viviendas con agua corriente,,,Hernani,%,Hernani,98.8
2016,Proporción de viviendas con agua corriente,,,Hernani,%,Hernani,98.7
2023,Proporción de viviendas con agua corriente,,,Hernialde,%,Hernialde,100.0
2013,Proporción de viviendas con agua corriente,,,Hernialde,%,Hernialde,100.0
2019,Proporción de viviendas con agua corriente,,,Hernialde,%,Hernialde,100.0
2022,Proporción de viviendas con agua corriente,,,Hernialde,%,Hernialde,100.0
2018,Proporción de viviendas con agua corriente,,,Hernialde,%,Hernialde,100.0
2016,Proporción de viviendas con agua corriente,,,Hernialde,%,Hernialde,100.0
2020,Proporción de viviendas con agua corriente,,,Hernialde,%,Hernialde,100.0
2010,Proporción de viviendas con agua corriente,,,Hernialde,%,Hernialde,100.0
2014,Proporción de viviendas con agua corriente,,,Hernialde,%,Hernialde,100.0
2015,Proporción de viviendas con agua corriente,,,Hernialde,%,Hernialde,100.0
2021,Proporción de viviendas con agua corriente,,,Hernialde,%,Hernialde,100.0
2013,Proporción de viviendas con agua corriente,,,Hondarribia,%,Hondarribia,100.0
2021,Proporción de viviendas con agua corriente,,,Hondarribia,%,Hondarribia,100.0
2016,Proporción de viviendas con agua corriente,,,Hondarribia,%,Hondarribia,100.0
2019,Proporción de viviendas con agua corriente,,,Hondarribia,%,Hondarribia,100.0
2018,Proporción de viviendas con agua corriente,,,Hondarribia,%,Hondarribia,100.0
2010,Proporción de viviendas con agua corriente,,,Hondarribia,%,Hondarribia,100.0
2020,Proporción de viviendas con agua corriente,,,Hondarribia,%,Hondarribia,100.0
2014,Proporción de viviendas con agua corriente,,,Hondarribia,%,Hondarribia,100.0
2015,Proporción de viviendas con agua corriente,,,Hondarribia,%,Hondarribia,100.0
2023,Proporción de viviendas con agua corriente,,,Hondarribia,%,Hondarribia,100.0
2022,Proporción de viviendas con agua corriente,,,Hondarribia,%,Hondarribia,100.0
2010,Proporción de viviendas con agua corriente,,,Ibarra,%,Ibarra,100.0
2015,Proporción de viviendas con agua corriente,,,Ibarra,%,Ibarra,100.0
2016,Proporción de viviendas con agua corriente,,,Ibarra,%,Ibarra,100.0
2018,Proporción de viviendas con agua corriente,,,Ibarra,%,Ibarra,100.0
2023,Proporción de viviendas con agua corriente,,,Ibarra,%,Ibarra,100.0
2021,Proporción de viviendas con agua corriente,,,Ibarra,%,Ibarra,100.0
2013,Proporción de viviendas con agua corriente,,,Ibarra,%,Ibarra,100.0
2022,Proporción de viviendas con agua corriente,,,Ibarra,%,Ibarra,100.0
2019,Proporción de viviendas con agua corriente,,,Ibarra,%,Ibarra,100.0
2020,Proporción de viviendas con agua corriente,,,Ibarra,%,Ibarra,100.0
2014,Proporción de viviendas con agua corriente,,,Ibarra,%,Ibarra,100.0
2013,Proporción de viviendas con agua corriente,,,Ibarrangelu,%,Ibarrangelu,100.0
2010,Proporción de viviendas con agua corriente,,,Ibarrangelu,%,Ibarrangelu,100.0
2016,Proporción de viviendas con agua corriente,,,Ibarrangelu,%,Ibarrangelu,100.0
2018,Proporción de viviendas con agua corriente,,,Ibarrangelu,%,Ibarrangelu,100.0
2023,Proporción de viviendas con agua corriente,,,Ibarrangelu,%,Ibarrangelu,99.7
2022,Proporción de viviendas con agua corriente,,,Ibarrangelu,%,Ibarrangelu,99.7
2014,Proporción de viviendas con agua corriente,,,Ibarrangelu,%,Ibarrangelu,100.0
2020,Proporción de viviendas con agua corriente,,,Ibarrangelu,%,Ibarrangelu,100.0
2021,Proporción de viviendas con agua corriente,,,Ibarrangelu,%,Ibarrangelu,99.7
2015,Proporción de viviendas con agua corriente,,,Ibarrangelu,%,Ibarrangelu,100.0
2019,Proporción de viviendas con agua corriente,,,Ibarrangelu,%,Ibarrangelu,100.0
2023,Proporción de viviendas con agua corriente,,,Idiazabal,%,Idiazabal,100.0
2019,Proporción de viviendas con agua corriente,,,Idiazabal,%,Idiazabal,100.0
2010,Proporción de viviendas con agua corriente,,,Idiazabal,%,Idiazabal,100.0
2021,Proporción de viviendas con agua corriente,,,Idiazabal,%,Idiazabal,100.0
2013,Proporción de viviendas con agua corriente,,,Idiazabal,%,Idiazabal,100.0
2014,Proporción de viviendas con agua corriente,,,Idiazabal,%,Idiazabal,100.0
2016,Proporción de viviendas con agua corriente,,,Idiazabal,%,Idiazabal,100.0
2015,Proporción de viviendas con agua corriente,,,Idiazabal,%,Idiazabal,100.0
2020,Proporción de viviendas con agua corriente,,,Idiazabal,%,Idiazabal,100.0
2022,Proporción de viviendas con agua corriente,,,Idiazabal,%,Idiazabal,100.0
2018,Proporción de viviendas con agua corriente,,,Idiazabal,%,Idiazabal,100.0
2014,Proporción de viviendas con agua corriente,,,Igorre,%,Igorre,99.9
2020,Proporción de viviendas con agua corriente,,,Igorre,%,Igorre,99.9
2015,Proporción de viviendas con agua corriente,,,Igorre,%,Igorre,99.9
2023,Proporción de viviendas con agua corriente,,,Igorre,%,Igorre,99.9
2010,Proporción de viviendas con agua corriente,,,Igorre,%,Igorre,99.9
2018,Proporción de viviendas con agua corriente,,,Igorre,%,Igorre,99.9
2016,Proporción de viviendas con agua corriente,,,Igorre,%,Igorre,99.9
2021,Proporción de viviendas con agua corriente,,,Igorre,%,Igorre,99.9
2022,Proporción de viviendas con agua corriente,,,Igorre,%,Igorre,99.9
2019,Proporción de viviendas con agua corriente,,,Igorre,%,Igorre,99.9
2013,Proporción de viviendas con agua corriente,,,Igorre,%,Igorre,99.9
2013,Proporción de viviendas con agua corriente,,,Ikaztegieta,%,Ikaztegieta,99.4
2018,Proporción de viviendas con agua corriente,,,Ikaztegieta,%,Ikaztegieta,99.4
2023,Proporción de viviendas con agua corriente,,,Ikaztegieta,%,Ikaztegieta,99.4
2010,Proporción de viviendas con agua corriente,,,Ikaztegieta,%,Ikaztegieta,99.4
2015,Proporción de viviendas con agua corriente,,,Ikaztegieta,%,Ikaztegieta,99.4
2021,Proporción de viviendas con agua corriente,,,Ikaztegieta,%,Ikaztegieta,99.4
2019,Proporción de viviendas con agua corriente,,,Ikaztegieta,%,Ikaztegieta,99.4
2022,Proporción de viviendas con agua corriente,,,Ikaztegieta,%,Ikaztegieta,99.4
2020,Proporción de viviendas con agua corriente,,,Ikaztegieta,%,Ikaztegieta,99.4
2014,Proporción de viviendas con agua corriente,,,Ikaztegieta,%,Ikaztegieta,99.4
2016,Proporción de viviendas con agua corriente,,,Ikaztegieta,%,Ikaztegieta,99.4
2010,Proporción de viviendas con agua corriente,,,Irun,%,Irun,100.0
2014,Proporción de viviendas con agua corriente,,,Irun,%,Irun,100.0
2013,Proporción de viviendas con agua corriente,,,Irun,%,Irun,100.0
2020,Proporción de viviendas con agua corriente,,,Irun,%,Irun,100.0
2018,Proporción de viviendas con agua corriente,,,Irun,%,Irun,100.0
2016,Proporción de viviendas con agua corriente,,,Irun,%,Irun,100.0
2022,Proporción de viviendas con agua corriente,,,Irun,%,Irun,100.0
2021,Proporción de viviendas con agua corriente,,,Irun,%,Irun,100.0
2015,Proporción de viviendas con agua corriente,,,Irun,%,Irun,100.0
2023,Proporción de viviendas con agua corriente,,,Irun,%,Irun,100.0
2019,Proporción de viviendas con agua corriente,,,Irun,%,Irun,100.0
2015,Proporción de viviendas con agua corriente,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,100.0
2016,Proporción de viviendas con agua corriente,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,100.0
2019,Proporción de viviendas con agua corriente,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,100.0
2010,Proporción de viviendas con agua corriente,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,100.0
2020,Proporción de viviendas con agua corriente,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,100.0
2022,Proporción de viviendas con agua corriente,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,100.0
2014,Proporción de viviendas con agua corriente,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,100.0
2013,Proporción de viviendas con agua corriente,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,100.0
2021,Proporción de viviendas con agua corriente,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,100.0
2018,Proporción de viviendas con agua corriente,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,100.0
2023,Proporción de viviendas con agua corriente,,,Iruña Oka/Iruña de Oca,%,Iruña Oka/Iruña de Oca,100.0
2019,Proporción de viviendas con agua corriente,,,Irura,%,Irura,98.7
2021,Proporción de viviendas con agua corriente,,,Irura,%,Irura,99.0
2022,Proporción de viviendas con agua corriente,,,Irura,%,Irura,99.0
2023,Proporción de viviendas con agua corriente,,,Irura,%,Irura,99.0
2014,Proporción de viviendas con agua corriente,,,Irura,%,Irura,98.4
2018,Proporción de viviendas con agua corriente,,,Irura,%,Irura,98.6
2010,Proporción de viviendas con agua corriente,,,Irura,%,Irura,98.1
2015,Proporción de viviendas con agua corriente,,,Irura,%,Irura,98.4
2013,Proporción de viviendas con agua corriente,,,Irura,%,Irura,98.4
2020,Proporción de viviendas con agua corriente,,,Irura,%,Irura,99.0
2016,Proporción de viviendas con agua corriente,,,Irura,%,Irura,98.5
2016,Proporción de viviendas con agua corriente,,,Iruraiz-Gauna,%,Iruraiz-Gauna,100.0
2021,Proporción de viviendas con agua corriente,,,Iruraiz-Gauna,%,Iruraiz-Gauna,100.0
2010,Proporción de viviendas con agua corriente,,,Iruraiz-Gauna,%,Iruraiz-Gauna,100.0
2022,Proporción de viviendas con agua corriente,,,Iruraiz-Gauna,%,Iruraiz-Gauna,100.0
2020,Proporción de viviendas con agua corriente,,,Iruraiz-Gauna,%,Iruraiz-Gauna,100.0
2018,Proporción de viviendas con agua corriente,,,Iruraiz-Gauna,%,Iruraiz-Gauna,100.0
2023,Proporción de viviendas con agua corriente,,,Iruraiz-Gauna,%,Iruraiz-Gauna,100.0
2015,Proporción de viviendas con agua corriente,,,Iruraiz-Gauna,%,Iruraiz-Gauna,100.0
2013,Proporción de viviendas con agua corriente,,,Iruraiz-Gauna,%,Iruraiz-Gauna,100.0
2019,Proporción de viviendas con agua corriente,,,Iruraiz-Gauna,%,Iruraiz-Gauna,100.0
2014,Proporción de viviendas con agua corriente,,,Iruraiz-Gauna,%,Iruraiz-Gauna,100.0
2023,Proporción de viviendas con agua corriente,,,Ispaster,%,Ispaster,99.7
2018,Proporción de viviendas con agua corriente,,,Ispaster,%,Ispaster,100.0
2013,Proporción de viviendas con agua corriente,,,Ispaster,%,Ispaster,100.0
2010,Proporción de viviendas con agua corriente,,,Ispaster,%,Ispaster,100.0
2021,Proporción de viviendas con agua corriente,,,Ispaster,%,Ispaster,99.6
2022,Proporción de viviendas con agua corriente,,,Ispaster,%,Ispaster,99.6
2016,Proporción de viviendas con agua corriente,,,Ispaster,%,Ispaster,100.0
2019,Proporción de viviendas con agua corriente,,,Ispaster,%,Ispaster,100.0
2015,Proporción de viviendas con agua corriente,,,Ispaster,%,Ispaster,100.0
2020,Proporción de viviendas con agua corriente,,,Ispaster,%,Ispaster,100.0
2014,Proporción de viviendas con agua corriente,,,Ispaster,%,Ispaster,100.0
2020,Proporción de viviendas con agua corriente,,,Itsasondo,%,Itsasondo,100.0
2016,Proporción de viviendas con agua corriente,,,Itsasondo,%,Itsasondo,100.0
2019,Proporción de viviendas con agua corriente,,,Itsasondo,%,Itsasondo,100.0
2021,Proporción de viviendas con agua corriente,,,Itsasondo,%,Itsasondo,100.0
2010,Proporción de viviendas con agua corriente,,,Itsasondo,%,Itsasondo,100.0
2022,Proporción de viviendas con agua corriente,,,Itsasondo,%,Itsasondo,100.0
2014,Proporción de viviendas con agua corriente,,,Itsasondo,%,Itsasondo,100.0
2015,Proporción de viviendas con agua corriente,,,Itsasondo,%,Itsasondo,100.0
2023,Proporción de viviendas con agua corriente,,,Itsasondo,%,Itsasondo,100.0
2018,Proporción de viviendas con agua corriente,,,Itsasondo,%,Itsasondo,100.0
2013,Proporción de viviendas con agua corriente,,,Itsasondo,%,Itsasondo,100.0
2021,Proporción de viviendas con agua corriente,,,Iurreta,%,Iurreta,99.9
2010,Proporción de viviendas con agua corriente,,,Iurreta,%,Iurreta,100.0
2013,Proporción de viviendas con agua corriente,,,Iurreta,%,Iurreta,100.0
2020,Proporción de viviendas con agua corriente,,,Iurreta,%,Iurreta,99.9
2022,Proporción de viviendas con agua corriente,,,Iurreta,%,Iurreta,99.9
2019,Proporción de viviendas con agua corriente,,,Iurreta,%,Iurreta,99.9
2015,Proporción de viviendas con agua corriente,,,Iurreta,%,Iurreta,100.0
2018,Proporción de viviendas con agua corriente,,,Iurreta,%,Iurreta,100.0
2014,Proporción de viviendas con agua corriente,,,Iurreta,%,Iurreta,100.0
2023,Proporción de viviendas con agua corriente,,,Iurreta,%,Iurreta,99.9
2016,Proporción de viviendas con agua corriente,,,Iurreta,%,Iurreta,100.0
2021,Proporción de viviendas con agua corriente,,,Izurtza,%,Izurtza,100.0
2016,Proporción de viviendas con agua corriente,,,Izurtza,%,Izurtza,100.0
2019,Proporción de viviendas con agua corriente,,,Izurtza,%,Izurtza,100.0
2015,Proporción de viviendas con agua corriente,,,Izurtza,%,Izurtza,100.0
2018,Proporción de viviendas con agua corriente,,,Izurtza,%,Izurtza,100.0
2020,Proporción de viviendas con agua corriente,,,Izurtza,%,Izurtza,100.0
2022,Proporción de viviendas con agua corriente,,,Izurtza,%,Izurtza,98.9
2010,Proporción de viviendas con agua corriente,,,Izurtza,%,Izurtza,100.0
2013,Proporción de viviendas con agua corriente,,,Izurtza,%,Izurtza,100.0
2023,Proporción de viviendas con agua corriente,,,Izurtza,%,Izurtza,98.8
2014,Proporción de viviendas con agua corriente,,,Izurtza,%,Izurtza,100.0
2013,Proporción de viviendas con agua corriente,,,Karrantza Harana/Valle de Carranza,%,Karrantza Harana/Valle de Carranza,97.7
2021,Proporción de viviendas con agua corriente,,,Karrantza Harana/Valle de Carranza,%,Karrantza Harana/Valle de Carranza,98.0
2019,Proporción de viviendas con agua corriente,,,Karrantza Harana/Valle de Carranza,%,Karrantza Harana/Valle de Carranza,97.9
2020,Proporción de viviendas con agua corriente,,,Karrantza Harana/Valle de Carranza,%,Karrantza Harana/Valle de Carranza,98.0
