Year,Series,Territorio histórico,Comarca,Municipio,Units,GeoCode,Value
2014,Proporción de viviendas con baño,,,Arratzua-Ubarrundia,Porcentaje,Arratzua-Ubarrundia,98.6
2013,Proporción de viviendas con baño,,,Arratzua-Ubarrundia,Porcentaje,Arratzua-Ubarrundia,98.6
2020,Proporción de viviendas con baño,,,Arratzua-Ubarrundia,Porcentaje,Arratzua-Ubarrundia,99.2
2010,Proporción de viviendas con agua corriente,,,Arratzua-Ubarrundia,Porcentaje,Arratzua-Ubarrundia,100.0
2018,Proporción de viviendas con baño,,,Arratzua-Ubarrundia,Porcentaje,Arratzua-Ubarrundia,99.5
2016,Proporción de viviendas con agua corriente,,,Arratzua-Ubarrundia,Porcentaje,Arratzua-Ubarrundia,100.0
2022,Proporción de viviendas con baño,,,Arratzua-Ubarrundia,Porcentaje,Arratzua-Ubarrundia,99.2
2019,Proporción de viviendas con baño,,,Arratzua-Ubarrundia,Porcentaje,Arratzua-Ubarrundia,99.5
2010,Proporción de viviendas con baño,,,Arratzua-Ubarrundia,Porcentaje,Arratzua-Ubarrundia,98.2
2021,Proporción de viviendas con agua corriente,,,Arratzua-Ubarrundia,Porcentaje,Arratzua-Ubarrundia,100.0
2021,Proporción de viviendas con baño,,,Arratzua-Ubarrundia,Porcentaje,Arratzua-Ubarrundia,99.2
2019,Proporción de viviendas con agua corriente,,,Arratzua-Ubarrundia,Porcentaje,Arratzua-Ubarrundia,100.0
2023,Proporción de viviendas con baño,,,Arratzua-Ubarrundia,Porcentaje,Arratzua-Ubarrundia,99.3
2023,Proporción de viviendas con agua corriente,,,Arratzua-Ubarrundia,Porcentaje,Arratzua-Ubarrundia,100.0
2013,Proporción de viviendas con agua corriente,,,Arratzua-Ubarrundia,Porcentaje,Arratzua-Ubarrundia,100.0
2018,Proporción de viviendas con agua corriente,,,Arratzua-Ubarrundia,Porcentaje,Arratzua-Ubarrundia,100.0
2015,Proporción de viviendas con agua corriente,,,Arratzua-Ubarrundia,Porcentaje,Arratzua-Ubarrundia,100.0
2023,Proporción de viviendas con agua corriente,,,Arrieta,Porcentaje,Arrieta,99.6
2022,Proporción de viviendas con baño,,,Arrieta,Porcentaje,Arrieta,98.7
2020,Proporción de viviendas con baño,,,Arrieta,Porcentaje,Arrieta,99.1
2018,Proporción de viviendas con agua corriente,,,Arrieta,Porcentaje,Arrieta,99.5
2013,Proporción de viviendas con agua corriente,,,Arrieta,Porcentaje,Arrieta,99.5
2022,Proporción de viviendas con agua corriente,,,Arrieta,Porcentaje,Arrieta,99.6
2010,Proporción de viviendas con baño,,,Arrieta,Porcentaje,Arrieta,98.1
2019,Proporción de viviendas con agua corriente,,,Arrieta,Porcentaje,Arrieta,99.5
2023,Proporción de viviendas con baño,,,Arrieta,Porcentaje,Arrieta,99.1
2015,Proporción de viviendas con baño,,,Arrieta,Porcentaje,Arrieta,97.7
2015,Proporción de viviendas con agua corriente,,,Arrieta,Porcentaje,Arrieta,99.5
2021,Proporción de viviendas con agua corriente,,,Arrieta,Porcentaje,Arrieta,99.5
2016,Proporción de viviendas con agua corriente,,,Arrieta,Porcentaje,Arrieta,99.5
2013,Proporción de viviendas con baño,,,Arrieta,Porcentaje,Arrieta,98.1
2020,Proporción de viviendas con agua corriente,,,Arrieta,Porcentaje,Arrieta,99.5
2018,Proporción de viviendas con baño,,,Arrieta,Porcentaje,Arrieta,98.2
2019,Proporción de viviendas con baño,,,Arrieta,Porcentaje,Arrieta,98.2
2014,Proporción de viviendas con agua corriente,,,Arrieta,Porcentaje,Arrieta,99.5
2021,Proporción de viviendas con baño,,,Arrieta,Porcentaje,Arrieta,99.1
2016,Proporción de viviendas con baño,,,Arrieta,Porcentaje,Arrieta,98.1
2010,Proporción de viviendas con agua corriente,,,Arrieta,Porcentaje,Arrieta,100.0
2014,Proporción de viviendas con baño,,,Arrieta,Porcentaje,Arrieta,97.7
2013,Proporción de viviendas con baño,,,Arrigorriaga,Porcentaje,Arrigorriaga,99.9
2023,Proporción de viviendas con agua corriente,,,Arrigorriaga,Porcentaje,Arrigorriaga,100.0
2020,Proporción de viviendas con agua corriente,,,Arrigorriaga,Porcentaje,Arrigorriaga,100.0
2022,Proporción de viviendas con agua corriente,,,Arrigorriaga,Porcentaje,Arrigorriaga,100.0
2013,Proporción de viviendas con agua corriente,,,Arrigorriaga,Porcentaje,Arrigorriaga,100.0
2018,Proporción de viviendas con baño,,,Arrigorriaga,Porcentaje,Arrigorriaga,99.9
2023,Proporción de viviendas con baño,,,Arrigorriaga,Porcentaje,Arrigorriaga,100.0
2018,Proporción de viviendas con agua corriente,,,Arrigorriaga,Porcentaje,Arrigorriaga,100.0
2010,Proporción de viviendas con baño,,,Arrigorriaga,Porcentaje,Arrigorriaga,99.9
2016,Proporción de viviendas con agua corriente,,,Arrigorriaga,Porcentaje,Arrigorriaga,100.0
2015,Proporción de viviendas con agua corriente,,,Arrigorriaga,Porcentaje,Arrigorriaga,100.0
2021,Proporción de viviendas con agua corriente,,,Arrigorriaga,Porcentaje,Arrigorriaga,100.0
2010,Proporción de viviendas con agua corriente,,,Arrigorriaga,Porcentaje,Arrigorriaga,100.0
2022,Proporción de viviendas con baño,,,Arrigorriaga,Porcentaje,Arrigorriaga,100.0
2014,Proporción de viviendas con baño,,,Arrigorriaga,Porcentaje,Arrigorriaga,99.9
2019,Proporción de viviendas con baño,,,Arrigorriaga,Porcentaje,Arrigorriaga,100.0
2021,Proporción de viviendas con baño,,,Arrigorriaga,Porcentaje,Arrigorriaga,100.0
2016,Proporción de viviendas con baño,,,Arrigorriaga,Porcentaje,Arrigorriaga,99.9
2019,Proporción de viviendas con agua corriente,,,Arrigorriaga,Porcentaje,Arrigorriaga,100.0
2015,Proporción de viviendas con baño,,,Arrigorriaga,Porcentaje,Arrigorriaga,99.9
2014,Proporción de viviendas con agua corriente,,,Arrigorriaga,Porcentaje,Arrigorriaga,100.0
2020,Proporción de viviendas con baño,,,Arrigorriaga,Porcentaje,Arrigorriaga,100.0
2016,Proporción de viviendas con agua corriente,,,Artea,Porcentaje,Artea,98.9
2010,Proporción de viviendas con agua corriente,,,Artea,Porcentaje,Artea,98.6
2015,Proporción de viviendas con agua corriente,,,Artea,Porcentaje,Artea,99.0
2019,Proporción de viviendas con baño,,,Artea,Porcentaje,Artea,100.0
2020,Proporción de viviendas con agua corriente,,,Artea,Porcentaje,Artea,98.9
2016,Proporción de viviendas con baño,,,Artea,Porcentaje,Artea,100.0
2022,Proporción de viviendas con baño,,,Artea,Porcentaje,Artea,100.0
2021,Proporción de viviendas con baño,,,Artea,Porcentaje,Artea,100.0
2019,Proporción de viviendas con agua corriente,,,Artea,Porcentaje,Artea,98.9
2018,Proporción de viviendas con agua corriente,,,Artea,Porcentaje,Artea,98.9
2018,Proporción de viviendas con baño,,,Artea,Porcentaje,Artea,100.0
2015,Proporción de viviendas con baño,,,Artea,Porcentaje,Artea,100.0
2022,Proporción de viviendas con agua corriente,,,Artea,Porcentaje,Artea,99.0
2020,Proporción de viviendas con baño,,,Artea,Porcentaje,Artea,100.0
2010,Proporción de viviendas con baño,,,Artea,Porcentaje,Artea,100.0
2013,Proporción de viviendas con agua corriente,,,Artea,Porcentaje,Artea,99.0
2013,Proporción de viviendas con baño,,,Artea,Porcentaje,Artea,100.0
2014,Proporción de viviendas con agua corriente,,,Artea,Porcentaje,Artea,98.9
2023,Proporción de viviendas con baño,,,Artea,Porcentaje,Artea,100.0
2023,Proporción de viviendas con agua corriente,,,Artea,Porcentaje,Artea,99.0
2014,Proporción de viviendas con baño,,,Artea,Porcentaje,Artea,100.0
2021,Proporción de viviendas con agua corriente,,,Artea,Porcentaje,Artea,98.9
2022,Proporción de viviendas con baño,,,Artzentales,Porcentaje,Artzentales,100.0
2013,Proporción de viviendas con baño,,,Artzentales,Porcentaje,Artzentales,98.5
2014,Proporción de viviendas con agua corriente,,,Artzentales,Porcentaje,Artzentales,97.8
2010,Proporción de viviendas con agua corriente,,,Artzentales,Porcentaje,Artzentales,97.4
2020,Proporción de viviendas con agua corriente,,,Artzentales,Porcentaje,Artzentales,97.8
2016,Proporción de viviendas con agua corriente,,,Artzentales,Porcentaje,Artzentales,97.8
2021,Proporción de viviendas con agua corriente,,,Artzentales,Porcentaje,Artzentales,97.8
2018,Proporción de viviendas con agua corriente,,,Artzentales,Porcentaje,Artzentales,97.8
2015,Proporción de viviendas con agua corriente,,,Artzentales,Porcentaje,Artzentales,97.8
2018,Proporción de viviendas con baño,,,Artzentales,Porcentaje,Artzentales,97.5
2020,Proporción de viviendas con baño,,,Artzentales,Porcentaje,Artzentales,100.0
2015,Proporción de viviendas con baño,,,Artzentales,Porcentaje,Artzentales,97.5
2021,Proporción de viviendas con baño,,,Artzentales,Porcentaje,Artzentales,100.0
2019,Proporción de viviendas con baño,,,Artzentales,Porcentaje,Artzentales,97.5
2023,Proporción de viviendas con baño,,,Artzentales,Porcentaje,Artzentales,100.0
2016,Proporción de viviendas con baño,,,Artzentales,Porcentaje,Artzentales,97.4
2010,Proporción de viviendas con baño,,,Artzentales,Porcentaje,Artzentales,98.5
2023,Proporción de viviendas con agua corriente,,,Artzentales,Porcentaje,Artzentales,97.3
2019,Proporción de viviendas con agua corriente,,,Artzentales,Porcentaje,Artzentales,97.9
2022,Proporción de viviendas con agua corriente,,,Artzentales,Porcentaje,Artzentales,97.1
2013,Proporción de viviendas con agua corriente,,,Artzentales,Porcentaje,Artzentales,97.8
2014,Proporción de viviendas con baño,,,Artzentales,Porcentaje,Artzentales,98.5
2016,Proporción de viviendas con baño,,,Artziniega,Porcentaje,Artziniega,99.9
2010,Proporción de viviendas con agua corriente,,,Artziniega,Porcentaje,Artziniega,99.0
2018,Proporción de viviendas con agua corriente,,,Artziniega,Porcentaje,Artziniega,99.0
2013,Proporción de viviendas con agua corriente,,,Artziniega,Porcentaje,Artziniega,99.0
2023,Proporción de viviendas con baño,,,Artziniega,Porcentaje,Artziniega,99.9
2013,Proporción de viviendas con baño,,,Artziniega,Porcentaje,Artziniega,99.7
2020,Proporción de viviendas con baño,,,Artziniega,Porcentaje,Artziniega,99.9
2021,Proporción de viviendas con agua corriente,,,Artziniega,Porcentaje,Artziniega,99.2
2019,Proporción de viviendas con baño,,,Artziniega,Porcentaje,Artziniega,99.9
2020,Proporción de viviendas con agua corriente,,,Artziniega,Porcentaje,Artziniega,99.3
2023,Proporción de viviendas con agua corriente,,,Artziniega,Porcentaje,Artziniega,99.2
2019,Proporción de viviendas con agua corriente,,,Artziniega,Porcentaje,Artziniega,99.3
2016,Proporción de viviendas con agua corriente,,,Artziniega,Porcentaje,Artziniega,99.0
2010,Proporción de viviendas con baño,,,Artziniega,Porcentaje,Artziniega,99.7
2014,Proporción de viviendas con baño,,,Artziniega,Porcentaje,Artziniega,99.9
2022,Proporción de viviendas con agua corriente,,,Artziniega,Porcentaje,Artziniega,99.2
2021,Proporción de viviendas con baño,,,Artziniega,Porcentaje,Artziniega,99.7
2018,Proporción de viviendas con baño,,,Artziniega,Porcentaje,Artziniega,99.9
2015,Proporción de viviendas con baño,,,Artziniega,Porcentaje,Artziniega,99.9
2015,Proporción de viviendas con agua corriente,,,Artziniega,Porcentaje,Artziniega,98.9
2014,Proporción de viviendas con agua corriente,,,Artziniega,Porcentaje,Artziniega,98.9
2022,Proporción de viviendas con baño,,,Artziniega,Porcentaje,Artziniega,99.7
2013,Proporción de viviendas con agua corriente,,,Asparrena,Porcentaje,Asparrena,100.0
2021,Proporción de viviendas con agua corriente,,,Asparrena,Porcentaje,Asparrena,100.0
2018,Proporción de viviendas con baño,,,Asparrena,Porcentaje,Asparrena,98.6
2015,Proporción de viviendas con baño,,,Asparrena,Porcentaje,Asparrena,98.6
2023,Proporción de viviendas con baño,,,Asparrena,Porcentaje,Asparrena,98.8
2018,Proporción de viviendas con agua corriente,,,Asparrena,Porcentaje,Asparrena,100.0
2010,Proporción de viviendas con baño,,,Asparrena,Porcentaje,Asparrena,98.6
2020,Proporción de viviendas con agua corriente,,,Asparrena,Porcentaje,Asparrena,100.0
2022,Proporción de viviendas con baño,,,Asparrena,Porcentaje,Asparrena,98.8
2014,Proporción de viviendas con agua corriente,,,Asparrena,Porcentaje,Asparrena,100.0
2019,Proporción de viviendas con agua corriente,,,Asparrena,Porcentaje,Asparrena,100.0
2010,Proporción de viviendas con agua corriente,,,Asparrena,Porcentaje,Asparrena,100.0
2016,Proporción de viviendas con baño,,,Asparrena,Porcentaje,Asparrena,98.6
2013,Proporción de viviendas con baño,,,Asparrena,Porcentaje,Asparrena,98.6
2014,Proporción de viviendas con baño,,,Asparrena,Porcentaje,Asparrena,98.6
2021,Proporción de viviendas con baño,,,Asparrena,Porcentaje,Asparrena,98.8
2022,Proporción de viviendas con agua corriente,,,Asparrena,Porcentaje,Asparrena,100.0
2020,Proporción de viviendas con baño,,,Asparrena,Porcentaje,Asparrena,98.8
2015,Proporción de viviendas con agua corriente,,,Asparrena,Porcentaje,Asparrena,100.0
2016,Proporción de viviendas con agua corriente,,,Asparrena,Porcentaje,Asparrena,100.0
2019,Proporción de viviendas con baño,,,Asparrena,Porcentaje,Asparrena,98.6
2023,Proporción de viviendas con agua corriente,,,Asparrena,Porcentaje,Asparrena,100.0
2016,Proporción de viviendas con agua corriente,,,Asteasu,Porcentaje,Asteasu,99.4
2010,Proporción de viviendas con agua corriente,,,Asteasu,Porcentaje,Asteasu,99.2
2018,Proporción de viviendas con baño,,,Asteasu,Porcentaje,Asteasu,98.8
2023,Proporción de viviendas con agua corriente,,,Asteasu,Porcentaje,Asteasu,99.7
2014,Proporción de viviendas con agua corriente,,,Asteasu,Porcentaje,Asteasu,99.2
2020,Proporción de viviendas con agua corriente,,,Asteasu,Porcentaje,Asteasu,99.6
2018,Proporción de viviendas con agua corriente,,,Asteasu,Porcentaje,Asteasu,99.5
2015,Proporción de viviendas con baño,,,Asteasu,Porcentaje,Asteasu,98.3
2021,Proporción de viviendas con baño,,,Asteasu,Porcentaje,Asteasu,99.0
2014,Proporción de viviendas con baño,,,Asteasu,Porcentaje,Asteasu,97.9
2016,Proporción de viviendas con baño,,,Asteasu,Porcentaje,Asteasu,98.3
2023,Proporción de viviendas con baño,,,Asteasu,Porcentaje,Asteasu,99.1
2013,Proporción de viviendas con baño,,,Asteasu,Porcentaje,Asteasu,98.1
2022,Proporción de viviendas con baño,,,Asteasu,Porcentaje,Asteasu,99.1
2022,Proporción de viviendas con agua corriente,,,Asteasu,Porcentaje,Asteasu,99.7
2015,Proporción de viviendas con agua corriente,,,Asteasu,Porcentaje,Asteasu,99.3
2019,Proporción de viviendas con baño,,,Asteasu,Porcentaje,Asteasu,98.8
2020,Proporción de viviendas con baño,,,Asteasu,Porcentaje,Asteasu,98.9
2021,Proporción de viviendas con agua corriente,,,Asteasu,Porcentaje,Asteasu,99.7
2010,Proporción de viviendas con baño,,,Asteasu,Porcentaje,Asteasu,97.9
2019,Proporción de viviendas con agua corriente,,,Asteasu,Porcentaje,Asteasu,99.6
2013,Proporción de viviendas con agua corriente,,,Asteasu,Porcentaje,Asteasu,99.2
2020,Proporción de viviendas con agua corriente,,,Astigarraga,Porcentaje,Astigarraga,99.9
2015,Proporción de viviendas con baño,,,Astigarraga,Porcentaje,Astigarraga,99.6
2018,Proporción de viviendas con baño,,,Astigarraga,Porcentaje,Astigarraga,99.6
2010,Proporción de viviendas con agua corriente,,,Astigarraga,Porcentaje,Astigarraga,99.8
2016,Proporción de viviendas con agua corriente,,,Astigarraga,Porcentaje,Astigarraga,99.8
2018,Proporción de viviendas con agua corriente,,,Astigarraga,Porcentaje,Astigarraga,99.8
2014,Proporción de viviendas con agua corriente,,,Astigarraga,Porcentaje,Astigarraga,99.8
2013,Proporción de viviendas con baño,,,Astigarraga,Porcentaje,Astigarraga,99.6
2019,Proporción de viviendas con agua corriente,,,Astigarraga,Porcentaje,Astigarraga,99.8
2013,Proporción de viviendas con agua corriente,,,Astigarraga,Porcentaje,Astigarraga,99.8
2021,Proporción de viviendas con baño,,,Astigarraga,Porcentaje,Astigarraga,99.7
2019,Proporción de viviendas con baño,,,Astigarraga,Porcentaje,Astigarraga,99.6
2023,Proporción de viviendas con baño,,,Astigarraga,Porcentaje,Astigarraga,99.7
2010,Proporción de viviendas con baño,,,Astigarraga,Porcentaje,Astigarraga,99.2
2016,Proporción de viviendas con baño,,,Astigarraga,Porcentaje,Astigarraga,99.6
2022,Proporción de viviendas con baño,,,Astigarraga,Porcentaje,Astigarraga,99.7
2021,Proporción de viviendas con agua corriente,,,Astigarraga,Porcentaje,Astigarraga,99.9
2014,Proporción de viviendas con baño,,,Astigarraga,Porcentaje,Astigarraga,99.6
2023,Proporción de viviendas con agua corriente,,,Astigarraga,Porcentaje,Astigarraga,99.9
2015,Proporción de viviendas con agua corriente,,,Astigarraga,Porcentaje,Astigarraga,99.8
2022,Proporción de viviendas con agua corriente,,,Astigarraga,Porcentaje,Astigarraga,99.9
2020,Proporción de viviendas con baño,,,Astigarraga,Porcentaje,Astigarraga,99.7
2014,Proporción de viviendas con agua corriente,,,Ataun,Porcentaje,Ataun,99.8
2018,Proporción de viviendas con baño,,,Ataun,Porcentaje,Ataun,97.6
2020,Proporción de viviendas con baño,,,Ataun,Porcentaje,Ataun,97.6
2019,Proporción de viviendas con baño,,,Ataun,Porcentaje,Ataun,97.6
2010,Proporción de viviendas con baño,,,Ataun,Porcentaje,Ataun,98.1
2016,Proporción de viviendas con baño,,,Ataun,Porcentaje,Ataun,97.8
2022,Proporción de viviendas con agua corriente,,,Ataun,Porcentaje,Ataun,99.8
2015,Proporción de viviendas con baño,,,Ataun,Porcentaje,Ataun,97.6
2013,Proporción de viviendas con agua corriente,,,Ataun,Porcentaje,Ataun,99.8
2015,Proporción de viviendas con agua corriente,,,Ataun,Porcentaje,Ataun,99.8
2021,Proporción de viviendas con agua corriente,,,Ataun,Porcentaje,Ataun,99.8
2013,Proporción de viviendas con baño,,,Ataun,Porcentaje,Ataun,98.0
2010,Proporción de viviendas con agua corriente,,,Ataun,Porcentaje,Ataun,99.8
2021,Proporción de viviendas con baño,,,Ataun,Porcentaje,Ataun,97.6
2014,Proporción de viviendas con baño,,,Ataun,Porcentaje,Ataun,97.8
2022,Proporción de viviendas con baño,,,Ataun,Porcentaje,Ataun,97.3
2023,Proporción de viviendas con baño,,,Ataun,Porcentaje,Ataun,96.9
2019,Proporción de viviendas con agua corriente,,,Ataun,Porcentaje,Ataun,99.8
2016,Proporción de viviendas con agua corriente,,,Ataun,Porcentaje,Ataun,99.8
2018,Proporción de viviendas con agua corriente,,,Ataun,Porcentaje,Ataun,99.8
2020,Proporción de viviendas con agua corriente,,,Ataun,Porcentaje,Ataun,99.8
2023,Proporción de viviendas con agua corriente,,,Ataun,Porcentaje,Ataun,99.8
2018,Proporción de viviendas con agua corriente,,,Atxondo,Porcentaje,Atxondo,100.0
2016,Proporción de viviendas con agua corriente,,,Atxondo,Porcentaje,Atxondo,100.0
2013,Proporción de viviendas con baño,,,Atxondo,Porcentaje,Atxondo,99.8
2022,Proporción de viviendas con baño,,,Atxondo,Porcentaje,Atxondo,100.0
2020,Proporción de viviendas con agua corriente,,,Atxondo,Porcentaje,Atxondo,100.0
2010,Proporción de viviendas con baño,,,Atxondo,Porcentaje,Atxondo,99.8
2019,Proporción de viviendas con agua corriente,,,Atxondo,Porcentaje,Atxondo,100.0
2010,Proporción de viviendas con agua corriente,,,Atxondo,Porcentaje,Atxondo,100.0
2021,Proporción de viviendas con agua corriente,,,Atxondo,Porcentaje,Atxondo,100.0
2015,Proporción de viviendas con baño,,,Atxondo,Porcentaje,Atxondo,99.8
2016,Proporción de viviendas con baño,,,Atxondo,Porcentaje,Atxondo,99.8
2013,Proporción de viviendas con agua corriente,,,Atxondo,Porcentaje,Atxondo,100.0
2014,Proporción de viviendas con baño,,,Atxondo,Porcentaje,Atxondo,99.8
2014,Proporción de viviendas con agua corriente,,,Atxondo,Porcentaje,Atxondo,100.0
2015,Proporción de viviendas con agua corriente,,,Atxondo,Porcentaje,Atxondo,100.0
2023,Proporción de viviendas con agua corriente,,,Atxondo,Porcentaje,Atxondo,100.0
2018,Proporción de viviendas con baño,,,Atxondo,Porcentaje,Atxondo,99.8
2023,Proporción de viviendas con baño,,,Atxondo,Porcentaje,Atxondo,100.0
2020,Proporción de viviendas con baño,,,Atxondo,Porcentaje,Atxondo,100.0
2021,Proporción de viviendas con baño,,,Atxondo,Porcentaje,Atxondo,100.0
2022,Proporción de viviendas con agua corriente,,,Atxondo,Porcentaje,Atxondo,100.0
2019,Proporción de viviendas con baño,,,Atxondo,Porcentaje,Atxondo,99.8
2014,Proporción de viviendas con agua corriente,,,Aulesti,Porcentaje,Aulesti,99.6
2019,Proporción de viviendas con baño,,,Aulesti,Porcentaje,Aulesti,97.2
2018,Proporción de viviendas con agua corriente,,,Aulesti,Porcentaje,Aulesti,100.0
2019,Proporción de viviendas con agua corriente,,,Aulesti,Porcentaje,Aulesti,100.0
2021,Proporción de viviendas con baño,,,Aulesti,Porcentaje,Aulesti,99.6
2020,Proporción de viviendas con baño,,,Aulesti,Porcentaje,Aulesti,99.6
2020,Proporción de viviendas con agua corriente,,,Aulesti,Porcentaje,Aulesti,100.0
2010,Proporción de viviendas con baño,,,Aulesti,Porcentaje,Aulesti,97.6
2013,Proporción de viviendas con baño,,,Aulesti,Porcentaje,Aulesti,97.6
2013,Proporción de viviendas con agua corriente,,,Aulesti,Porcentaje,Aulesti,99.6
2022,Proporción de viviendas con baño,,,Aulesti,Porcentaje,Aulesti,99.6
2016,Proporción de viviendas con baño,,,Aulesti,Porcentaje,Aulesti,97.2
2014,Proporción de viviendas con baño,,,Aulesti,Porcentaje,Aulesti,97.2
2010,Proporción de viviendas con agua corriente,,,Aulesti,Porcentaje,Aulesti,99.6
2015,Proporción de viviendas con baño,,,Aulesti,Porcentaje,Aulesti,97.3
2021,Proporción de viviendas con agua corriente,,,Aulesti,Porcentaje,Aulesti,100.0
2016,Proporción de viviendas con agua corriente,,,Aulesti,Porcentaje,Aulesti,100.0
2023,Proporción de viviendas con agua corriente,,,Aulesti,Porcentaje,Aulesti,99.6
2018,Proporción de viviendas con baño,,,Aulesti,Porcentaje,Aulesti,97.2
2023,Proporción de viviendas con baño,,,Aulesti,Porcentaje,Aulesti,99.6
2015,Proporción de viviendas con agua corriente,,,Aulesti,Porcentaje,Aulesti,99.6
2022,Proporción de viviendas con agua corriente,,,Aulesti,Porcentaje,Aulesti,100.0
2020,Proporción de viviendas con agua corriente,,,Ayala/Aiara,Porcentaje,Ayala/Aiara,99.6
2019,Proporción de viviendas con baño,,,Ayala/Aiara,Porcentaje,Ayala/Aiara,99.3
2018,Proporción de viviendas con agua corriente,,,Ayala/Aiara,Porcentaje,Ayala/Aiara,99.6
2015,Proporción de viviendas con baño,,,Ayala/Aiara,Porcentaje,Ayala/Aiara,99.2
2022,Proporción de viviendas con baño,,,Ayala/Aiara,Porcentaje,Ayala/Aiara,99.4
2023,Proporción de viviendas con agua corriente,,,Ayala/Aiara,Porcentaje,Ayala/Aiara,99.6
2015,Proporción de viviendas con agua corriente,,,Ayala/Aiara,Porcentaje,Ayala/Aiara,99.5
2022,Proporción de viviendas con agua corriente,,,Ayala/Aiara,Porcentaje,Ayala/Aiara,99.6
2018,Proporción de viviendas con baño,,,Ayala/Aiara,Porcentaje,Ayala/Aiara,99.3
2016,Proporción de viviendas con baño,,,Ayala/Aiara,Porcentaje,Ayala/Aiara,99.2
2010,Proporción de viviendas con baño,,,Ayala/Aiara,Porcentaje,Ayala/Aiara,99.0
2016,Proporción de viviendas con agua corriente,,,Ayala/Aiara,Porcentaje,Ayala/Aiara,99.6
2019,Proporción de viviendas con agua corriente,,,Ayala/Aiara,Porcentaje,Ayala/Aiara,99.6
2013,Proporción de viviendas con baño,,,Ayala/Aiara,Porcentaje,Ayala/Aiara,99.2
2021,Proporción de viviendas con baño,,,Ayala/Aiara,Porcentaje,Ayala/Aiara,99.4
2010,Proporción de viviendas con agua corriente,,,Ayala/Aiara,Porcentaje,Ayala/Aiara,99.4
2014,Proporción de viviendas con baño,,,Ayala/Aiara,Porcentaje,Ayala/Aiara,99.2
2023,Proporción de viviendas con baño,,,Ayala/Aiara,Porcentaje,Ayala/Aiara,99.4
2021,Proporción de viviendas con agua corriente,,,Ayala/Aiara,Porcentaje,Ayala/Aiara,99.6
2013,Proporción de viviendas con agua corriente,,,Ayala/Aiara,Porcentaje,Ayala/Aiara,99.5
2014,Proporción de viviendas con agua corriente,,,Ayala/Aiara,Porcentaje,Ayala/Aiara,99.5
2020,Proporción de viviendas con baño,,,Ayala/Aiara,Porcentaje,Ayala/Aiara,99.3
2014,Proporción de viviendas con agua corriente,,,Azkoitia,Porcentaje,Azkoitia,100.0
2021,Proporción de viviendas con agua corriente,,,Azkoitia,Porcentaje,Azkoitia,100.0
2015,Proporción de viviendas con baño,,,Azkoitia,Porcentaje,Azkoitia,99.6
2023,Proporción de viviendas con baño,,,Azkoitia,Porcentaje,Azkoitia,99.7
2020,Proporción de viviendas con baño,,,Azkoitia,Porcentaje,Azkoitia,99.6
2014,Proporción de viviendas con baño,,,Azkoitia,Porcentaje,Azkoitia,99.6
2015,Proporción de viviendas con agua corriente,,,Azkoitia,Porcentaje,Azkoitia,100.0
2020,Proporción de viviendas con agua corriente,,,Azkoitia,Porcentaje,Azkoitia,100.0
2022,Proporción de viviendas con agua corriente,,,Azkoitia,Porcentaje,Azkoitia,100.0
2021,Proporción de viviendas con baño,,,Azkoitia,Porcentaje,Azkoitia,99.6
2013,Proporción de viviendas con agua corriente,,,Azkoitia,Porcentaje,Azkoitia,100.0
2019,Proporción de viviendas con agua corriente,,,Azkoitia,Porcentaje,Azkoitia,100.0
2018,Proporción de viviendas con agua corriente,,,Azkoitia,Porcentaje,Azkoitia,100.0
2010,Proporción de viviendas con baño,,,Azkoitia,Porcentaje,Azkoitia,99.7
2016,Proporción de viviendas con baño,,,Azkoitia,Porcentaje,Azkoitia,99.6
2016,Proporción de viviendas con agua corriente,,,Azkoitia,Porcentaje,Azkoitia,100.0
2022,Proporción de viviendas con baño,,,Azkoitia,Porcentaje,Azkoitia,99.6
2018,Proporción de viviendas con baño,,,Azkoitia,Porcentaje,Azkoitia,99.6
2019,Proporción de viviendas con baño,,,Azkoitia,Porcentaje,Azkoitia,99.6
2013,Proporción de viviendas con baño,,,Azkoitia,Porcentaje,Azkoitia,99.7
2023,Proporción de viviendas con agua corriente,,,Azkoitia,Porcentaje,Azkoitia,100.0
2010,Proporción de viviendas con agua corriente,,,Azkoitia,Porcentaje,Azkoitia,100.0
2020,Proporción de viviendas con baño,,,Azpeitia,Porcentaje,Azpeitia,99.8
2022,Proporción de viviendas con baño,,,Azpeitia,Porcentaje,Azpeitia,99.7
2010,Proporción de viviendas con baño,,,Azpeitia,Porcentaje,Azpeitia,99.2
2016,Proporción de viviendas con baño,,,Azpeitia,Porcentaje,Azpeitia,99.4
2018,Proporción de viviendas con baño,,,Azpeitia,Porcentaje,Azpeitia,99.6
2015,Proporción de viviendas con baño,,,Azpeitia,Porcentaje,Azpeitia,99.4
2013,Proporción de viviendas con baño,,,Azpeitia,Porcentaje,Azpeitia,99.4
2014,Proporción de viviendas con baño,,,Azpeitia,Porcentaje,Azpeitia,99.4
2023,Proporción de viviendas con baño,,,Azpeitia,Porcentaje,Azpeitia,99.7
2019,Proporción de viviendas con baño,,,Azpeitia,Porcentaje,Azpeitia,99.6
2018,Proporción de viviendas con agua corriente,,,Azpeitia,Porcentaje,Azpeitia,100.0
2015,Proporción de viviendas con agua corriente,,,Azpeitia,Porcentaje,Azpeitia,100.0
