Year,Series,Units,Value
2014,Proporción de flujos de aguas residuales domésticas conectadas a un sistema de colectores,%,100.0
2018,Proporción de flujos de aguas residuales domésticas conectadas a un sistema de colectores,%,100.0
2018,Proporción de flujos de aguas residuales domésticas tratadas de manera adecuada,%,80.0
2012,Proporción de flujos de aguas residuales domésticas conectadas a un sistema de colectores,%,100.0
2020,Proporción de flujos de aguas residuales domésticas conectadas a un sistema de colectores,%,100.0
2012,Proporción de flujos de aguas residuales domésticas tratadas de manera adecuada,%,74.0
2016,Proporción de flujos de aguas residuales domésticas conectadas a un sistema de colectores,%,100.0
2016,Proporción de flujos de aguas residuales domésticas tratadas de manera adecuada,%,76.3
2022,Proporción de flujos de aguas residuales domésticas tratadas de manera adecuada,%,79.4
2020,Proporción de flujos de aguas residuales domésticas tratadas de manera adecuada,%,80.8
2014,Proporción de flujos de aguas residuales domésticas tratadas de manera adecuada,%,77.5
2022,Proporción de flujos de aguas residuales domésticas conectadas a un sistema de colectores,%,99.9
