Year,Profesión,Situación laboral,Sexo,Territorio histórico,Units,Value
2025,Dentista,,,,Por 10.000 habitantes,9.1
2023,Dentista,No jubilados/as,,,Por 10.000 habitantes,8.7
2019,Dentista,No jubilados/as,,,Por 10.000 habitantes,8.4
2013,Dentista,No jubilados/as,,,Por 10.000 habitantes,7.7
2021,Dentista,No jubilados/as,,,Por 10.000 habitantes,8.8
2010,Dentista,No jubilados/as,,,Por 10.000 habitantes,7.3
2022,Dentista,No jubilados/as,,,Por 10.000 habitantes,8.7
2016,Dentista,No jubilados/as,,,Por 10.000 habitantes,8.2
2010,Dentista,Jubilados/as,,,Por 10.000 habitantes,0.0
2020,Dentista,No jubilados/as,,,Por 10.000 habitantes,8.5
2024,Dentista,,,,Por 10.000 habitantes,9.1
2017,Dentista,No jubilados/as,,,Por 10.000 habitantes,8.3
2011,Dentista,,,,Por 10.000 habitantes,7.4
2013,Dentista,,,,Por 10.000 habitantes,7.8
2014,Dentista,Jubilados/as,,,Por 10.000 habitantes,0.1
2017,Dentista,Jubilados/as,,,Por 10.000 habitantes,0.1
2015,Dentista,No jubilados/as,,,Por 10.000 habitantes,8.1
2014,Dentista,,,,Por 10.000 habitantes,7.9
2024,Dentista,No jubilados/as,,,Por 10.000 habitantes,8.7
2012,Dentista,No jubilados/as,,,Por 10.000 habitantes,7.5
2017,Dentista,,,,Por 10.000 habitantes,8.4
2016,Dentista,,,,Por 10.000 habitantes,8.3
2023,Dentista,Jubilados/as,,,Por 10.000 habitantes,0.3
2015,Dentista,,,,Por 10.000 habitantes,8.2
2023,Dentista,,,,Por 10.000 habitantes,9.0
2025,Dentista,No jubilados/as,,,Por 10.000 habitantes,8.6
2018,Dentista,No jubilados/as,,,Por 10.000 habitantes,8.4
2022,Dentista,Jubilados/as,,,Por 10.000 habitantes,0.3
2019,Dentista,Jubilados/as,,,Por 10.000 habitantes,0.2
2013,Dentista,Jubilados/as,,,Por 10.000 habitantes,0.1
2014,Dentista,No jubilados/as,,,Por 10.000 habitantes,7.8
2019,Dentista,,,,Por 10.000 habitantes,8.6
2016,Dentista,Jubilados/as,,,Por 10.000 habitantes,0.1
2012,Dentista,Jubilados/as,,,Por 10.000 habitantes,0.2
2012,Dentista,,,,Por 10.000 habitantes,7.6
2020,Dentista,Jubilados/as,,,Por 10.000 habitantes,0.2
2024,Dentista,Jubilados/as,,,Por 10.000 habitantes,0.4
2022,Dentista,,,,Por 10.000 habitantes,9.0
2018,Dentista,,,,Por 10.000 habitantes,8.6
2025,Dentista,Jubilados/as,,,Por 10.000 habitantes,0.4
2020,Dentista,,,,Por 10.000 habitantes,8.8
2010,Dentista,,,,Por 10.000 habitantes,7.3
2021,Dentista,Jubilados/as,,,Por 10.000 habitantes,0.3
2015,Dentista,Jubilados/as,,,Por 10.000 habitantes,0.1
2021,Dentista,,,,Por 10.000 habitantes,9.0
2018,Dentista,Jubilados/as,,,Por 10.000 habitantes,0.1
2024,Dentista,Jubilados/as,,Araba/Álava,Por 10.000 habitantes,0.0
2023,Dentista,,,Araba/Álava,Por 10.000 habitantes,6.4
2018,Dentista,Jubilados/as,,Araba/Álava,Por 10.000 habitantes,0.0
2017,Dentista,,,Araba/Álava,Por 10.000 habitantes,6.3
2010,Dentista,Jubilados/as,,Araba/Álava,Por 10.000 habitantes,0.0
2025,Dentista,,,Araba/Álava,Por 10.000 habitantes,6.5
2016,Dentista,No jubilados/as,,Araba/Álava,Por 10.000 habitantes,6.5
2017,Dentista,Jubilados/as,,Araba/Álava,Por 10.000 habitantes,0.0
2023,Dentista,Jubilados/as,,Araba/Álava,Por 10.000 habitantes,0.0
2010,Dentista,,,Araba/Álava,Por 10.000 habitantes,5.6
2015,Dentista,,,Araba/Álava,Por 10.000 habitantes,6.5
2023,Dentista,No jubilados/as,,Araba/Álava,Por 10.000 habitantes,6.4
2020,Dentista,No jubilados/as,,Araba/Álava,Por 10.000 habitantes,6.7
2019,Dentista,No jubilados/as,,Araba/Álava,Por 10.000 habitantes,6.7
2017,Dentista,No jubilados/as,,Araba/Álava,Por 10.000 habitantes,6.3
2014,Dentista,No jubilados/as,,Araba/Álava,Por 10.000 habitantes,6.2
2012,Dentista,No jubilados/as,,Araba/Álava,Por 10.000 habitantes,5.7
2010,Dentista,No jubilados/as,,Araba/Álava,Por 10.000 habitantes,5.6
2013,Dentista,No jubilados/as,,Araba/Álava,Por 10.000 habitantes,6.0
2021,Dentista,Jubilados/as,,Araba/Álava,Por 10.000 habitantes,0.0
2016,Dentista,Jubilados/as,,Araba/Álava,Por 10.000 habitantes,0.0
2014,Dentista,Jubilados/as,,Araba/Álava,Por 10.000 habitantes,0.0
2012,Dentista,Jubilados/as,,Araba/Álava,Por 10.000 habitantes,0.0
2020,Dentista,Jubilados/as,,Araba/Álava,Por 10.000 habitantes,0.0
2014,Dentista,,,Araba/Álava,Por 10.000 habitantes,6.2
2018,Dentista,No jubilados/as,,Araba/Álava,Por 10.000 habitantes,6.4
2015,Dentista,No jubilados/as,,Araba/Álava,Por 10.000 habitantes,6.5
2011,Dentista,,,Araba/Álava,Por 10.000 habitantes,5.7
2022,Dentista,,,Araba/Álava,Por 10.000 habitantes,6.4
2020,Dentista,,,Araba/Álava,Por 10.000 habitantes,6.7
2021,Dentista,,,Araba/Álava,Por 10.000 habitantes,6.6
2013,Dentista,,,Araba/Álava,Por 10.000 habitantes,6.0
2019,Dentista,,,Araba/Álava,Por 10.000 habitantes,6.7
2018,Dentista,,,Araba/Álava,Por 10.000 habitantes,6.4
2024,Dentista,,,Araba/Álava,Por 10.000 habitantes,6.7
2012,Dentista,,,Araba/Álava,Por 10.000 habitantes,5.7
2021,Dentista,No jubilados/as,,Araba/Álava,Por 10.000 habitantes,6.6
2024,Dentista,No jubilados/as,,Araba/Álava,Por 10.000 habitantes,6.7
2022,Dentista,No jubilados/as,,Araba/Álava,Por 10.000 habitantes,6.4
2025,Dentista,No jubilados/as,,Araba/Álava,Por 10.000 habitantes,6.5
2016,Dentista,,,Araba/Álava,Por 10.000 habitantes,6.5
2025,Dentista,Jubilados/as,,Araba/Álava,Por 10.000 habitantes,0.0
2019,Dentista,Jubilados/as,,Araba/Álava,Por 10.000 habitantes,0.0
2015,Dentista,Jubilados/as,,Araba/Álava,Por 10.000 habitantes,0.0
2022,Dentista,Jubilados/as,,Araba/Álava,Por 10.000 habitantes,0.0
2013,Dentista,Jubilados/as,,Araba/Álava,Por 10.000 habitantes,0.0
2014,Dentista,Jubilados/as,,Bizkaia,Por 10.000 habitantes,0.0
2024,Dentista,,,Bizkaia,Por 10.000 habitantes,9.1
2013,Dentista,,,Bizkaia,Por 10.000 habitantes,8.1
2023,Dentista,,,Bizkaia,Por 10.000 habitantes,9.2
2017,Dentista,,,Bizkaia,Por 10.000 habitantes,8.9
2018,Dentista,Jubilados/as,,Bizkaia,Por 10.000 habitantes,0.0
2020,Dentista,,,Bizkaia,Por 10.000 habitantes,9.1
2016,Dentista,Jubilados/as,,Bizkaia,Por 10.000 habitantes,0.0
2022,Dentista,Jubilados/as,,Bizkaia,Por 10.000 habitantes,0.0
2018,Dentista,,,Bizkaia,Por 10.000 habitantes,9.0
2023,Dentista,Jubilados/as,,Bizkaia,Por 10.000 habitantes,0.0
2014,Dentista,,,Bizkaia,Por 10.000 habitantes,8.3
2021,Dentista,Jubilados/as,,Bizkaia,Por 10.000 habitantes,0.0
2019,Dentista,Jubilados/as,,Bizkaia,Por 10.000 habitantes,0.0
2024,Dentista,Jubilados/as,,Bizkaia,Por 10.000 habitantes,0.0
2016,Dentista,,,Bizkaia,Por 10.000 habitantes,8.7
2010,Dentista,,,Bizkaia,Por 10.000 habitantes,7.7
2017,Dentista,Jubilados/as,,Bizkaia,Por 10.000 habitantes,0.0
2020,Dentista,Jubilados/as,,Bizkaia,Por 10.000 habitantes,0.0
2025,Dentista,Jubilados/as,,Bizkaia,Por 10.000 habitantes,0.0
2010,Dentista,Jubilados/as,,Bizkaia,Por 10.000 habitantes,0.0
2012,Dentista,,,Bizkaia,Por 10.000 habitantes,7.9
2013,Dentista,Jubilados/as,,Bizkaia,Por 10.000 habitantes,0.0
2012,Dentista,Jubilados/as,,Bizkaia,Por 10.000 habitantes,0.0
2022,Dentista,,,Bizkaia,Por 10.000 habitantes,9.3
2015,Dentista,Jubilados/as,,Bizkaia,Por 10.000 habitantes,0.0
2015,Dentista,,,Bizkaia,Por 10.000 habitantes,8.5
2011,Dentista,,,Bizkaia,Por 10.000 habitantes,7.9
2025,Dentista,,,Bizkaia,Por 10.000 habitantes,9.1
2021,Dentista,,,Bizkaia,Por 10.000 habitantes,9.3
2019,Dentista,,,Bizkaia,Por 10.000 habitantes,9.1
2021,Dentista,No jubilados/as,,Bizkaia,Por 10.000 habitantes,9.3
2022,Dentista,No jubilados/as,,Bizkaia,Por 10.000 habitantes,9.3
2024,Dentista,No jubilados/as,,Bizkaia,Por 10.000 habitantes,9.1
2018,Dentista,No jubilados/as,,Bizkaia,Por 10.000 habitantes,9.0
2025,Dentista,No jubilados/as,,Bizkaia,Por 10.000 habitantes,9.1
2020,Dentista,No jubilados/as,,Bizkaia,Por 10.000 habitantes,9.1
2023,Dentista,No jubilados/as,,Bizkaia,Por 10.000 habitantes,9.2
2019,Dentista,No jubilados/as,,Bizkaia,Por 10.000 habitantes,9.1
2014,Dentista,No jubilados/as,,Bizkaia,Por 10.000 habitantes,8.3
2010,Dentista,No jubilados/as,,Bizkaia,Por 10.000 habitantes,7.7
2013,Dentista,No jubilados/as,,Bizkaia,Por 10.000 habitantes,8.1
2015,Dentista,No jubilados/as,,Bizkaia,Por 10.000 habitantes,8.5
2017,Dentista,No jubilados/as,,Bizkaia,Por 10.000 habitantes,8.9
2016,Dentista,No jubilados/as,,Bizkaia,Por 10.000 habitantes,8.7
2012,Dentista,No jubilados/as,,Bizkaia,Por 10.000 habitantes,7.9
2021,Dentista,Jubilados/as,,Gipuzkoa,Por 10.000 habitantes,0.8
2017,Dentista,Jubilados/as,,Gipuzkoa,Por 10.000 habitantes,0.4
2019,Dentista,,,Gipuzkoa,Por 10.000 habitantes,8.8
2011,Dentista,,,Gipuzkoa,Por 10.000 habitantes,7.3
2025,Dentista,,,Gipuzkoa,Por 10.000 habitantes,10.2
2022,Dentista,,,Gipuzkoa,Por 10.000 habitantes,9.8
2017,Dentista,,,Gipuzkoa,Por 10.000 habitantes,8.7
2021,Dentista,,,Gipuzkoa,Por 10.000 habitantes,9.7
2018,Dentista,,,Gipuzkoa,Por 10.000 habitantes,8.8
2020,Dentista,,,Gipuzkoa,Por 10.000 habitantes,9.2
2012,Dentista,,,Gipuzkoa,Por 10.000 habitantes,8.0
2016,Dentista,No jubilados/as,,Gipuzkoa,Por 10.000 habitantes,8.2
2014,Dentista,,,Gipuzkoa,Por 10.000 habitantes,8.0
2024,Dentista,Jubilados/as,,Gipuzkoa,Por 10.000 habitantes,1.2
2019,Dentista,Jubilados/as,,Gipuzkoa,Por 10.000 habitantes,0.6
2023,Dentista,Jubilados/as,,Gipuzkoa,Por 10.000 habitantes,1.1
2018,Dentista,Jubilados/as,,Gipuzkoa,Por 10.000 habitantes,0.4
2025,Dentista,Jubilados/as,,Gipuzkoa,Por 10.000 habitantes,1.4
2015,Dentista,Jubilados/as,,Gipuzkoa,Por 10.000 habitantes,0.4
2010,Dentista,,,Gipuzkoa,Por 10.000 habitantes,7.3
2012,Dentista,Jubilados/as,,Gipuzkoa,Por 10.000 habitantes,0.5
2014,Dentista,Jubilados/as,,Gipuzkoa,Por 10.000 habitantes,0.3
2022,Dentista,Jubilados/as,,Gipuzkoa,Por 10.000 habitantes,1.0
2013,Dentista,,,Gipuzkoa,Por 10.000 habitantes,8.1
2016,Dentista,,,Gipuzkoa,Por 10.000 habitantes,8.7
2010,Dentista,Jubilados/as,,Gipuzkoa,Por 10.000 habitantes,0.0
2015,Dentista,,,Gipuzkoa,Por 10.000 habitantes,8.5
2023,Dentista,,,Gipuzkoa,Por 10.000 habitantes,10.0
2024,Dentista,,,Gipuzkoa,Por 10.000 habitantes,10.0
2013,Dentista,Jubilados/as,,Gipuzkoa,Por 10.000 habitantes,0.4
2025,Dentista,No jubilados/as,,Gipuzkoa,Por 10.000 habitantes,8.8
2023,Dentista,No jubilados/as,,Gipuzkoa,Por 10.000 habitantes,8.9
2024,Dentista,No jubilados/as,,Gipuzkoa,Por 10.000 habitantes,8.9
2021,Dentista,No jubilados/as,,Gipuzkoa,Por 10.000 habitantes,8.9
2019,Dentista,No jubilados/as,,Gipuzkoa,Por 10.000 habitantes,8.2
2015,Dentista,No jubilados/as,,Gipuzkoa,Por 10.000 habitantes,8.1
2018,Dentista,No jubilados/as,,Gipuzkoa,Por 10.000 habitantes,8.4
2022,Dentista,No jubilados/as,,Gipuzkoa,Por 10.000 habitantes,8.8
2020,Dentista,No jubilados/as,,Gipuzkoa,Por 10.000 habitantes,8.5
2014,Dentista,No jubilados/as,,Gipuzkoa,Por 10.000 habitantes,7.7
2017,Dentista,No jubilados/as,,Gipuzkoa,Por 10.000 habitantes,8.3
2010,Dentista,No jubilados/as,,Gipuzkoa,Por 10.000 habitantes,7.3
2012,Dentista,No jubilados/as,,Gipuzkoa,Por 10.000 habitantes,7.5
2013,Dentista,No jubilados/as,,Gipuzkoa,Por 10.000 habitantes,7.7
2016,Dentista,Jubilados/as,,Gipuzkoa,Por 10.000 habitantes,0.4
2020,Dentista,Jubilados/as,,Gipuzkoa,Por 10.000 habitantes,0.7
2020,Dentista,,Mujer,,Por 10.000 habitantes,11.1
2022,Dentista,,Mujer,,Por 10.000 habitantes,11.4
2016,Dentista,Jubilados/as,Mujer,,Por 10.000 habitantes,0.0
2017,Dentista,,Mujer,,Por 10.000 habitantes,10.4
2021,Dentista,No jubilados/as,Mujer,,Por 10.000 habitantes,11.3
2023,Dentista,,Mujer,,Por 10.000 habitantes,11.5
2016,Dentista,No jubilados/as,Mujer,,Por 10.000 habitantes,10.1
2015,Dentista,No jubilados/as,Mujer,,Por 10.000 habitantes,9.9
2017,Dentista,No jubilados/as,Mujer,,Por 10.000 habitantes,10.3
2017,Dentista,Jubilados/as,Mujer,,Por 10.000 habitantes,0.0
2025,Dentista,,Mujer,,Por 10.000 habitantes,11.8
2022,Dentista,Jubilados/as,Mujer,,Por 10.000 habitantes,0.2
2021,Dentista,Jubilados/as,Mujer,,Por 10.000 habitantes,0.1
2014,Dentista,Jubilados/as,Mujer,,Por 10.000 habitantes,0.0
2016,Dentista,,Mujer,,Por 10.000 habitantes,10.2
2025,Dentista,No jubilados/as,Mujer,,Por 10.000 habitantes,11.6
2021,Dentista,,Mujer,,Por 10.000 habitantes,11.4
2020,Dentista,Jubilados/as,Mujer,,Por 10.000 habitantes,0.1
2015,Dentista,Jubilados/as,Mujer,,Por 10.000 habitantes,0.0
2024,Dentista,No jubilados/as,Mujer,,Por 10.000 habitantes,11.5
2012,Dentista,Jubilados/as,Mujer,,Por 10.000 habitantes,0.0
2013,Dentista,Jubilados/as,Mujer,,Por 10.000 habitantes,0.0
2012,Dentista,No jubilados/as,Mujer,,Por 10.000 habitantes,9.0
2010,Dentista,Jubilados/as,Mujer,,Por 10.000 habitantes,0.0
2025,Dentista,Jubilados/as,Mujer,,Por 10.000 habitantes,0.3
2012,Dentista,,Mujer,,Por 10.000 habitantes,9.1
2010,Dentista,No jubilados/as,Mujer,,Por 10.000 habitantes,6.7
2010,Dentista,,Mujer,,Por 10.000 habitantes,6.7
2014,Dentista,,Mujer,,Por 10.000 habitantes,9.5
2019,Dentista,,Mujer,,Por 10.000 habitantes,10.6
2011,Dentista,,Mujer,,Por 10.000 habitantes,6.8
2020,Dentista,No jubilados/as,Mujer,,Por 10.000 habitantes,11.1
2018,Dentista,No jubilados/as,Mujer,,Por 10.000 habitantes,10.6
2023,Dentista,No jubilados/as,Mujer,,Por 10.000 habitantes,11.3
2014,Dentista,No jubilados/as,Mujer,,Por 10.000 habitantes,9.5
2013,Dentista,No jubilados/as,Mujer,,Por 10.000 habitantes,9.2
2023,Dentista,Jubilados/as,Mujer,,Por 10.000 habitantes,0.2
2018,Dentista,,Mujer,,Por 10.000 habitantes,10.6
2013,Dentista,,Mujer,,Por 10.000 habitantes,9.3
2019,Dentista,Jubilados/as,Mujer,,Por 10.000 habitantes,0.1
2015,Dentista,,Mujer,,Por 10.000 habitantes,9.9
2024,Dentista,Jubilados/as,Mujer,,Por 10.000 habitantes,0.2
2024,Dentista,,Mujer,,Por 10.000 habitantes,11.7
2019,Dentista,No jubilados/as,Mujer,,Por 10.000 habitantes,10.5
2018,Dentista,Jubilados/as,Mujer,,Por 10.000 habitantes,0.0
2022,Dentista,No jubilados/as,Mujer,,Por 10.000 habitantes,11.2
2019,Dentista,Jubilados/as,Mujer,Araba/Álava,Por 10.000 habitantes,0.0
2021,Dentista,Jubilados/as,Mujer,Araba/Álava,Por 10.000 habitantes,0.0
2017,Dentista,Jubilados/as,Mujer,Araba/Álava,Por 10.000 habitantes,0.0
2013,Dentista,Jubilados/as,Mujer,Araba/Álava,Por 10.000 habitantes,0.0
2016,Dentista,No jubilados/as,Mujer,Araba/Álava,Por 10.000 habitantes,8.2
2010,Dentista,,Mujer,Araba/Álava,Por 10.000 habitantes,5.3
2023,Dentista,No jubilados/as,Mujer,Araba/Álava,Por 10.000 habitantes,8.1
2025,Dentista,,Mujer,Araba/Álava,Por 10.000 habitantes,8.3
2019,Dentista,No jubilados/as,Mujer,Araba/Álava,Por 10.000 habitantes,8.4
2019,Dentista,,Mujer,Araba/Álava,Por 10.000 habitantes,8.4
2018,Dentista,,Mujer,Araba/Álava,Por 10.000 habitantes,8.0
2012,Dentista,,Mujer,Araba/Álava,Por 10.000 habitantes,7.2
2024,Dentista,,Mujer,Araba/Álava,Por 10.000 habitantes,8.6
2010,Dentista,No jubilados/as,Mujer,Araba/Álava,Por 10.000 habitantes,5.3
2011,Dentista,,Mujer,Araba/Álava,Por 10.000 habitantes,5.5
2023,Dentista,,Mujer,Araba/Álava,Por 10.000 habitantes,8.1
2014,Dentista,No jubilados/as,Mujer,Araba/Álava,Por 10.000 habitantes,7.9
2013,Dentista,No jubilados/as,Mujer,Araba/Álava,Por 10.000 habitantes,7.7
2023,Dentista,Jubilados/as,Mujer,Araba/Álava,Por 10.000 habitantes,0.0
2015,Dentista,No jubilados/as,Mujer,Araba/Álava,Por 10.000 habitantes,8.2
2018,Dentista,No jubilados/as,Mujer,Araba/Álava,Por 10.000 habitantes,8.0
2017,Dentista,,Mujer,Araba/Álava,Por 10.000 habitantes,7.9
2021,Dentista,No jubilados/as,Mujer,Araba/Álava,Por 10.000 habitantes,8.2
2020,Dentista,,Mujer,Araba/Álava,Por 10.000 habitantes,8.5
2016,Dentista,,Mujer,Araba/Álava,Por 10.000 habitantes,8.2
2022,Dentista,No jubilados/as,Mujer,Araba/Álava,Por 10.000 habitantes,8.0
2025,Dentista,No jubilados/as,Mujer,Araba/Álava,Por 10.000 habitantes,8.3
2021,Dentista,,Mujer,Araba/Álava,Por 10.000 habitantes,8.2
2015,Dentista,,Mujer,Araba/Álava,Por 10.000 habitantes,8.2
2013,Dentista,,Mujer,Araba/Álava,Por 10.000 habitantes,7.7
2022,Dentista,,Mujer,Araba/Álava,Por 10.000 habitantes,8.0
2018,Dentista,Jubilados/as,Mujer,Araba/Álava,Por 10.000 habitantes,0.0
2015,Dentista,Jubilados/as,Mujer,Araba/Álava,Por 10.000 habitantes,0.0
2014,Dentista,Jubilados/as,Mujer,Araba/Álava,Por 10.000 habitantes,0.0
2025,Dentista,Jubilados/as,Mujer,Araba/Álava,Por 10.000 habitantes,0.0
2022,Dentista,Jubilados/as,Mujer,Araba/Álava,Por 10.000 habitantes,0.0
2024,Dentista,Jubilados/as,Mujer,Araba/Álava,Por 10.000 habitantes,0.0
2012,Dentista,Jubilados/as,Mujer,Araba/Álava,Por 10.000 habitantes,0.0
2012,Dentista,No jubilados/as,Mujer,Araba/Álava,Por 10.000 habitantes,7.2
2016,Dentista,Jubilados/as,Mujer,Araba/Álava,Por 10.000 habitantes,0.0
2014,Dentista,,Mujer,Araba/Álava,Por 10.000 habitantes,7.9
2020,Dentista,No jubilados/as,Mujer,Araba/Álava,Por 10.000 habitantes,8.5
2010,Dentista,Jubilados/as,Mujer,Araba/Álava,Por 10.000 habitantes,0.0
2024,Dentista,No jubilados/as,Mujer,Araba/Álava,Por 10.000 habitantes,8.6
2020,Dentista,Jubilados/as,Mujer,Araba/Álava,Por 10.000 habitantes,0.0
2017,Dentista,No jubilados/as,Mujer,Araba/Álava,Por 10.000 habitantes,7.9
2020,Dentista,,Mujer,Bizkaia,Por 10.000 habitantes,11.5
2018,Dentista,,Mujer,Bizkaia,Por 10.000 habitantes,11.1
2015,Dentista,,Mujer,Bizkaia,Por 10.000 habitantes,10.1
2012,Dentista,,Mujer,Bizkaia,Por 10.000 habitantes,9.3
2016,Dentista,,Mujer,Bizkaia,Por 10.000 habitantes,10.4
2024,Dentista,,Mujer,Bizkaia,Por 10.000 habitantes,11.9
2019,Dentista,,Mujer,Bizkaia,Por 10.000 habitantes,11.3
2023,Dentista,,Mujer,Bizkaia,Por 10.000 habitantes,11.9
2013,Dentista,No jubilados/as,Mujer,Bizkaia,Por 10.000 habitantes,9.5
2016,Dentista,No jubilados/as,Mujer,Bizkaia,Por 10.000 habitantes,10.4
2025,Dentista,,Mujer,Bizkaia,Por 10.000 habitantes,12.1
2017,Dentista,,Mujer,Bizkaia,Por 10.000 habitantes,10.8
2019,Dentista,Jubilados/as,Mujer,Bizkaia,Por 10.000 habitantes,0.0
2021,Dentista,Jubilados/as,Mujer,Bizkaia,Por 10.000 habitantes,0.0
2016,Dentista,Jubilados/as,Mujer,Bizkaia,Por 10.000 habitantes,0.0
2010,Dentista,Jubilados/as,Mujer,Bizkaia,Por 10.000 habitantes,0.0
2017,Dentista,Jubilados/as,Mujer,Bizkaia,Por 10.000 habitantes,0.0
2013,Dentista,Jubilados/as,Mujer,Bizkaia,Por 10.000 habitantes,0.0
2022,Dentista,Jubilados/as,Mujer,Bizkaia,Por 10.000 habitantes,0.0
2015,Dentista,Jubilados/as,Mujer,Bizkaia,Por 10.000 habitantes,0.0
2025,Dentista,Jubilados/as,Mujer,Bizkaia,Por 10.000 habitantes,0.0
2023,Dentista,Jubilados/as,Mujer,Bizkaia,Por 10.000 habitantes,0.0
2020,Dentista,Jubilados/as,Mujer,Bizkaia,Por 10.000 habitantes,0.0
2024,Dentista,Jubilados/as,Mujer,Bizkaia,Por 10.000 habitantes,0.0
2014,Dentista,Jubilados/as,Mujer,Bizkaia,Por 10.000 habitantes,0.0
2012,Dentista,Jubilados/as,Mujer,Bizkaia,Por 10.000 habitantes,0.0
2018,Dentista,Jubilados/as,Mujer,Bizkaia,Por 10.000 habitantes,0.0
2011,Dentista,,Mujer,Bizkaia,Por 10.000 habitantes,7.3
2014,Dentista,No jubilados/as,Mujer,Bizkaia,Por 10.000 habitantes,9.7
2018,Dentista,No jubilados/as,Mujer,Bizkaia,Por 10.000 habitantes,11.1
2022,Dentista,No jubilados/as,Mujer,Bizkaia,Por 10.000 habitantes,11.8
2024,Dentista,No jubilados/as,Mujer,Bizkaia,Por 10.000 habitantes,11.9
2020,Dentista,No jubilados/as,Mujer,Bizkaia,Por 10.000 habitantes,11.5
2025,Dentista,No jubilados/as,Mujer,Bizkaia,Por 10.000 habitantes,12.1
2023,Dentista,No jubilados/as,Mujer,Bizkaia,Por 10.000 habitantes,11.9
2021,Dentista,No jubilados/as,Mujer,Bizkaia,Por 10.000 habitantes,11.8
2017,Dentista,No jubilados/as,Mujer,Bizkaia,Por 10.000 habitantes,10.8
2015,Dentista,No jubilados/as,Mujer,Bizkaia,Por 10.000 habitantes,10.1
