Year,Units,Value
2008,Porcentaje,0.1
2012,Porcentaje,0.1
2014,Porcentaje,0.2
2016,Porcentaje,0.1
2018,Porcentaje,0.3
2020,Porcentaje,0.1
2022,Porcentaje,0.2
