Value,eu,es,en,Disaggregation combinations using this value,Number of indicators
SKILL_LTRCY,Irakurmena,Comprensión lectora,Functional literacy,3,1
SKILL_MATH,Matematika,Matemáticas,Mathematics,3,1
SKILL_NMRCY,Matematika,Matemáticas,Functional numeracy,3,1
SKILL_READ,Irakurmena,Comprensión lectora,Reading,3,1
