Year,Series,Units,Value
2022,Proporción de los ingresos de las administraciones públicas autonómicas y locales provenientes de impuestos ,%,85.0
2013,Proporción de los ingresos de las administraciones públicas autonómicas y locales provenientes de impuestos ,%,80.3
2021,Proporción de los ingresos de las administraciones públicas autonómicas y locales provenientes de impuestos ,%,77.1
2017,Proporción de los ingresos de las administraciones públicas autonómicas y locales provenientes de impuestos ,%,83.6
2012,Proporción de los ingresos de las administraciones públicas autonómicas y locales provenientes de impuestos ,%,75.5
2015,Proporción de los ingresos de las administraciones públicas autonómicas y locales provenientes de impuestos ,%,80.8
2016,Proporción de los ingresos de las administraciones públicas autonómicas y locales provenientes de impuestos ,%,81.1
2018,Proporción de los ingresos de las administraciones públicas autonómicas y locales provenientes de impuestos ,%,83.0
2010,Proporción de los ingresos de las administraciones públicas autonómicas y locales provenientes de impuestos ,%,69.8
2023,Proporción de los ingresos de las administraciones públicas autonómicas y locales provenientes de impuestos ,%,82.6
2020,Proporción de los ingresos de las administraciones públicas autonómicas y locales provenientes de impuestos ,%,75.7
2011,Proporción de los ingresos de las administraciones públicas autonómicas y locales provenientes de impuestos ,%,74.6
2019,Proporción de los ingresos de las administraciones públicas autonómicas y locales provenientes de impuestos ,%,86.0
2014,Proporción de los ingresos de las administraciones públicas autonómicas y locales provenientes de impuestos ,%,82.2
2010,Proporción de los ingresos no financieros de las administraciones públicas autonómicas y locales provenientes de impuesto,%,82.2
2011,Proporción de los ingresos no financieros de las administraciones públicas autonómicas y locales provenientes de impuesto,%,82.0
2013,Proporción de los ingresos no financieros de las administraciones públicas autonómicas y locales provenientes de impuesto,%,89.9
2014,Proporción de los ingresos no financieros de las administraciones públicas autonómicas y locales provenientes de impuesto,%,90.9
2022,Proporción de los ingresos no financieros de las administraciones públicas autonómicas y locales provenientes de impuesto,%,87.7
2015,Proporción de los ingresos no financieros de las administraciones públicas autonómicas y locales provenientes de impuesto,%,89.1
2016,Proporción de los ingresos no financieros de las administraciones públicas autonómicas y locales provenientes de impuesto,%,88.9
2017,Proporción de los ingresos no financieros de las administraciones públicas autonómicas y locales provenientes de impuesto,%,90.1
2018,Proporción de los ingresos no financieros de las administraciones públicas autonómicas y locales provenientes de impuesto,%,90.6
2012,Proporción de los ingresos no financieros de las administraciones públicas autonómicas y locales provenientes de impuesto,%,83.4
2019,Proporción de los ingresos no financieros de las administraciones públicas autonómicas y locales provenientes de impuesto,%,91.4
2020,Proporción de los ingresos no financieros de las administraciones públicas autonómicas y locales provenientes de impuesto,%,88.0
2021,Proporción de los ingresos no financieros de las administraciones públicas autonómicas y locales provenientes de impuesto,%,84.6
2023,Proporción de los ingresos no financieros de las administraciones públicas autonómicas y locales provenientes de impuesto,%,88.8
