Year,Units,Value
2008,PT,0.0753179086
2012,PT,0.0857224106
2014,PT,0.1968530305
2016,PT,0.1490340749
2018,PT,0.3591844646
2020,PT,0.1302278235
2022,PT,0.1665677018
2024,PT,0.1045528172
