Year,Series,Sexo,Territorio histórico,Units,Value
2013,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Hombre,Gipuzkoa,Porcentaje,100.0
2018,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Hombre,Gipuzkoa,Porcentaje,100.0
2011,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Hombre,Gipuzkoa,Porcentaje,100.0
2012,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Hombre,Gipuzkoa,Porcentaje,100.0
2022,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Hombre,Gipuzkoa,Porcentaje,97.2
2010,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Hombre,Gipuzkoa,Porcentaje,100.0
2021,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Hombre,Gipuzkoa,Porcentaje,98.0
2023,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Hombre,Gipuzkoa,Porcentaje,96.2
2014,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Hombre,Gipuzkoa,Porcentaje,100.0
2024,Proporción de la población que supera la edad legal de jubilación y recibe una pensión,Hombre,Gipuzkoa,Porcentaje,96.2
