Year,Sex,Province,County,Municipality,Units,GeoCode,Value
2012,Male,,,Erandio,"Per 100,000 inhabitants",,0.0
2011,Male,,,Erandio,"Per 100,000 inhabitants",,0.0
2022,Male,,,Erandio,"Per 100,000 inhabitants",,0.0
2011,Male,,,Ereño,"Per 100,000 inhabitants",,0.0
2020,Male,,,Ereño,"Per 100,000 inhabitants",,0.0
2023,Male,,,Ereño,"Per 100,000 inhabitants",,0.0
2018,Male,,,Ereño,"Per 100,000 inhabitants",,0.0
2014,Male,,,Ereño,"Per 100,000 inhabitants",,0.0
2017,Male,,,Ereño,"Per 100,000 inhabitants",,0.0
2024,Male,,,Ereño,"Per 100,000 inhabitants",,0.0
2013,Male,,,Ereño,"Per 100,000 inhabitants",,0.0
2022,Male,,,Ereño,"Per 100,000 inhabitants",,0.0
2021,Male,,,Ereño,"Per 100,000 inhabitants",,0.0
2019,Male,,,Ereño,"Per 100,000 inhabitants",,0.0
2016,Male,,,Ereño,"Per 100,000 inhabitants",,0.0
2015,Male,,,Ereño,"Per 100,000 inhabitants",,0.0
2012,Male,,,Ereño,"Per 100,000 inhabitants",,0.0
2010,Male,,,Ereño,"Per 100,000 inhabitants",,0.0
2017,Male,,,Ermua,"Per 100,000 inhabitants",,0.0
2022,Male,,,Ermua,"Per 100,000 inhabitants",,0.0
2013,Male,,,Ermua,"Per 100,000 inhabitants",,0.0
2020,Male,,,Ermua,"Per 100,000 inhabitants",,0.0
2023,Male,,,Ermua,"Per 100,000 inhabitants",,0.0
2016,Male,,,Ermua,"Per 100,000 inhabitants",,0.0
2011,Male,,,Ermua,"Per 100,000 inhabitants",,0.0
2024,Male,,,Ermua,"Per 100,000 inhabitants",,0.0
2010,Male,,,Ermua,"Per 100,000 inhabitants",,0.0
2021,Male,,,Ermua,"Per 100,000 inhabitants",,0.0
2019,Male,,,Ermua,"Per 100,000 inhabitants",,0.0
2018,Male,,,Ermua,"Per 100,000 inhabitants",,0.0
2015,Male,,,Ermua,"Per 100,000 inhabitants",,0.0
2014,Male,,,Ermua,"Per 100,000 inhabitants",,0.0
2012,Male,,,Ermua,"Per 100,000 inhabitants",,0.0
2011,Male,,,Errenteria,"Per 100,000 inhabitants",,0.0
2023,Male,,,Errenteria,"Per 100,000 inhabitants",,0.0
2019,Male,,,Errenteria,"Per 100,000 inhabitants",,0.0
2022,Male,,,Errenteria,"Per 100,000 inhabitants",,0.0
2018,Male,,,Errenteria,"Per 100,000 inhabitants",,0.0
2016,Male,,,Errenteria,"Per 100,000 inhabitants",,0.0
2024,Male,,,Errenteria,"Per 100,000 inhabitants",,0.0
2021,Male,,,Errenteria,"Per 100,000 inhabitants",,0.0
2020,Male,,,Errenteria,"Per 100,000 inhabitants",,0.0
2013,Male,,,Errenteria,"Per 100,000 inhabitants",,0.0
2010,Male,,,Errenteria,"Per 100,000 inhabitants",,0.0
2017,Male,,,Errenteria,"Per 100,000 inhabitants",,0.0
2015,Male,,,Errenteria,"Per 100,000 inhabitants",,0.0
2014,Male,,,Errenteria,"Per 100,000 inhabitants",,0.0
2012,Male,,,Errenteria,"Per 100,000 inhabitants",,0.0
2013,Male,,,Errezil,"Per 100,000 inhabitants",,0.0
2023,Male,,,Errezil,"Per 100,000 inhabitants",,0.0
2010,Male,,,Errezil,"Per 100,000 inhabitants",,0.0
2019,Male,,,Errezil,"Per 100,000 inhabitants",,0.0
2020,Male,,,Errezil,"Per 100,000 inhabitants",,0.0
2024,Male,,,Errezil,"Per 100,000 inhabitants",,0.0
2016,Male,,,Errezil,"Per 100,000 inhabitants",,0.0
2022,Male,,,Errezil,"Per 100,000 inhabitants",,0.0
2021,Male,,,Errezil,"Per 100,000 inhabitants",,0.0
2014,Male,,,Errezil,"Per 100,000 inhabitants",,0.0
2018,Male,,,Errezil,"Per 100,000 inhabitants",,0.0
2017,Male,,,Errezil,"Per 100,000 inhabitants",,0.0
2015,Male,,,Errezil,"Per 100,000 inhabitants",,0.0
2012,Male,,,Errezil,"Per 100,000 inhabitants",,0.0
2011,Male,,,Errezil,"Per 100,000 inhabitants",,0.0
2023,Male,,,Erriberagoitia/Ribera Alta,"Per 100,000 inhabitants",,0.0
2019,Male,,,Erriberagoitia/Ribera Alta,"Per 100,000 inhabitants",,0.0
2012,Male,,,Erriberagoitia/Ribera Alta,"Per 100,000 inhabitants",,0.0
2024,Male,,,Erriberagoitia/Ribera Alta,"Per 100,000 inhabitants",,0.0
2020,Male,,,Erriberagoitia/Ribera Alta,"Per 100,000 inhabitants",,0.0
2011,Male,,,Erriberagoitia/Ribera Alta,"Per 100,000 inhabitants",,0.0
2021,Male,,,Erriberagoitia/Ribera Alta,"Per 100,000 inhabitants",,0.0
2017,Male,,,Erriberagoitia/Ribera Alta,"Per 100,000 inhabitants",,0.0
2010,Male,,,Erriberagoitia/Ribera Alta,"Per 100,000 inhabitants",,0.0
2018,Male,,,Erriberagoitia/Ribera Alta,"Per 100,000 inhabitants",,0.0
2015,Male,,,Erriberagoitia/Ribera Alta,"Per 100,000 inhabitants",,0.0
2014,Male,,,Erriberagoitia/Ribera Alta,"Per 100,000 inhabitants",,0.0
2022,Male,,,Erriberagoitia/Ribera Alta,"Per 100,000 inhabitants",,0.0
2013,Male,,,Erriberagoitia/Ribera Alta,"Per 100,000 inhabitants",,0.0
2016,Male,,,Erriberagoitia/Ribera Alta,"Per 100,000 inhabitants",,0.0
2013,Male,,,Errigoiti,"Per 100,000 inhabitants",,0.0
2020,Male,,,Errigoiti,"Per 100,000 inhabitants",,0.0
2015,Male,,,Errigoiti,"Per 100,000 inhabitants",,0.0
2010,Male,,,Errigoiti,"Per 100,000 inhabitants",,0.0
2019,Male,,,Errigoiti,"Per 100,000 inhabitants",,0.0
2024,Male,,,Errigoiti,"Per 100,000 inhabitants",,0.0
2021,Male,,,Errigoiti,"Per 100,000 inhabitants",,0.0
2018,Male,,,Errigoiti,"Per 100,000 inhabitants",,0.0
2017,Male,,,Errigoiti,"Per 100,000 inhabitants",,0.0
2014,Male,,,Errigoiti,"Per 100,000 inhabitants",,0.0
2012,Male,,,Errigoiti,"Per 100,000 inhabitants",,0.0
2011,Male,,,Errigoiti,"Per 100,000 inhabitants",,0.0
2016,Male,,,Errigoiti,"Per 100,000 inhabitants",,0.0
2022,Male,,,Errigoiti,"Per 100,000 inhabitants",,0.0
2023,Male,,,Errigoiti,"Per 100,000 inhabitants",,0.0
2016,Male,,,Eskoriatza,"Per 100,000 inhabitants",,0.0
2017,Male,,,Eskoriatza,"Per 100,000 inhabitants",,0.0
2018,Male,,,Eskoriatza,"Per 100,000 inhabitants",,0.0
2015,Male,,,Eskoriatza,"Per 100,000 inhabitants",,0.0
2012,Male,,,Eskoriatza,"Per 100,000 inhabitants",,0.0
2010,Male,,,Eskoriatza,"Per 100,000 inhabitants",,0.0
2011,Male,,,Eskoriatza,"Per 100,000 inhabitants",,0.0
2020,Male,,,Eskoriatza,"Per 100,000 inhabitants",,0.0
2022,Male,,,Eskoriatza,"Per 100,000 inhabitants",,0.0
2023,Male,,,Eskoriatza,"Per 100,000 inhabitants",,0.0
2024,Male,,,Eskoriatza,"Per 100,000 inhabitants",,0.0
2021,Male,,,Eskoriatza,"Per 100,000 inhabitants",,0.0
2014,Male,,,Eskoriatza,"Per 100,000 inhabitants",,0.0
2019,Male,,,Eskoriatza,"Per 100,000 inhabitants",,0.0
2013,Male,,,Eskoriatza,"Per 100,000 inhabitants",,0.0
2011,Male,,,Etxebarri,"Per 100,000 inhabitants",,0.0
2016,Male,,,Etxebarri,"Per 100,000 inhabitants",,0.0
2023,Male,,,Etxebarri,"Per 100,000 inhabitants",,0.0
2021,Male,,,Etxebarri,"Per 100,000 inhabitants",,0.0
2020,Male,,,Etxebarri,"Per 100,000 inhabitants",,0.0
2014,Male,,,Etxebarri,"Per 100,000 inhabitants",,0.0
2017,Male,,,Etxebarri,"Per 100,000 inhabitants",,0.0
2010,Male,,,Etxebarri,"Per 100,000 inhabitants",,0.0
2024,Male,,,Etxebarri,"Per 100,000 inhabitants",,0.0
2022,Male,,,Etxebarri,"Per 100,000 inhabitants",,0.0
2019,Male,,,Etxebarri,"Per 100,000 inhabitants",,0.0
2018,Male,,,Etxebarri,"Per 100,000 inhabitants",,0.0
2015,Male,,,Etxebarri,"Per 100,000 inhabitants",,0.0
2013,Male,,,Etxebarri,"Per 100,000 inhabitants",,0.0
2012,Male,,,Etxebarri,"Per 100,000 inhabitants",,0.0
2017,Male,,,Etxebarria,"Per 100,000 inhabitants",,0.0
2014,Male,,,Etxebarria,"Per 100,000 inhabitants",,0.0
2023,Male,,,Etxebarria,"Per 100,000 inhabitants",,0.0
2010,Male,,,Etxebarria,"Per 100,000 inhabitants",,0.0
2022,Male,,,Etxebarria,"Per 100,000 inhabitants",,0.0
2020,Male,,,Etxebarria,"Per 100,000 inhabitants",,0.0
2015,Male,,,Etxebarria,"Per 100,000 inhabitants",,0.0
2024,Male,,,Etxebarria,"Per 100,000 inhabitants",,0.0
2021,Male,,,Etxebarria,"Per 100,000 inhabitants",,0.0
2011,Male,,,Etxebarria,"Per 100,000 inhabitants",,0.0
2019,Male,,,Etxebarria,"Per 100,000 inhabitants",,0.0
2018,Male,,,Etxebarria,"Per 100,000 inhabitants",,0.0
2016,Male,,,Etxebarria,"Per 100,000 inhabitants",,0.0
2013,Male,,,Etxebarria,"Per 100,000 inhabitants",,0.0
2012,Male,,,Etxebarria,"Per 100,000 inhabitants",,0.0
2013,Male,,,Ezkio-Itsaso,"Per 100,000 inhabitants",,0.0
2024,Male,,,Ezkio-Itsaso,"Per 100,000 inhabitants",,0.0
2014,Male,,,Ezkio-Itsaso,"Per 100,000 inhabitants",,0.0
2020,Male,,,Ezkio-Itsaso,"Per 100,000 inhabitants",,0.0
2018,Male,,,Ezkio-Itsaso,"Per 100,000 inhabitants",,0.0
2022,Male,,,Ezkio-Itsaso,"Per 100,000 inhabitants",,0.0
2019,Male,,,Ezkio-Itsaso,"Per 100,000 inhabitants",,0.0
2010,Male,,,Ezkio-Itsaso,"Per 100,000 inhabitants",,0.0
2017,Male,,,Ezkio-Itsaso,"Per 100,000 inhabitants",,0.0
2012,Male,,,Ezkio-Itsaso,"Per 100,000 inhabitants",,0.0
2016,Male,,,Ezkio-Itsaso,"Per 100,000 inhabitants",,0.0
2015,Male,,,Ezkio-Itsaso,"Per 100,000 inhabitants",,0.0
2021,Male,,,Ezkio-Itsaso,"Per 100,000 inhabitants",,0.0
2023,Male,,,Ezkio-Itsaso,"Per 100,000 inhabitants",,0.0
2011,Male,,,Ezkio-Itsaso,"Per 100,000 inhabitants",,0.0
2015,Male,,,Forua,"Per 100,000 inhabitants",,0.0
2022,Male,,,Forua,"Per 100,000 inhabitants",,0.0
2010,Male,,,Forua,"Per 100,000 inhabitants",,0.0
2024,Male,,,Forua,"Per 100,000 inhabitants",,0.0
2023,Male,,,Forua,"Per 100,000 inhabitants",,0.0
2013,Male,,,Forua,"Per 100,000 inhabitants",,0.0
2018,Male,,,Forua,"Per 100,000 inhabitants",,0.0
2017,Male,,,Forua,"Per 100,000 inhabitants",,0.0
2014,Male,,,Forua,"Per 100,000 inhabitants",,0.0
2012,Male,,,Forua,"Per 100,000 inhabitants",,0.0
2011,Male,,,Forua,"Per 100,000 inhabitants",,0.0
2020,Male,,,Forua,"Per 100,000 inhabitants",,0.0
2019,Male,,,Forua,"Per 100,000 inhabitants",,0.0
2016,Male,,,Forua,"Per 100,000 inhabitants",,0.0
2021,Male,,,Forua,"Per 100,000 inhabitants",,0.0
2022,Male,,,Fruiz,"Per 100,000 inhabitants",,0.0
2013,Male,,,Fruiz,"Per 100,000 inhabitants",,0.0
2020,Male,,,Fruiz,"Per 100,000 inhabitants",,0.0
2016,Male,,,Fruiz,"Per 100,000 inhabitants",,0.0
2019,Male,,,Fruiz,"Per 100,000 inhabitants",,0.0
2015,Male,,,Fruiz,"Per 100,000 inhabitants",,0.0
2024,Male,,,Fruiz,"Per 100,000 inhabitants",,0.0
2023,Male,,,Fruiz,"Per 100,000 inhabitants",,0.0
2010,Male,,,Fruiz,"Per 100,000 inhabitants",,0.0
2021,Male,,,Fruiz,"Per 100,000 inhabitants",,0.0
2018,Male,,,Fruiz,"Per 100,000 inhabitants",,0.0
2017,Male,,,Fruiz,"Per 100,000 inhabitants",,0.0
2014,Male,,,Fruiz,"Per 100,000 inhabitants",,0.0
2012,Male,,,Fruiz,"Per 100,000 inhabitants",,0.0
2011,Male,,,Fruiz,"Per 100,000 inhabitants",,0.0
2018,Male,,,Gabiria,"Per 100,000 inhabitants",,0.0
2023,Male,,,Gabiria,"Per 100,000 inhabitants",,0.0
2019,Male,,,Gabiria,"Per 100,000 inhabitants",,0.0
2020,Male,,,Gabiria,"Per 100,000 inhabitants",,0.0
2021,Male,,,Gabiria,"Per 100,000 inhabitants",,0.0
2012,Male,,,Gabiria,"Per 100,000 inhabitants",,0.0
2016,Male,,,Gabiria,"Per 100,000 inhabitants",,0.0
2013,Male,,,Gabiria,"Per 100,000 inhabitants",,0.0
2017,Male,,,Gabiria,"Per 100,000 inhabitants",,0.0
2022,Male,,,Gabiria,"Per 100,000 inhabitants",,0.0
2024,Male,,,Gabiria,"Per 100,000 inhabitants",,0.0
2015,Male,,,Gabiria,"Per 100,000 inhabitants",,0.0
2010,Male,,,Gabiria,"Per 100,000 inhabitants",,0.0
2011,Male,,,Gabiria,"Per 100,000 inhabitants",,0.0
2014,Male,,,Gabiria,"Per 100,000 inhabitants",,0.0
2015,Male,,,Gaintza,"Per 100,000 inhabitants",,0.0
2011,Male,,,Gaintza,"Per 100,000 inhabitants",,0.0
2024,Male,,,Gaintza,"Per 100,000 inhabitants",,0.0
2020,Male,,,Gaintza,"Per 100,000 inhabitants",,0.0
2019,Male,,,Gaintza,"Per 100,000 inhabitants",,0.0
2023,Male,,,Gaintza,"Per 100,000 inhabitants",,0.0
2022,Male,,,Gaintza,"Per 100,000 inhabitants",,0.0
2010,Male,,,Gaintza,"Per 100,000 inhabitants",,0.0
2017,Male,,,Gaintza,"Per 100,000 inhabitants",,0.0
2016,Male,,,Gaintza,"Per 100,000 inhabitants",,0.0
2018,Male,,,Gaintza,"Per 100,000 inhabitants",,0.0
2014,Male,,,Gaintza,"Per 100,000 inhabitants",,0.0
2013,Male,,,Gaintza,"Per 100,000 inhabitants",,0.0
2021,Male,,,Gaintza,"Per 100,000 inhabitants",,0.0
2012,Male,,,Gaintza,"Per 100,000 inhabitants",,0.0
2019,Male,,,Galdakao,"Per 100,000 inhabitants",,0.0
2024,Male,,,Galdakao,"Per 100,000 inhabitants",,0.0
2015,Male,,,Galdakao,"Per 100,000 inhabitants",,0.0
2022,Male,,,Galdakao,"Per 100,000 inhabitants",,0.0
2018,Male,,,Galdakao,"Per 100,000 inhabitants",,0.0
2013,Male,,,Galdakao,"Per 100,000 inhabitants",,0.0
2010,Male,,,Galdakao,"Per 100,000 inhabitants",,0.0
2012,Male,,,Galdakao,"Per 100,000 inhabitants",,0.0
2023,Male,,,Galdakao,"Per 100,000 inhabitants",,0.0
2021,Male,,,Galdakao,"Per 100,000 inhabitants",,0.0
2020,Male,,,Galdakao,"Per 100,000 inhabitants",,0.0
2017,Male,,,Galdakao,"Per 100,000 inhabitants",,0.0
2016,Male,,,Galdakao,"Per 100,000 inhabitants",,0.0
2014,Male,,,Galdakao,"Per 100,000 inhabitants",,0.0
2011,Male,,,Galdakao,"Per 100,000 inhabitants",,0.0
2020,Male,,,Galdames,"Per 100,000 inhabitants",,0.0
2016,Male,,,Galdames,"Per 100,000 inhabitants",,0.0
2023,Male,,,Galdames,"Per 100,000 inhabitants",,0.0
2019,Male,,,Galdames,"Per 100,000 inhabitants",,0.0
2014,Male,,,Galdames,"Per 100,000 inhabitants",,0.0
2013,Male,,,Galdames,"Per 100,000 inhabitants",,0.0
2024,Male,,,Galdames,"Per 100,000 inhabitants",,0.0
2022,Male,,,Galdames,"Per 100,000 inhabitants",,0.0
2021,Male,,,Galdames,"Per 100,000 inhabitants",,0.0
2010,Male,,,Galdames,"Per 100,000 inhabitants",,0.0
2018,Male,,,Galdames,"Per 100,000 inhabitants",,0.0
2017,Male,,,Galdames,"Per 100,000 inhabitants",,0.0
2015,Male,,,Galdames,"Per 100,000 inhabitants",,0.0
2012,Male,,,Galdames,"Per 100,000 inhabitants",,0.0
2011,Male,,,Galdames,"Per 100,000 inhabitants",,0.0
2022,Male,,,Gamiz-Fika,"Per 100,000 inhabitants",,0.0
2013,Male,,,Gamiz-Fika,"Per 100,000 inhabitants",,0.0
2018,Male,,,Gamiz-Fika,"Per 100,000 inhabitants",,0.0
2010,Male,,,Gamiz-Fika,"Per 100,000 inhabitants",,0.0
2019,Male,,,Gamiz-Fika,"Per 100,000 inhabitants",,0.0
2016,Male,,,Gamiz-Fika,"Per 100,000 inhabitants",,0.0
2023,Male,,,Gamiz-Fika,"Per 100,000 inhabitants",,0.0
2024,Male,,,Gamiz-Fika,"Per 100,000 inhabitants",,0.0
2021,Male,,,Gamiz-Fika,"Per 100,000 inhabitants",,0.0
2020,Male,,,Gamiz-Fika,"Per 100,000 inhabitants",,0.0
2017,Male,,,Gamiz-Fika,"Per 100,000 inhabitants",,0.0
2015,Male,,,Gamiz-Fika,"Per 100,000 inhabitants",,0.0
2014,Male,,,Gamiz-Fika,"Per 100,000 inhabitants",,0.0
2012,Male,,,Gamiz-Fika,"Per 100,000 inhabitants",,0.0
2011,Male,,,Gamiz-Fika,"Per 100,000 inhabitants",,0.0
2010,Male,,,Garai,"Per 100,000 inhabitants",,0.0
2017,Male,,,Garai,"Per 100,000 inhabitants",,0.0
2020,Male,,,Garai,"Per 100,000 inhabitants",,0.0
2024,Male,,,Garai,"Per 100,000 inhabitants",,0.0
2023,Male,,,Garai,"Per 100,000 inhabitants",,0.0
2014,Male,,,Garai,"Per 100,000 inhabitants",,0.0
2019,Male,,,Garai,"Per 100,000 inhabitants",,0.0
2022,Male,,,Garai,"Per 100,000 inhabitants",,0.0
2013,Male,,,Garai,"Per 100,000 inhabitants",,0.0
2021,Male,,,Garai,"Per 100,000 inhabitants",,0.0
2018,Male,,,Garai,"Per 100,000 inhabitants",,0.0
2016,Male,,,Garai,"Per 100,000 inhabitants",,0.0
2015,Male,,,Garai,"Per 100,000 inhabitants",,0.0
2012,Male,,,Garai,"Per 100,000 inhabitants",,0.0
2011,Male,,,Garai,"Per 100,000 inhabitants",,0.0
2024,Male,,,Gatika,"Per 100,000 inhabitants",,0.0
2013,Male,,,Gatika,"Per 100,000 inhabitants",,0.0
2020,Male,,,Gatika,"Per 100,000 inhabitants",,0.0
2023,Male,,,Gatika,"Per 100,000 inhabitants",,0.0
2018,Male,,,Gatika,"Per 100,000 inhabitants",,0.0
2017,Male,,,Gatika,"Per 100,000 inhabitants",,0.0
2011,Male,,,Gatika,"Per 100,000 inhabitants",,0.0
2014,Male,,,Gatika,"Per 100,000 inhabitants",,0.0
2022,Male,,,Gatika,"Per 100,000 inhabitants",,0.0
2021,Male,,,Gatika,"Per 100,000 inhabitants",,0.0
2019,Male,,,Gatika,"Per 100,000 inhabitants",,0.0
2016,Male,,,Gatika,"Per 100,000 inhabitants",,0.0
2015,Male,,,Gatika,"Per 100,000 inhabitants",,0.0
2012,Male,,,Gatika,"Per 100,000 inhabitants",,0.0
2010,Male,,,Gatika,"Per 100,000 inhabitants",,0.0
2017,Male,,,Gautegiz Arteaga,"Per 100,000 inhabitants",,0.0
2022,Male,,,Gautegiz Arteaga,"Per 100,000 inhabitants",,0.0
2014,Male,,,Gautegiz Arteaga,"Per 100,000 inhabitants",,0.0
2020,Male,,,Gautegiz Arteaga,"Per 100,000 inhabitants",,0.0
2023,Male,,,Gautegiz Arteaga,"Per 100,000 inhabitants",,0.0
2012,Male,,,Gautegiz Arteaga,"Per 100,000 inhabitants",,0.0
2015,Male,,,Gautegiz Arteaga,"Per 100,000 inhabitants",,0.0
2024,Male,,,Gautegiz Arteaga,"Per 100,000 inhabitants",,0.0
2021,Male,,,Gautegiz Arteaga,"Per 100,000 inhabitants",,0.0
2019,Male,,,Gautegiz Arteaga,"Per 100,000 inhabitants",,0.0
2018,Male,,,Gautegiz Arteaga,"Per 100,000 inhabitants",,0.0
2016,Male,,,Gautegiz Arteaga,"Per 100,000 inhabitants",,0.0
2013,Male,,,Gautegiz Arteaga,"Per 100,000 inhabitants",,0.0
2011,Male,,,Gautegiz Arteaga,"Per 100,000 inhabitants",,0.0
2010,Male,,,Gautegiz Arteaga,"Per 100,000 inhabitants",,0.0
2021,Male,,,Gaztelu,"Per 100,000 inhabitants",,0.0
2010,Male,,,Gaztelu,"Per 100,000 inhabitants",,0.0
2023,Male,,,Gaztelu,"Per 100,000 inhabitants",,0.0
2016,Male,,,Gaztelu,"Per 100,000 inhabitants",,0.0
2011,Male,,,Gaztelu,"Per 100,000 inhabitants",,0.0
2022,Male,,,Gaztelu,"Per 100,000 inhabitants",,0.0
2017,Male,,,Gaztelu,"Per 100,000 inhabitants",,0.0
2014,Male,,,Gaztelu,"Per 100,000 inhabitants",,0.0
2020,Male,,,Gaztelu,"Per 100,000 inhabitants",,0.0
2012,Male,,,Gaztelu,"Per 100,000 inhabitants",,0.0
2013,Male,,,Gaztelu,"Per 100,000 inhabitants",,0.0
2015,Male,,,Gaztelu,"Per 100,000 inhabitants",,0.0
2019,Male,,,Gaztelu,"Per 100,000 inhabitants",,0.0
2018,Male,,,Gaztelu,"Per 100,000 inhabitants",,0.0
2024,Male,,,Gaztelu,"Per 100,000 inhabitants",,0.0
2019,Male,,,Gernika-Lumo,"Per 100,000 inhabitants",,0.0
2010,Male,,,Gernika-Lumo,"Per 100,000 inhabitants",,0.0
2014,Male,,,Gernika-Lumo,"Per 100,000 inhabitants",,0.0
2022,Male,,,Gernika-Lumo,"Per 100,000 inhabitants",,0.0
2017,Male,,,Gernika-Lumo,"Per 100,000 inhabitants",,0.0
2013,Male,,,Gernika-Lumo,"Per 100,000 inhabitants",,0.0
2024,Male,,,Gernika-Lumo,"Per 100,000 inhabitants",,0.0
2023,Male,,,Gernika-Lumo,"Per 100,000 inhabitants",,0.0
2021,Male,,,Gernika-Lumo,"Per 100,000 inhabitants",,0.0
2018,Male,,,Gernika-Lumo,"Per 100,000 inhabitants",,0.0
2016,Male,,,Gernika-Lumo,"Per 100,000 inhabitants",,0.0
2015,Male,,,Gernika-Lumo,"Per 100,000 inhabitants",,0.0
2012,Male,,,Gernika-Lumo,"Per 100,000 inhabitants",,0.0
2011,Male,,,Gernika-Lumo,"Per 100,000 inhabitants",,0.0
2020,Male,,,Gernika-Lumo,"Per 100,000 inhabitants",,0.0
2020,Male,,,Getaria,"Per 100,000 inhabitants",,0.0
2010,Male,,,Getaria,"Per 100,000 inhabitants",,0.0
2016,Male,,,Getaria,"Per 100,000 inhabitants",,0.0
2024,Male,,,Getaria,"Per 100,000 inhabitants",,0.0
2018,Male,,,Getaria,"Per 100,000 inhabitants",,0.0
2015,Male,,,Getaria,"Per 100,000 inhabitants",,0.0
2023,Male,,,Getaria,"Per 100,000 inhabitants",,0.0
2012,Male,,,Getaria,"Per 100,000 inhabitants",,0.0
2021,Male,,,Getaria,"Per 100,000 inhabitants",,0.0
2014,Male,,,Getaria,"Per 100,000 inhabitants",,0.0
2013,Male,,,Getaria,"Per 100,000 inhabitants",,0.0
2017,Male,,,Getaria,"Per 100,000 inhabitants",,0.0
2019,Male,,,Getaria,"Per 100,000 inhabitants",,0.0
2011,Male,,,Getaria,"Per 100,000 inhabitants",,0.0
2022,Male,,,Getaria,"Per 100,000 inhabitants",,0.0
2016,Male,,,Getxo,"Per 100,000 inhabitants",,2.75
2013,Male,,,Getxo,"Per 100,000 inhabitants",,0.0
2020,Male,,,Getxo,"Per 100,000 inhabitants",,0.0
2023,Male,,,Getxo,"Per 100,000 inhabitants",,0.0
2014,Male,,,Getxo,"Per 100,000 inhabitants",,0.0
2024,Male,,,Getxo,"Per 100,000 inhabitants",,0.0
2019,Male,,,Getxo,"Per 100,000 inhabitants",,0.0
2022,Male,,,Getxo,"Per 100,000 inhabitants",,0.0
2021,Male,,,Getxo,"Per 100,000 inhabitants",,0.0
2010,Male,,,Getxo,"Per 100,000 inhabitants",,0.0
2018,Male,,,Getxo,"Per 100,000 inhabitants",,2.77
2017,Male,,,Getxo,"Per 100,000 inhabitants",,0.0
2015,Male,,,Getxo,"Per 100,000 inhabitants",,0.0
2012,Male,,,Getxo,"Per 100,000 inhabitants",,0.0
2011,Male,,,Getxo,"Per 100,000 inhabitants",,0.0
2017,Male,,,Gizaburuaga,"Per 100,000 inhabitants",,0.0
2010,Male,,,Gizaburuaga,"Per 100,000 inhabitants",,0.0
2024,Male,,,Gizaburuaga,"Per 100,000 inhabitants",,0.0
2016,Male,,,Gizaburuaga,"Per 100,000 inhabitants",,0.0
2019,Male,,,Gizaburuaga,"Per 100,000 inhabitants",,0.0
2012,Male,,,Gizaburuaga,"Per 100,000 inhabitants",,0.0
2022,Male,,,Gizaburuaga,"Per 100,000 inhabitants",,0.0
2023,Male,,,Gizaburuaga,"Per 100,000 inhabitants",,0.0
2021,Male,,,Gizaburuaga,"Per 100,000 inhabitants",,0.0
2020,Male,,,Gizaburuaga,"Per 100,000 inhabitants",,0.0
2013,Male,,,Gizaburuaga,"Per 100,000 inhabitants",,0.0
2018,Male,,,Gizaburuaga,"Per 100,000 inhabitants",,0.0
2015,Male,,,Gizaburuaga,"Per 100,000 inhabitants",,0.0
2014,Male,,,Gizaburuaga,"Per 100,000 inhabitants",,0.0
2011,Male,,,Gizaburuaga,"Per 100,000 inhabitants",,0.0
2011,Male,,,Gordexola,"Per 100,000 inhabitants",,0.0
2014,Male,,,Gordexola,"Per 100,000 inhabitants",,0.0
2022,Male,,,Gordexola,"Per 100,000 inhabitants",,0.0
2020,Male,,,Gordexola,"Per 100,000 inhabitants",,0.0
2019,Male,,,Gordexola,"Per 100,000 inhabitants",,0.0
2017,Male,,,Gordexola,"Per 100,000 inhabitants",,0.0
2024,Male,,,Gordexola,"Per 100,000 inhabitants",,0.0
2023,Male,,,Gordexola,"Per 100,000 inhabitants",,0.0
2012,Male,,,Gordexola,"Per 100,000 inhabitants",,0.0
2021,Male,,,Gordexola,"Per 100,000 inhabitants",,0.0
2018,Male,,,Gordexola,"Per 100,000 inhabitants",,0.0
2016,Male,,,Gordexola,"Per 100,000 inhabitants",,0.0
2015,Male,,,Gordexola,"Per 100,000 inhabitants",,0.0
2013,Male,,,Gordexola,"Per 100,000 inhabitants",,0.0
2010,Male,,,Gordexola,"Per 100,000 inhabitants",,0.0
2011,Male,,,Gorliz,"Per 100,000 inhabitants",,0.0
2019,Male,,,Gorliz,"Per 100,000 inhabitants",,0.0
2016,Male,,,Gorliz,"Per 100,000 inhabitants",,0.0
2024,Male,,,Gorliz,"Per 100,000 inhabitants",,0.0
2022,Male,,,Gorliz,"Per 100,000 inhabitants",,0.0
2014,Male,,,Gorliz,"Per 100,000 inhabitants",,0.0
2017,Male,,,Gorliz,"Per 100,000 inhabitants",,0.0
2010,Male,,,Gorliz,"Per 100,000 inhabitants",,0.0
2023,Male,,,Gorliz,"Per 100,000 inhabitants",,0.0
2021,Male,,,Gorliz,"Per 100,000 inhabitants",,0.0
2020,Male,,,Gorliz,"Per 100,000 inhabitants",,0.0
2018,Male,,,Gorliz,"Per 100,000 inhabitants",,0.0
2015,Male,,,Gorliz,"Per 100,000 inhabitants",,0.0
2013,Male,,,Gorliz,"Per 100,000 inhabitants",,0.0
2012,Male,,,Gorliz,"Per 100,000 inhabitants",,0.0
2014,Male,,,Güeñes,"Per 100,000 inhabitants",,0.0
2022,Male,,,Güeñes,"Per 100,000 inhabitants",,0.0
