Year,Territorio histórico,Comarca,Municipio,Units,GeoCode,Value
2016,,,Barrundia,Porcentaje,Barrundia,24.5
2021,,,Barrundia,Porcentaje,Barrundia,27.4
2017,,,Barrundia,Porcentaje,Barrundia,25.4
2015,,,Barrundia,Porcentaje,Barrundia,23.3
2020,,,Barrundia,Porcentaje,Barrundia,24.0
2019,,,Barrundia,Porcentaje,Barrundia,23.9
2018,,,Barrundia,Porcentaje,Barrundia,24.8
2014,,,Basauri,Porcentaje,Basauri,0.1
2015,,,Basauri,Porcentaje,Basauri,0.1
2019,,,Basauri,Porcentaje,Basauri,0.0
2017,,,Basauri,Porcentaje,Basauri,0.0
2021,,,Basauri,Porcentaje,Basauri,0.0
2020,,,Basauri,Porcentaje,Basauri,0.0
2018,,,Basauri,Porcentaje,Basauri,0.0
2016,,,Basauri,Porcentaje,Basauri,0.0
2019,,,Beasain,Porcentaje,Beasain,0.1
2015,,,Beasain,Porcentaje,Beasain,0.2
2018,,,Beasain,Porcentaje,Beasain,0.1
2016,,,Beasain,Porcentaje,Beasain,0.2
2021,,,Beasain,Porcentaje,Beasain,0.2
2014,,,Beasain,Porcentaje,Beasain,0.2
2017,,,Beasain,Porcentaje,Beasain,0.2
2020,,,Beasain,Porcentaje,Beasain,0.1
2016,,,Bedia,Porcentaje,Bedia,2.1
2017,,,Bedia,Porcentaje,Bedia,2.3
2014,,,Bedia,Porcentaje,Bedia,2.0
2019,,,Bedia,Porcentaje,Bedia,2.3
2018,,,Bedia,Porcentaje,Bedia,2.3
2015,,,Bedia,Porcentaje,Bedia,1.9
2021,,,Bedia,Porcentaje,Bedia,2.9
2020,,,Bedia,Porcentaje,Bedia,2.7
2021,,,Beizama,Porcentaje,Beizama,22.2
2014,,,Beizama,Porcentaje,Beizama,14.1
2017,,,Beizama,Porcentaje,Beizama,18.0
2018,,,Beizama,Porcentaje,Beizama,16.7
2016,,,Beizama,Porcentaje,Beizama,17.3
2015,,,Beizama,Porcentaje,Beizama,14.9
2020,,,Beizama,Porcentaje,Beizama,18.5
2019,,,Beizama,Porcentaje,Beizama,21.4
2020,,,Belauntza,Porcentaje,Belauntza,0.9
2019,,,Belauntza,Porcentaje,Belauntza,1.0
2017,,,Belauntza,Porcentaje,Belauntza,1.1
2016,,,Belauntza,Porcentaje,Belauntza,1.2
2021,,,Belauntza,Porcentaje,Belauntza,0.9
2018,,,Belauntza,Porcentaje,Belauntza,0.8
2015,,,Belauntza,Porcentaje,Belauntza,1.3
2014,,,Belauntza,Porcentaje,Belauntza,1.5
2014,,,Berango,Porcentaje,Berango,1.0
2018,,,Berango,Porcentaje,Berango,0.5
2016,,,Berango,Porcentaje,Berango,0.7
2020,,,Berango,Porcentaje,Berango,0.4
2019,,,Berango,Porcentaje,Berango,0.4
2021,,,Berango,Porcentaje,Berango,0.3
2017,,,Berango,Porcentaje,Berango,0.6
2015,,,Berango,Porcentaje,Berango,0.8
2014,,,Berantevilla,Porcentaje,Berantevilla,3.7
2019,,,Berantevilla,Porcentaje,Berantevilla,3.5
2015,,,Berantevilla,Porcentaje,Berantevilla,5.4
2020,,,Berantevilla,Porcentaje,Berantevilla,3.9
2017,,,Berantevilla,Porcentaje,Berantevilla,3.6
2016,,,Berantevilla,Porcentaje,Berantevilla,4.4
2018,,,Berantevilla,Porcentaje,Berantevilla,3.9
2021,,,Berantevilla,Porcentaje,Berantevilla,5.4
2019,,,Berastegi,Porcentaje,Berastegi,3.3
2020,,,Berastegi,Porcentaje,Berastegi,2.8
2016,,,Berastegi,Porcentaje,Berastegi,2.6
2015,,,Berastegi,Porcentaje,Berastegi,2.5
2014,,,Berastegi,Porcentaje,Berastegi,2.4
2021,,,Berastegi,Porcentaje,Berastegi,2.9
2017,,,Berastegi,Porcentaje,Berastegi,3.3
2018,,,Berastegi,Porcentaje,Berastegi,2.4
2015,,,Bergara,Porcentaje,Bergara,0.7
2018,,,Bergara,Porcentaje,Bergara,0.5
2016,,,Bergara,Porcentaje,Bergara,0.7
2021,,,Bergara,Porcentaje,Bergara,0.7
2014,,,Bergara,Porcentaje,Bergara,0.6
2017,,,Bergara,Porcentaje,Bergara,0.8
2019,,,Bergara,Porcentaje,Bergara,0.7
2020,,,Bergara,Porcentaje,Bergara,0.6
2016,,,Bermeo,Porcentaje,Bermeo,12.9
2017,,,Bermeo,Porcentaje,Bermeo,30.1
2021,,,Bermeo,Porcentaje,Bermeo,21.9
2020,,,Bermeo,Porcentaje,Bermeo,26.6
2018,,,Bermeo,Porcentaje,Bermeo,27.7
2019,,,Bermeo,Porcentaje,Bermeo,29.3
2014,,,Bermeo,Porcentaje,Bermeo,14.9
2015,,,Bermeo,Porcentaje,Bermeo,11.7
2017,,,Bernedo,Porcentaje,Bernedo,6.8
2015,,,Bernedo,Porcentaje,Bernedo,7.1
2021,,,Bernedo,Porcentaje,Bernedo,6.6
2016,,,Bernedo,Porcentaje,Bernedo,6.9
2019,,,Bernedo,Porcentaje,Bernedo,6.2
2018,,,Bernedo,Porcentaje,Bernedo,6.7
2014,,,Bernedo,Porcentaje,Bernedo,6.8
2020,,,Bernedo,Porcentaje,Bernedo,5.0
2017,,,Berriatua,Porcentaje,Berriatua,1.1
2019,,,Berriatua,Porcentaje,Berriatua,1.2
2020,,,Berriatua,Porcentaje,Berriatua,1.4
2021,,,Berriatua,Porcentaje,Berriatua,2.1
2015,,,Berriatua,Porcentaje,Berriatua,1.4
2018,,,Berriatua,Porcentaje,Berriatua,1.1
2016,,,Berriatua,Porcentaje,Berriatua,1.3
2014,,,Berriatua,Porcentaje,Berriatua,1.4
2018,,,Berriz,Porcentaje,Berriz,0.7
2014,,,Berriz,Porcentaje,Berriz,0.6
2015,,,Berriz,Porcentaje,Berriz,0.7
2017,,,Berriz,Porcentaje,Berriz,0.8
2021,,,Berriz,Porcentaje,Berriz,1.1
2020,,,Berriz,Porcentaje,Berriz,1.0
2019,,,Berriz,Porcentaje,Berriz,0.8
2016,,,Berriz,Porcentaje,Berriz,0.8
2015,,,Berrobi,Porcentaje,Berrobi,3.3
2014,,,Berrobi,Porcentaje,Berrobi,2.9
2019,,,Berrobi,Porcentaje,Berrobi,2.9
2021,,,Berrobi,Porcentaje,Berrobi,3.2
2018,,,Berrobi,Porcentaje,Berrobi,2.3
2020,,,Berrobi,Porcentaje,Berrobi,3.1
2017,,,Berrobi,Porcentaje,Berrobi,3.1
2016,,,Berrobi,Porcentaje,Berrobi,3.0
2015,,,Bidania-Goiatz,Porcentaje,Bidania-Goiatz,6.1
2017,,,Bidania-Goiatz,Porcentaje,Bidania-Goiatz,5.7
2014,,,Bidania-Goiatz,Porcentaje,Bidania-Goiatz,5.0
2021,,,Bidania-Goiatz,Porcentaje,Bidania-Goiatz,4.9
2019,,,Bidania-Goiatz,Porcentaje,Bidania-Goiatz,5.8
2020,,,Bidania-Goiatz,Porcentaje,Bidania-Goiatz,5.4
2016,,,Bidania-Goiatz,Porcentaje,Bidania-Goiatz,5.8
2018,,,Bidania-Goiatz,Porcentaje,Bidania-Goiatz,5.2
2021,,,Bilbao,Porcentaje,Bilbao,0.0
2018,,,Bilbao,Porcentaje,Bilbao,0.1
2019,,,Bilbao,Porcentaje,Bilbao,0.0
2017,,,Bilbao,Porcentaje,Bilbao,0.1
2016,,,Bilbao,Porcentaje,Bilbao,0.0
2020,,,Bilbao,Porcentaje,Bilbao,0.0
2015,,,Bilbao,Porcentaje,Bilbao,0.0
2014,,,Bilbao,Porcentaje,Bilbao,0.0
2019,,,Busturia,Porcentaje,Busturia,4.3
2018,,,Busturia,Porcentaje,Busturia,3.9
2015,,,Busturia,Porcentaje,Busturia,5.3
2017,,,Busturia,Porcentaje,Busturia,4.5
2021,,,Busturia,Porcentaje,Busturia,5.6
2020,,,Busturia,Porcentaje,Busturia,4.3
2016,,,Busturia,Porcentaje,Busturia,4.5
2014,,,Busturia,Porcentaje,Busturia,5.8
2019,,,Campezo/Kanpezu,Porcentaje,Campezo/Kanpezu,10.1
2017,,,Campezo/Kanpezu,Porcentaje,Campezo/Kanpezu,10.2
2020,,,Campezo/Kanpezu,Porcentaje,Campezo/Kanpezu,8.7
2014,,,Campezo/Kanpezu,Porcentaje,Campezo/Kanpezu,10.3
2016,,,Campezo/Kanpezu,Porcentaje,Campezo/Kanpezu,11.8
2015,,,Campezo/Kanpezu,Porcentaje,Campezo/Kanpezu,11.7
2018,,,Campezo/Kanpezu,Porcentaje,Campezo/Kanpezu,11.4
2021,,,Campezo/Kanpezu,Porcentaje,Campezo/Kanpezu,10.2
2019,,,Deba,Porcentaje,Deba,1.1
2021,,,Deba,Porcentaje,Deba,1.2
2020,,,Deba,Porcentaje,Deba,1.1
2017,,,Deba,Porcentaje,Deba,1.2
2018,,,Deba,Porcentaje,Deba,0.8
2014,,,Deba,Porcentaje,Deba,1.0
2015,,,Deba,Porcentaje,Deba,1.0
2016,,,Deba,Porcentaje,Deba,1.0
2021,,,Derio,Porcentaje,Derio,0.1
2015,,,Derio,Porcentaje,Derio,0.2
2018,,,Derio,Porcentaje,Derio,0.1
2016,,,Derio,Porcentaje,Derio,0.2
2014,,,Derio,Porcentaje,Derio,0.2
2020,,,Derio,Porcentaje,Derio,0.1
2019,,,Derio,Porcentaje,Derio,0.2
2017,,,Derio,Porcentaje,Derio,0.2
2017,,,Dima,Porcentaje,Dima,6.9
2015,,,Dima,Porcentaje,Dima,5.7
2016,,,Dima,Porcentaje,Dima,7.0
2020,,,Dima,Porcentaje,Dima,7.4
2021,,,Dima,Porcentaje,Dima,10.4
2019,,,Dima,Porcentaje,Dima,7.7
2014,,,Dima,Porcentaje,Dima,5.2
2018,,,Dima,Porcentaje,Dima,6.4
2015,,,Donostia / San Sebastián,Porcentaje,Donostia / San Sebastián,0.1
2014,,,Donostia / San Sebastián,Porcentaje,Donostia / San Sebastián,0.1
2021,,,Donostia / San Sebastián,Porcentaje,Donostia / San Sebastián,0.0
2016,,,Donostia / San Sebastián,Porcentaje,Donostia / San Sebastián,0.0
2018,,,Donostia / San Sebastián,Porcentaje,Donostia / San Sebastián,0.0
2020,,,Donostia / San Sebastián,Porcentaje,Donostia / San Sebastián,0.0
2017,,,Donostia / San Sebastián,Porcentaje,Donostia / San Sebastián,0.0
2019,,,Donostia / San Sebastián,Porcentaje,Donostia / San Sebastián,0.0
2014,,,Durango,Porcentaje,Durango,0.1
2016,,,Durango,Porcentaje,Durango,0.1
2021,,,Durango,Porcentaje,Durango,0.1
2020,,,Durango,Porcentaje,Durango,0.1
2015,,,Durango,Porcentaje,Durango,0.1
2018,,,Durango,Porcentaje,Durango,0.1
2017,,,Durango,Porcentaje,Durango,0.1
2019,,,Durango,Porcentaje,Durango,0.1
2016,,,Ea,Porcentaje,Ea,4.2
2015,,,Ea,Porcentaje,Ea,4.7
2017,,,Ea,Porcentaje,Ea,4.4
2021,,,Ea,Porcentaje,Ea,5.0
2020,,,Ea,Porcentaje,Ea,4.3
2019,,,Ea,Porcentaje,Ea,4.4
2014,,,Ea,Porcentaje,Ea,5.0
2018,,,Ea,Porcentaje,Ea,3.8
2018,,,Eibar,Porcentaje,Eibar,0.1
2020,,,Eibar,Porcentaje,Eibar,0.2
2016,,,Eibar,Porcentaje,Eibar,0.1
2014,,,Eibar,Porcentaje,Eibar,0.1
2017,,,Eibar,Porcentaje,Eibar,0.2
2015,,,Eibar,Porcentaje,Eibar,0.1
2019,,,Eibar,Porcentaje,Eibar,0.2
2021,,,Eibar,Porcentaje,Eibar,0.2
2018,,,Elantxobe,Porcentaje,Elantxobe,0.9
2015,,,Elantxobe,Porcentaje,Elantxobe,1.5
2019,,,Elantxobe,Porcentaje,Elantxobe,1.0
2017,,,Elantxobe,Porcentaje,Elantxobe,1.1
2021,,,Elantxobe,Porcentaje,Elantxobe,1.1
2020,,,Elantxobe,Porcentaje,Elantxobe,0.9
2014,,,Elantxobe,Porcentaje,Elantxobe,1.6
2016,,,Elantxobe,Porcentaje,Elantxobe,1.2
2017,,,Elburgo/Burgelu,Porcentaje,Elburgo/Burgelu,15.6
2015,,,Elburgo/Burgelu,Porcentaje,Elburgo/Burgelu,23.1
2018,,,Elburgo/Burgelu,Porcentaje,Elburgo/Burgelu,15.6
2016,,,Elburgo/Burgelu,Porcentaje,Elburgo/Burgelu,18.1
2020,,,Elburgo/Burgelu,Porcentaje,Elburgo/Burgelu,17.0
2019,,,Elburgo/Burgelu,Porcentaje,Elburgo/Burgelu,16.3
2014,,,Elburgo/Burgelu,Porcentaje,Elburgo/Burgelu,15.4
2021,,,Elburgo/Burgelu,Porcentaje,Elburgo/Burgelu,19.5
2019,,,Elciego,Porcentaje,Elciego,11.2
2018,,,Elciego,Porcentaje,Elciego,12.7
2014,,,Elciego,Porcentaje,Elciego,8.9
2015,,,Elciego,Porcentaje,Elciego,12.0
2017,,,Elciego,Porcentaje,Elciego,11.4
2016,,,Elciego,Porcentaje,Elciego,12.4
2021,,,Elciego,Porcentaje,Elciego,9.6
2020,,,Elciego,Porcentaje,Elciego,11.1
2020,,,Elduain,Porcentaje,Elduain,6.5
2018,,,Elduain,Porcentaje,Elduain,5.9
2016,,,Elduain,Porcentaje,Elduain,5.2
2021,,,Elduain,Porcentaje,Elduain,7.9
2015,,,Elduain,Porcentaje,Elduain,6.3
2019,,,Elduain,Porcentaje,Elduain,7.0
2017,,,Elduain,Porcentaje,Elduain,6.5
2014,,,Elduain,Porcentaje,Elduain,7.1
2015,,,Elgeta,Porcentaje,Elgeta,0.9
2019,,,Elgeta,Porcentaje,Elgeta,1.2
2021,,,Elgeta,Porcentaje,Elgeta,1.3
2017,,,Elgeta,Porcentaje,Elgeta,1.3
2018,,,Elgeta,Porcentaje,Elgeta,0.8
2016,,,Elgeta,Porcentaje,Elgeta,1.1
2020,,,Elgeta,Porcentaje,Elgeta,1.1
2014,,,Elgeta,Porcentaje,Elgeta,0.8
2019,,,Elgoibar,Porcentaje,Elgoibar,0.4
2016,,,Elgoibar,Porcentaje,Elgoibar,0.3
2014,,,Elgoibar,Porcentaje,Elgoibar,0.2
2015,,,Elgoibar,Porcentaje,Elgoibar,0.3
2017,,,Elgoibar,Porcentaje,Elgoibar,0.4
2020,,,Elgoibar,Porcentaje,Elgoibar,0.4
2021,,,Elgoibar,Porcentaje,Elgoibar,0.5
2018,,,Elgoibar,Porcentaje,Elgoibar,0.3
2014,,,Elorrio,Porcentaje,Elorrio,0.5
2016,,,Elorrio,Porcentaje,Elorrio,0.7
2020,,,Elorrio,Porcentaje,Elorrio,0.7
2019,,,Elorrio,Porcentaje,Elorrio,0.8
2021,,,Elorrio,Porcentaje,Elorrio,0.9
2017,,,Elorrio,Porcentaje,Elorrio,0.7
2015,,,Elorrio,Porcentaje,Elorrio,0.5
2018,,,Elorrio,Porcentaje,Elorrio,0.7
2017,,,Elvillar/Bilar,Porcentaje,Elvillar/Bilar,38.8
2016,,,Elvillar/Bilar,Porcentaje,Elvillar/Bilar,35.7
2014,,,Elvillar/Bilar,Porcentaje,Elvillar/Bilar,23.0
2015,,,Elvillar/Bilar,Porcentaje,Elvillar/Bilar,30.3
2018,,,Elvillar/Bilar,Porcentaje,Elvillar/Bilar,45.6
2021,,,Elvillar/Bilar,Porcentaje,Elvillar/Bilar,45.4
2020,,,Elvillar/Bilar,Porcentaje,Elvillar/Bilar,48.0
2019,,,Elvillar/Bilar,Porcentaje,Elvillar/Bilar,43.9
2018,,,Erandio,Porcentaje,Erandio,0.1
2020,,,Erandio,Porcentaje,Erandio,0.1
2021,,,Erandio,Porcentaje,Erandio,0.1
2014,,,Erandio,Porcentaje,Erandio,0.1
2015,,,Erandio,Porcentaje,Erandio,0.1
2016,,,Erandio,Porcentaje,Erandio,0.1
2017,,,Erandio,Porcentaje,Erandio,0.1
2019,,,Erandio,Porcentaje,Erandio,0.1
2016,,,Ereño,Porcentaje,Ereño,7.8
2018,,,Ereño,Porcentaje,Ereño,10.7
2017,,,Ereño,Porcentaje,Ereño,7.7
2021,,,Ereño,Porcentaje,Ereño,16.0
2020,,,Ereño,Porcentaje,Ereño,14.8
2014,,,Ereño,Porcentaje,Ereño,12.2
2015,,,Ereño,Porcentaje,Ereño,9.5
2019,,,Ereño,Porcentaje,Ereño,13.4
2016,,,Ermua,Porcentaje,Ermua,0.1
2018,,,Ermua,Porcentaje,Ermua,0.0
2014,,,Ermua,Porcentaje,Ermua,0.1
2017,,,Ermua,Porcentaje,Ermua,0.0
2020,,,Ermua,Porcentaje,Ermua,0.1
2021,,,Ermua,Porcentaje,Ermua,0.1
2015,,,Ermua,Porcentaje,Ermua,0.0
2019,,,Ermua,Porcentaje,Ermua,0.0
2014,,,Errenteria,Porcentaje,Errenteria,0.1
2015,,,Errenteria,Porcentaje,Errenteria,0.1
2018,,,Errenteria,Porcentaje,Errenteria,0.1
2017,,,Errenteria,Porcentaje,Errenteria,0.1
2021,,,Errenteria,Porcentaje,Errenteria,0.1
2016,,,Errenteria,Porcentaje,Errenteria,0.1
2020,,,Errenteria,Porcentaje,Errenteria,0.1
2019,,,Errenteria,Porcentaje,Errenteria,0.1
2015,,,Errezil,Porcentaje,Errezil,4.6
2018,,,Errezil,Porcentaje,Errezil,5.4
2016,,,Errezil,Porcentaje,Errezil,5.7
2020,,,Errezil,Porcentaje,Errezil,5.3
2014,,,Errezil,Porcentaje,Errezil,4.6
2019,,,Errezil,Porcentaje,Errezil,6.5
2017,,,Errezil,Porcentaje,Errezil,6.7
2021,,,Errezil,Porcentaje,Errezil,4.8
2020,,,Erriberagoitia/Ribera Alta,Porcentaje,Erriberagoitia/Ribera Alta,24.4
2019,,,Erriberagoitia/Ribera Alta,Porcentaje,Erriberagoitia/Ribera Alta,24.2
2015,,,Erriberagoitia/Ribera Alta,Porcentaje,Erriberagoitia/Ribera Alta,20.3
2017,,,Erriberagoitia/Ribera Alta,Porcentaje,Erriberagoitia/Ribera Alta,20.8
2016,,,Erriberagoitia/Ribera Alta,Porcentaje,Erriberagoitia/Ribera Alta,22.5
2021,,,Erriberagoitia/Ribera Alta,Porcentaje,Erriberagoitia/Ribera Alta,26.9
2018,,,Erriberagoitia/Ribera Alta,Porcentaje,Erriberagoitia/Ribera Alta,23.3
2014,,,Erriberagoitia/Ribera Alta,Porcentaje,Erriberagoitia/Ribera Alta,25.8
2017,,,Errigoiti,Porcentaje,Errigoiti,14.0
2015,,,Errigoiti,Porcentaje,Errigoiti,11.5
2016,,,Errigoiti,Porcentaje,Errigoiti,12.9
2018,,,Errigoiti,Porcentaje,Errigoiti,12.0
2021,,,Errigoiti,Porcentaje,Errigoiti,16.4
2014,,,Errigoiti,Porcentaje,Errigoiti,13.4
2019,,,Errigoiti,Porcentaje,Errigoiti,13.2
2020,,,Errigoiti,Porcentaje,Errigoiti,14.3
2019,,,Eskoriatza,Porcentaje,Eskoriatza,0.9
2018,,,Eskoriatza,Porcentaje,Eskoriatza,0.8
2020,,,Eskoriatza,Porcentaje,Eskoriatza,0.9
2016,,,Eskoriatza,Porcentaje,Eskoriatza,0.7
2021,,,Eskoriatza,Porcentaje,Eskoriatza,1.1
2014,,,Eskoriatza,Porcentaje,Eskoriatza,0.6
2015,,,Eskoriatza,Porcentaje,Eskoriatza,0.6
2017,,,Eskoriatza,Porcentaje,Eskoriatza,0.9
2019,,,Etxebarri,Porcentaje,Etxebarri,0.0
2015,,,Etxebarri,Porcentaje,Etxebarri,0.0
2018,,,Etxebarri,Porcentaje,Etxebarri,0.0
2017,,,Etxebarri,Porcentaje,Etxebarri,0.0
2021,,,Etxebarri,Porcentaje,Etxebarri,0.0
2020,,,Etxebarri,Porcentaje,Etxebarri,0.0
2014,,,Etxebarri,Porcentaje,Etxebarri,0.0
2016,,,Etxebarri,Porcentaje,Etxebarri,0.0
2019,,,Etxebarria,Porcentaje,Etxebarria,1.0
2015,,,Etxebarria,Porcentaje,Etxebarria,0.8
2017,,,Etxebarria,Porcentaje,Etxebarria,0.7
2016,,,Etxebarria,Porcentaje,Etxebarria,0.8
2020,,,Etxebarria,Porcentaje,Etxebarria,1.0
2021,,,Etxebarria,Porcentaje,Etxebarria,1.4
2018,,,Etxebarria,Porcentaje,Etxebarria,0.8
2014,,,Etxebarria,Porcentaje,Etxebarria,0.8
2015,,,Ezkio-Itsaso,Porcentaje,Ezkio-Itsaso,1.6
2021,,,Ezkio-Itsaso,Porcentaje,Ezkio-Itsaso,2.0
2020,,,Ezkio-Itsaso,Porcentaje,Ezkio-Itsaso,1.8
2019,,,Ezkio-Itsaso,Porcentaje,Ezkio-Itsaso,1.9
2017,,,Ezkio-Itsaso,Porcentaje,Ezkio-Itsaso,2.2
2014,,,Ezkio-Itsaso,Porcentaje,Ezkio-Itsaso,1.5
2016,,,Ezkio-Itsaso,Porcentaje,Ezkio-Itsaso,1.7
2018,,,Ezkio-Itsaso,Porcentaje,Ezkio-Itsaso,1.5
2020,,,Forua,Porcentaje,Forua,5.5
2021,,,Forua,Porcentaje,Forua,5.7
2019,,,Forua,Porcentaje,Forua,4.4
2017,,,Forua,Porcentaje,Forua,4.5
2018,,,Forua,Porcentaje,Forua,4.1
2015,,,Forua,Porcentaje,Forua,4.7
2016,,,Forua,Porcentaje,Forua,4.7
2014,,,Forua,Porcentaje,Forua,4.6
2016,,,Fruiz,Porcentaje,Fruiz,5.6
2015,,,Fruiz,Porcentaje,Fruiz,6.4
2019,,,Fruiz,Porcentaje,Fruiz,4.6
2017,,,Fruiz,Porcentaje,Fruiz,4.7
2021,,,Fruiz,Porcentaje,Fruiz,4.6
2020,,,Fruiz,Porcentaje,Fruiz,4.0
2014,,,Fruiz,Porcentaje,Fruiz,7.4
2018,,,Fruiz,Porcentaje,Fruiz,4.3
2020,,,Gabiria,Porcentaje,Gabiria,5.7
2016,,,Gabiria,Porcentaje,Gabiria,5.7
2014,,,Gabiria,Porcentaje,Gabiria,5.2
2021,,,Gabiria,Porcentaje,Gabiria,6.8
2019,,,Gabiria,Porcentaje,Gabiria,5.2
2017,,,Gabiria,Porcentaje,Gabiria,6.0
2015,,,Gabiria,Porcentaje,Gabiria,5.9
2018,,,Gabiria,Porcentaje,Gabiria,4.4
2018,,,Gaintza,Porcentaje,Gaintza,11.1
2016,,,Gaintza,Porcentaje,Gaintza,12.4
2020,,,Gaintza,Porcentaje,Gaintza,13.2
2017,,,Gaintza,Porcentaje,Gaintza,14.8
2015,,,Gaintza,Porcentaje,Gaintza,12.5
2019,,,Gaintza,Porcentaje,Gaintza,14.1
2021,,,Gaintza,Porcentaje,Gaintza,16.3
2014,,,Gaintza,Porcentaje,Gaintza,12.4
2016,,,Galdakao,Porcentaje,Galdakao,0.1
2014,,,Galdakao,Porcentaje,Galdakao,0.2
2018,,,Galdakao,Porcentaje,Galdakao,0.1
2019,,,Galdakao,Porcentaje,Galdakao,0.1
2015,,,Galdakao,Porcentaje,Galdakao,0.2
2017,,,Galdakao,Porcentaje,Galdakao,0.1
2021,,,Galdakao,Porcentaje,Galdakao,0.1
2020,,,Galdakao,Porcentaje,Galdakao,0.1
2015,,,Galdames,Porcentaje,Galdames,6.3
2014,,,Galdames,Porcentaje,Galdames,5.6
2017,,,Galdames,Porcentaje,Galdames,7.6
2021,,,Galdames,Porcentaje,Galdames,8.1
2020,,,Galdames,Porcentaje,Galdames,7.2
2018,,,Galdames,Porcentaje,Galdames,6.7
2019,,,Galdames,Porcentaje,Galdames,7.0
2016,,,Galdames,Porcentaje,Galdames,8.1
2014,,,Gamiz-Fika,Porcentaje,Gamiz-Fika,16.4
2019,,,Gamiz-Fika,Porcentaje,Gamiz-Fika,10.2
2018,,,Gamiz-Fika,Porcentaje,Gamiz-Fika,10.3
2016,,,Gamiz-Fika,Porcentaje,Gamiz-Fika,13.0
2015,,,Gamiz-Fika,Porcentaje,Gamiz-Fika,17.1
2017,,,Gamiz-Fika,Porcentaje,Gamiz-Fika,11.6
2021,,,Gamiz-Fika,Porcentaje,Gamiz-Fika,11.6
2020,,,Gamiz-Fika,Porcentaje,Gamiz-Fika,11.1
2018,,,Garai,Porcentaje,Garai,5.5
2019,,,Garai,Porcentaje,Garai,5.8
2016,,,Garai,Porcentaje,Garai,6.3
2014,,,Garai,Porcentaje,Garai,5.4
2017,,,Garai,Porcentaje,Garai,5.8
2021,,,Garai,Porcentaje,Garai,8.9
2020,,,Garai,Porcentaje,Garai,7.6
2015,,,Garai,Porcentaje,Garai,5.5
2019,,,Gatika,Porcentaje,Gatika,2.3
2021,,,Gatika,Porcentaje,Gatika,2.5
2015,,,Gatika,Porcentaje,Gatika,3.3
2014,,,Gatika,Porcentaje,Gatika,2.6
2018,,,Gatika,Porcentaje,Gatika,2.1
2017,,,Gatika,Porcentaje,Gatika,2.4
2016,,,Gatika,Porcentaje,Gatika,2.5
2020,,,Gatika,Porcentaje,Gatika,2.7
2016,,,Gautegiz Arteaga,Porcentaje,Gautegiz Arteaga,3.1
2018,,,Gautegiz Arteaga,Porcentaje,Gautegiz Arteaga,2.4
2014,,,Gautegiz Arteaga,Porcentaje,Gautegiz Arteaga,4.1
2015,,,Gautegiz Arteaga,Porcentaje,Gautegiz Arteaga,3.6
2017,,,Gautegiz Arteaga,Porcentaje,Gautegiz Arteaga,2.6
2020,,,Gautegiz Arteaga,Porcentaje,Gautegiz Arteaga,2.8
2021,,,Gautegiz Arteaga,Porcentaje,Gautegiz Arteaga,3.4
2019,,,Gautegiz Arteaga,Porcentaje,Gautegiz Arteaga,2.5
2014,,,Gaztelu,Porcentaje,Gaztelu,10.9
2020,,,Gaztelu,Porcentaje,Gaztelu,18.1
2021,,,Gaztelu,Porcentaje,Gaztelu,18.5
2016,,,Gaztelu,Porcentaje,Gaztelu,14.8
2015,,,Gaztelu,Porcentaje,Gaztelu,12.4
2019,,,Gaztelu,Porcentaje,Gaztelu,17.9
2018,,,Gaztelu,Porcentaje,Gaztelu,14.0
2017,,,Gaztelu,Porcentaje,Gaztelu,16.2
2018,,,Gernika-Lumo,Porcentaje,Gernika-Lumo,0.3
2014,,,Gernika-Lumo,Porcentaje,Gernika-Lumo,0.2
2017,,,Gernika-Lumo,Porcentaje,Gernika-Lumo,0.2
2021,,,Gernika-Lumo,Porcentaje,Gernika-Lumo,0.3
2019,,,Gernika-Lumo,Porcentaje,Gernika-Lumo,0.3
2016,,,Gernika-Lumo,Porcentaje,Gernika-Lumo,0.2
2020,,,Gernika-Lumo,Porcentaje,Gernika-Lumo,0.3
2015,,,Gernika-Lumo,Porcentaje,Gernika-Lumo,0.2
2020,,,Getaria,Porcentaje,Getaria,15.9
2014,,,Getaria,Porcentaje,Getaria,16.4
2018,,,Getaria,Porcentaje,Getaria,20.8
2016,,,Getaria,Porcentaje,Getaria,17.3
2021,,,Getaria,Porcentaje,Getaria,19.0
2019,,,Getaria,Porcentaje,Getaria,18.7
2015,,,Getaria,Porcentaje,Getaria,18.7
2017,,,Getaria,Porcentaje,Getaria,22.3
2016,,,Getxo,Porcentaje,Getxo,0.1
2014,,,Getxo,Porcentaje,Getxo,0.1
2018,,,Getxo,Porcentaje,Getxo,0.0
2021,,,Getxo,Porcentaje,Getxo,0.0
2020,,,Getxo,Porcentaje,Getxo,0.0
2017,,,Getxo,Porcentaje,Getxo,0.1
2015,,,Getxo,Porcentaje,Getxo,0.1
2019,,,Getxo,Porcentaje,Getxo,0.0
2019,,,Gizaburuaga,Porcentaje,Gizaburuaga,1.9
2015,,,Gizaburuaga,Porcentaje,Gizaburuaga,1.7
2018,,,Gizaburuaga,Porcentaje,Gizaburuaga,1.5
2016,,,Gizaburuaga,Porcentaje,Gizaburuaga,1.9
2021,,,Gizaburuaga,Porcentaje,Gizaburuaga,2.5
2020,,,Gizaburuaga,Porcentaje,Gizaburuaga,1.9
