Year,Series,Territorio,Units,Value
2012,GB_POP_SCIERD,,PER_1000000_POP,5399.2
2014,GB_POP_SCIERD,,PER_1000000_POP,5536.2
2022,GB_POP_SCIERD,,PER_1000000_POP,6949.4
2011,GB_POP_SCIERD,,PER_1000000_POP,5180.9
2010,GB_POP_SCIERD,,PER_1000000_POP,5098.1
2013,GB_POP_SCIERD,,PER_1000000_POP,5496.2
2017,GB_POP_SCIERD,,PER_1000000_POP,5788.4
2021,GB_POP_SCIERD,,PER_1000000_POP,6560.5
2020,GB_POP_SCIERD,,PER_1000000_POP,6204.9
2016,GB_POP_SCIERD,,PER_1000000_POP,5481.3
2015,GB_POP_SCIERD,,PER_1000000_POP,5564.5
2018,GB_POP_SCIERD,,PER_1000000_POP,6027.3
2019,GB_POP_SCIERD,,PER_1000000_POP,6162.8
2012,GB_POP_SCIERD,ES211,PER_1000000_POP,4148.7
2018,GB_POP_SCIERD,ES211,PER_1000000_POP,5238.7
2021,GB_POP_SCIERD,ES211,PER_1000000_POP,4891.1
2015,GB_POP_SCIERD,ES211,PER_1000000_POP,4818.1
2014,GB_POP_SCIERD,ES211,PER_1000000_POP,4613.2
2013,GB_POP_SCIERD,ES211,PER_1000000_POP,4682.2
2017,GB_POP_SCIERD,ES211,PER_1000000_POP,5233.3
2020,GB_POP_SCIERD,ES211,PER_1000000_POP,4863.1
2022,GB_POP_SCIERD,ES211,PER_1000000_POP,5091.9
2010,GB_POP_SCIERD,ES211,PER_1000000_POP,3631.3
2011,GB_POP_SCIERD,ES211,PER_1000000_POP,3879.2
2016,GB_POP_SCIERD,ES211,PER_1000000_POP,4651.0
2019,GB_POP_SCIERD,ES211,PER_1000000_POP,4782.0
2016,GB_POP_SCIERD,ES213,PER_1000000_POP,4889.7
2022,GB_POP_SCIERD,ES213,PER_1000000_POP,6287.9
2010,GB_POP_SCIERD,ES213,PER_1000000_POP,4751.5
2013,GB_POP_SCIERD,ES213,PER_1000000_POP,5116.9
2019,GB_POP_SCIERD,ES213,PER_1000000_POP,5507.4
2017,GB_POP_SCIERD,ES213,PER_1000000_POP,4989.5
2015,GB_POP_SCIERD,ES213,PER_1000000_POP,5109.1
2014,GB_POP_SCIERD,ES213,PER_1000000_POP,5167.9
2018,GB_POP_SCIERD,ES213,PER_1000000_POP,5230.3
2021,GB_POP_SCIERD,ES213,PER_1000000_POP,5837.9
2020,GB_POP_SCIERD,ES213,PER_1000000_POP,5535.1
2012,GB_POP_SCIERD,ES213,PER_1000000_POP,5045.7
2011,GB_POP_SCIERD,ES213,PER_1000000_POP,4782.9
2016,GB_POP_SCIERD,ES212,PER_1000000_POP,6805.1
2020,GB_POP_SCIERD,ES212,PER_1000000_POP,7887.6
2012,GB_POP_SCIERD,ES212,PER_1000000_POP,6543.7
2013,GB_POP_SCIERD,ES212,PER_1000000_POP,6478.7
2011,GB_POP_SCIERD,ES212,PER_1000000_POP,6424.6
2015,GB_POP_SCIERD,ES212,PER_1000000_POP,6633.7
2018,GB_POP_SCIERD,ES212,PER_1000000_POP,7658.9
2017,GB_POP_SCIERD,ES212,PER_1000000_POP,7317.1
2019,GB_POP_SCIERD,ES212,PER_1000000_POP,7839.7
2010,GB_POP_SCIERD,ES212,PER_1000000_POP,6331.9
2022,GB_POP_SCIERD,ES212,PER_1000000_POP,8859.8
2021,GB_POP_SCIERD,ES212,PER_1000000_POP,8478.4
2014,GB_POP_SCIERD,ES212,PER_1000000_POP,6547.1
