Year,Computer skills,Age,Sex,Province,Units,Value
2019,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",,Male,Bizkaia,%,55.3
2023,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",,Male,Bizkaia,%,53.4
2024,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",,Male,Bizkaia,%,40.1
2024,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",,Male,Gipuzkoa,%,38.3
2022,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",,Male,Gipuzkoa,%,52.1
2023,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",,Male,Gipuzkoa,%,52.3
2020,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",,Male,Gipuzkoa,%,59.2
2021,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",,Male,Gipuzkoa,%,61.2
2019,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",,Male,Gipuzkoa,%,50.9
2023,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",16-24 years,,,%,77.6
2022,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",16-24 years,,,%,78.1
2019,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",16-24 years,,,%,84.9
2020,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",16-24 years,,,%,84.6
2021,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",16-24 years,,,%,85.2
2024,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",16-24 years,,,%,54.3
2022,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",16-24 years,,Araba/Álava,%,81.7
2019,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",16-24 years,,Araba/Álava,%,84.7
2023,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",16-24 years,,Araba/Álava,%,83.9
2024,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",16-24 years,,Araba/Álava,%,69.4
2021,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",16-24 years,,Araba/Álava,%,82.3
2020,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",16-24 years,,Araba/Álava,%,86.9
2020,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",16-24 years,,Bizkaia,%,83.9
2021,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",16-24 years,,Bizkaia,%,85.4
2019,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",16-24 years,,Bizkaia,%,88.2
2023,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",16-24 years,,Bizkaia,%,76.4
2022,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",16-24 years,,Bizkaia,%,76.6
2024,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",16-24 years,,Bizkaia,%,51.8
2019,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",16-24 years,,Gipuzkoa,%,80.4
2022,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",16-24 years,,Gipuzkoa,%,78.9
2023,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",16-24 years,,Gipuzkoa,%,76.4
2024,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",16-24 years,,Gipuzkoa,%,51.8
2020,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",16-24 years,,Gipuzkoa,%,84.6
2021,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",16-24 years,,Gipuzkoa,%,86.2
2024,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",16-24 years,Female,,%,53.7
2019,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",16-24 years,Female,,%,88.6
2020,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",16-24 years,Female,,%,84.4
2023,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",16-24 years,Female,,%,84.3
2022,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",16-24 years,Female,,%,81.1
2021,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",16-24 years,Female,,%,82.6
2020,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",16-24 years,Female,Araba/Álava,%,82.3
2021,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",16-24 years,Female,Araba/Álava,%,84.9
2024,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",16-24 years,Female,Araba/Álava,%,77.7
2023,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",16-24 years,Female,Araba/Álava,%,89.9
2019,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",16-24 years,Female,Araba/Álava,%,87.2
2022,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",16-24 years,Female,Araba/Álava,%,85.6
2021,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",16-24 years,Female,Bizkaia,%,83.6
2024,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",16-24 years,Female,Bizkaia,%,48.9
2020,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",16-24 years,Female,Bizkaia,%,85.6
2023,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",16-24 years,Female,Bizkaia,%,84.2
2022,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",16-24 years,Female,Bizkaia,%,81.2
2019,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",16-24 years,Female,Bizkaia,%,89.0
2019,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",16-24 years,Female,Gipuzkoa,%,88.6
2023,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",16-24 years,Female,Gipuzkoa,%,82.2
2020,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",16-24 years,Female,Gipuzkoa,%,83.6
2021,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",16-24 years,Female,Gipuzkoa,%,80.0
2022,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",16-24 years,Female,Gipuzkoa,%,78.9
2024,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",16-24 years,Female,Gipuzkoa,%,50.2
2023,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",16-24 years,Male,,%,71.3
2021,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",16-24 years,Male,,%,87.5
2019,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",16-24 years,Male,,%,81.1
2020,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",16-24 years,Male,,%,84.8
2022,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",16-24 years,Male,,%,75.2
2024,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",16-24 years,Male,,%,54.9
2024,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",16-24 years,Male,Araba/Álava,%,61.5
2021,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",16-24 years,Male,Araba/Álava,%,80.1
2023,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",16-24 years,Male,Araba/Álava,%,79.3
2019,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",16-24 years,Male,Araba/Álava,%,81.8
2020,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",16-24 years,Male,Araba/Álava,%,91.0
2022,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",16-24 years,Male,Araba/Álava,%,77.9
2023,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",16-24 years,Male,Bizkaia,%,68.9
2022,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",16-24 years,Male,Bizkaia,%,72.0
2021,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",16-24 years,Male,Bizkaia,%,87.2
2019,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",16-24 years,Male,Bizkaia,%,87.4
2024,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",16-24 years,Male,Bizkaia,%,54.4
2020,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",16-24 years,Male,Bizkaia,%,82.3
2022,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",16-24 years,Male,Gipuzkoa,%,78.8
2019,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",16-24 years,Male,Gipuzkoa,%,72.4
2023,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",16-24 years,Male,Gipuzkoa,%,70.8
2024,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",16-24 years,Male,Gipuzkoa,%,53.1
2021,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",16-24 years,Male,Gipuzkoa,%,91.1
2020,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",16-24 years,Male,Gipuzkoa,%,85.5
2024,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",25-74 years,,,%,34.6
2020,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",25-74 years,,,%,51.5
2021,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",25-74 years,,,%,57.0
2019,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",25-74 years,,,%,48.2
2022,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",25-74 years,,,%,48.7
2023,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",25-74 years,,,%,46.3
2023,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",25-74 years,,Araba/Álava,%,40.8
2021,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",25-74 years,,Araba/Álava,%,56.5
2022,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",25-74 years,,Araba/Álava,%,49.0
2024,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",25-74 years,,Araba/Álava,%,34.2
2020,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",25-74 years,,Araba/Álava,%,52.0
2019,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",25-74 years,,Araba/Álava,%,47.9
2019,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",25-74 years,,Bizkaia,%,49.0
2024,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",25-74 years,,Bizkaia,%,35.5
2022,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",25-74 years,,Bizkaia,%,49.1
2021,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",25-74 years,,Bizkaia,%,57.1
2023,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",25-74 years,,Bizkaia,%,47.3
2020,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",25-74 years,,Bizkaia,%,50.6
2023,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",25-74 years,,Gipuzkoa,%,47.2
2024,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",25-74 years,,Gipuzkoa,%,33.2
2020,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",25-74 years,,Gipuzkoa,%,52.7
2022,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",25-74 years,,Gipuzkoa,%,47.8
2021,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",25-74 years,,Gipuzkoa,%,56.9
2019,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",25-74 years,,Gipuzkoa,%,46.9
2020,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",25-74 years,Female,,%,48.8
2022,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",25-74 years,Female,,%,47.3
2019,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",25-74 years,Female,,%,45.8
2023,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",25-74 years,Female,,%,43.6
2021,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",25-74 years,Female,,%,55.6
2024,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",25-74 years,Female,,%,32.0
2019,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",25-74 years,Female,Araba/Álava,%,44.0
2021,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",25-74 years,Female,Araba/Álava,%,52.8
2024,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",25-74 years,Female,Araba/Álava,%,30.3
2020,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",25-74 years,Female,Araba/Álava,%,51.1
2023,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",25-74 years,Female,Araba/Álava,%,40.8
2022,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",25-74 years,Female,Araba/Álava,%,49.1
2023,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",25-74 years,Female,Bizkaia,%,43.5
2020,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",25-74 years,Female,Bizkaia,%,47.5
2019,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",25-74 years,Female,Bizkaia,%,46.4
2022,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",25-74 years,Female,Bizkaia,%,46.6
2021,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",25-74 years,Female,Bizkaia,%,55.3
2024,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",25-74 years,Female,Bizkaia,%,33.2
2023,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",25-74 years,Female,Gipuzkoa,%,45.0
2021,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",25-74 years,Female,Gipuzkoa,%,57.4
2019,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",25-74 years,Female,Gipuzkoa,%,45.7
2024,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",25-74 years,Female,Gipuzkoa,%,30.8
2020,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",25-74 years,Female,Gipuzkoa,%,49.9
2022,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",25-74 years,Female,Gipuzkoa,%,47.5
2020,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",25-74 years,Male,,%,54.3
2024,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",25-74 years,Male,,%,37.3
2023,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",25-74 years,Male,,%,49.2
2019,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",25-74 years,Male,,%,50.6
2021,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",25-74 years,Male,,%,58.3
2022,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",25-74 years,Male,,%,50.2
2024,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",25-74 years,Male,Araba/Álava,%,38.2
2021,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",25-74 years,Male,Araba/Álava,%,60.3
2022,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",25-74 years,Male,Araba/Álava,%,49.0
2023,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",25-74 years,Male,Araba/Álava,%,40.9
2020,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",25-74 years,Male,Araba/Álava,%,53.0
2019,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",25-74 years,Male,Araba/Álava,%,51.9
2020,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",25-74 years,Male,Bizkaia,%,53.8
2022,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",25-74 years,Male,Bizkaia,%,51.8
2024,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",25-74 years,Male,Bizkaia,%,38.0
2019,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",25-74 years,Male,Bizkaia,%,51.9
2023,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",25-74 years,Male,Bizkaia,%,51.3
2021,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",25-74 years,Male,Bizkaia,%,58.9
2022,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",25-74 years,Male,Gipuzkoa,%,48.1
2024,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",25-74 years,Male,Gipuzkoa,%,35.8
2019,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",25-74 years,Male,Gipuzkoa,%,48.1
2023,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",25-74 years,Male,Gipuzkoa,%,49.6
2021,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",25-74 years,Male,Gipuzkoa,%,56.4
2020,"Transferring files between the computer and other devices (digital cameras, mobile phones, MP3 or MP4 players)",25-74 years,Male,Gipuzkoa,%,55.6
