Year,Units,Value
2013,BOOL_YES_NO,1
2014,BOOL_YES_NO,1
2015,BOOL_YES_NO,1
2016,BOOL_YES_NO,1
2017,BOOL_YES_NO,1
2018,BOOL_YES_NO,1
2019,BOOL_YES_NO,1
2020,BOOL_YES_NO,1
2021,BOOL_YES_NO,1
2022,BOOL_YES_NO,1
2023,BOOL_YES_NO,1
2024,BOOL_YES_NO,1
