Year,Sexo,Territorio,Comarca,Municipio,Units,GeoCode,Value
2015,,,,ES20045,PER_100000_POP,ES20045,0.0
2023,,,,ES20045,PER_100000_POP,ES20045,0.0
2022,,,,ES20045,PER_100000_POP,ES20045,0.0
2013,,,,ES20045,PER_100000_POP,ES20045,0.0
2016,,,,ES20045,PER_100000_POP,ES20045,0.0
2020,,,,ES20045,PER_100000_POP,ES20045,0.0
2013,,,,ES01901,PER_100000_POP,ES01901,0.0
2023,,,,ES01901,PER_100000_POP,ES01901,0.0
2011,,,,ES01901,PER_100000_POP,ES01901,0.0
2010,,,,ES01901,PER_100000_POP,ES01901,0.0
2017,,,,ES01901,PER_100000_POP,ES01901,0.0
2018,,,,ES01901,PER_100000_POP,ES01901,0.0
2019,,,,ES01901,PER_100000_POP,ES01901,0.0
2020,,,,ES01901,PER_100000_POP,ES01901,0.0
2014,,,,ES01901,PER_100000_POP,ES01901,0.0
2022,,,,ES01901,PER_100000_POP,ES01901,0.0
2021,,,,ES01901,PER_100000_POP,ES01901,0.0
2015,,,,ES01901,PER_100000_POP,ES01901,0.0
2012,,,,ES01901,PER_100000_POP,ES01901,0.0
2016,,,,ES01901,PER_100000_POP,ES01901,0.0
2017,,,,ES20046,PER_100000_POP,ES20046,0.0
2013,,,,ES20046,PER_100000_POP,ES20046,0.0
2022,,,,ES20046,PER_100000_POP,ES20046,0.0
2023,,,,ES20046,PER_100000_POP,ES20046,0.0
2014,,,,ES20046,PER_100000_POP,ES20046,0.0
2011,,,,ES20046,PER_100000_POP,ES20046,0.0
2015,,,,ES20046,PER_100000_POP,ES20046,0.0
2021,,,,ES20046,PER_100000_POP,ES20046,0.0
2012,,,,ES20046,PER_100000_POP,ES20046,0.0
2016,,,,ES20046,PER_100000_POP,ES20046,0.0
2019,,,,ES20046,PER_100000_POP,ES20046,0.0
2020,,,,ES20046,PER_100000_POP,ES20046,0.0
2018,,,,ES20046,PER_100000_POP,ES20046,0.0
2010,,,,ES20046,PER_100000_POP,ES20046,0.0
2012,,,,ES01027,PER_100000_POP,ES01027,0.0
2015,,,,ES01027,PER_100000_POP,ES01027,0.0
2021,,,,ES01027,PER_100000_POP,ES01027,0.0
2017,,,,ES01027,PER_100000_POP,ES01027,0.0
2016,,,,ES01027,PER_100000_POP,ES01027,184.67
2010,,,,ES01027,PER_100000_POP,ES01027,0.0
2020,,,,ES01027,PER_100000_POP,ES01027,0.0
2014,,,,ES01027,PER_100000_POP,ES01027,0.0
2019,,,,ES01027,PER_100000_POP,ES01027,0.0
2011,,,,ES01027,PER_100000_POP,ES01027,0.0
2022,,,,ES01027,PER_100000_POP,ES01027,0.0
2023,,,,ES01027,PER_100000_POP,ES01027,0.0
2013,,,,ES01027,PER_100000_POP,ES01027,0.0
2018,,,,ES01027,PER_100000_POP,ES01027,0.0
2013,,,,ES48049,PER_100000_POP,ES48049,0.0
2014,,,,ES48049,PER_100000_POP,ES48049,0.0
2011,,,,ES48049,PER_100000_POP,ES48049,0.0
2020,,,,ES48049,PER_100000_POP,ES48049,0.0
2012,,,,ES48049,PER_100000_POP,ES48049,0.0
2022,,,,ES48049,PER_100000_POP,ES48049,0.0
2021,,,,ES48049,PER_100000_POP,ES48049,0.0
2016,,,,ES48049,PER_100000_POP,ES48049,0.0
2023,,,,ES48049,PER_100000_POP,ES48049,0.0
2010,,,,ES48049,PER_100000_POP,ES48049,0.0
2017,,,,ES48049,PER_100000_POP,ES48049,0.0
2019,,,,ES48049,PER_100000_POP,ES48049,0.0
2015,,,,ES48049,PER_100000_POP,ES48049,0.0
2018,,,,ES48049,PER_100000_POP,ES48049,0.0
2017,,,,ES20047,PER_100000_POP,ES20047,0.0
2014,,,,ES20047,PER_100000_POP,ES20047,0.0
2019,,,,ES20047,PER_100000_POP,ES20047,0.0
2011,,,,ES20047,PER_100000_POP,ES20047,0.0
2020,,,,ES20047,PER_100000_POP,ES20047,0.0
2013,,,,ES20047,PER_100000_POP,ES20047,0.0
2021,,,,ES20047,PER_100000_POP,ES20047,0.0
2022,,,,ES20047,PER_100000_POP,ES20047,0.0
2016,,,,ES20047,PER_100000_POP,ES20047,0.0
2012,,,,ES20047,PER_100000_POP,ES20047,0.0
2023,,,,ES20047,PER_100000_POP,ES20047,0.0
2018,,,,ES20047,PER_100000_POP,ES20047,0.0
2015,,,,ES20047,PER_100000_POP,ES20047,0.0
2010,,,,ES20047,PER_100000_POP,ES20047,0.0
2013,,,,ES48910,PER_100000_POP,ES48910,0.0
2014,,,,ES48910,PER_100000_POP,ES48910,0.0
2010,,,,ES48910,PER_100000_POP,ES48910,0.0
2022,,,,ES48910,PER_100000_POP,ES48910,0.0
2021,,,,ES48910,PER_100000_POP,ES48910,0.0
2019,,,,ES48910,PER_100000_POP,ES48910,0.0
2018,,,,ES48910,PER_100000_POP,ES48910,0.0
2011,,,,ES48910,PER_100000_POP,ES48910,0.0
2023,,,,ES48910,PER_100000_POP,ES48910,0.0
2012,,,,ES48910,PER_100000_POP,ES48910,0.0
2015,,,,ES48910,PER_100000_POP,ES48910,0.0
2016,,,,ES48910,PER_100000_POP,ES48910,0.0
2020,,,,ES48910,PER_100000_POP,ES48910,0.0
2017,,,,ES48910,PER_100000_POP,ES48910,0.0
2020,,,,ES48050,PER_100000_POP,ES48050,0.0
2019,,,,ES48050,PER_100000_POP,ES48050,0.0
2015,,,,ES48050,PER_100000_POP,ES48050,0.0
2021,,,,ES48050,PER_100000_POP,ES48050,0.0
2018,,,,ES48050,PER_100000_POP,ES48050,0.0
2023,,,,ES48050,PER_100000_POP,ES48050,0.0
2014,,,,ES48050,PER_100000_POP,ES48050,0.0
2022,,,,ES48050,PER_100000_POP,ES48050,0.0
2016,,,,ES48050,PER_100000_POP,ES48050,0.0
2011,,,,ES48050,PER_100000_POP,ES48050,0.0
2010,,,,ES48050,PER_100000_POP,ES48050,0.0
2013,,,,ES48050,PER_100000_POP,ES48050,0.0
2012,,,,ES48050,PER_100000_POP,ES48050,0.0
2017,,,,ES48050,PER_100000_POP,ES48050,0.0
2012,,,,ES48022,PER_100000_POP,ES48022,0.0
2023,,,,ES48022,PER_100000_POP,ES48022,0.0
2019,,,,ES48022,PER_100000_POP,ES48022,0.0
2022,,,,ES48022,PER_100000_POP,ES48022,0.0
2014,,,,ES48022,PER_100000_POP,ES48022,0.0
2020,,,,ES48022,PER_100000_POP,ES48022,0.0
2015,,,,ES48022,PER_100000_POP,ES48022,0.0
2011,,,,ES48022,PER_100000_POP,ES48022,0.0
2013,,,,ES48022,PER_100000_POP,ES48022,0.0
2016,,,,ES48022,PER_100000_POP,ES48022,0.0
2010,,,,ES48022,PER_100000_POP,ES48022,0.0
2017,,,,ES48022,PER_100000_POP,ES48022,0.0
2021,,,,ES48022,PER_100000_POP,ES48022,0.0
2018,,,,ES48022,PER_100000_POP,ES48022,0.0
2010,,,,ES48907,PER_100000_POP,ES48907,0.0
2020,,,,ES48907,PER_100000_POP,ES48907,0.0
2015,,,,ES48907,PER_100000_POP,ES48907,0.0
2014,,,,ES48907,PER_100000_POP,ES48907,0.0
2016,,,,ES48907,PER_100000_POP,ES48907,0.0
2017,,,,ES48907,PER_100000_POP,ES48907,0.0
2019,,,,ES48907,PER_100000_POP,ES48907,0.0
2018,,,,ES48907,PER_100000_POP,ES48907,0.0
2012,,,,ES48907,PER_100000_POP,ES48907,0.0
2011,,,,ES48907,PER_100000_POP,ES48907,0.0
2021,,,,ES48907,PER_100000_POP,ES48907,0.0
2023,,,,ES48907,PER_100000_POP,ES48907,0.0
2022,,,,ES48907,PER_100000_POP,ES48907,0.0
2013,,,,ES48907,PER_100000_POP,ES48907,0.0
2022,,,,ES01019,PER_100000_POP,ES01019,0.0
2015,,,,ES01019,PER_100000_POP,ES01019,0.0
2010,,,,ES01019,PER_100000_POP,ES01019,0.0
2020,,,,ES01019,PER_100000_POP,ES01019,0.0
2023,,,,ES01019,PER_100000_POP,ES01019,0.0
2011,,,,ES01019,PER_100000_POP,ES01019,0.0
2014,,,,ES01019,PER_100000_POP,ES01019,0.0
2019,,,,ES01019,PER_100000_POP,ES01019,0.0
2012,,,,ES01019,PER_100000_POP,ES01019,0.0
2016,,,,ES01019,PER_100000_POP,ES01019,0.0
2018,,,,ES01019,PER_100000_POP,ES01019,0.0
2021,,,,ES01019,PER_100000_POP,ES01019,0.0
2017,,,,ES01019,PER_100000_POP,ES01019,0.0
2013,,,,ES01019,PER_100000_POP,ES01019,0.0
2014,,,,ES01020,PER_100000_POP,ES01020,0.0
2013,,,,ES01020,PER_100000_POP,ES01020,0.0
2011,,,,ES01020,PER_100000_POP,ES01020,0.0
2010,,,,ES01020,PER_100000_POP,ES01020,0.0
2015,,,,ES01020,PER_100000_POP,ES01020,0.0
2017,,,,ES01020,PER_100000_POP,ES01020,0.0
2016,,,,ES01020,PER_100000_POP,ES01020,0.0
2012,,,,ES01020,PER_100000_POP,ES01020,0.0
2019,,,,ES01020,PER_100000_POP,ES01020,0.0
2018,,,,ES01020,PER_100000_POP,ES01020,0.0
2022,,,,ES01020,PER_100000_POP,ES01020,0.0
2020,,,,ES01020,PER_100000_POP,ES01020,0.0
2023,,,,ES01020,PER_100000_POP,ES01020,0.0
2021,,,,ES01020,PER_100000_POP,ES01020,0.0
2020,,,,ES01028,PER_100000_POP,ES01028,0.0
2019,,,,ES01028,PER_100000_POP,ES01028,0.0
2022,,,,ES01028,PER_100000_POP,ES01028,0.0
2012,,,,ES01028,PER_100000_POP,ES01028,0.0
2021,,,,ES01028,PER_100000_POP,ES01028,0.0
2014,,,,ES01028,PER_100000_POP,ES01028,0.0
2011,,,,ES01028,PER_100000_POP,ES01028,0.0
2023,,,,ES01028,PER_100000_POP,ES01028,0.0
2017,,,,ES01028,PER_100000_POP,ES01028,0.0
2015,,,,ES01028,PER_100000_POP,ES01028,0.0
2016,,,,ES01028,PER_100000_POP,ES01028,0.0
2018,,,,ES01028,PER_100000_POP,ES01028,0.0
2013,,,,ES01028,PER_100000_POP,ES01028,0.0
2010,,,,ES01028,PER_100000_POP,ES01028,0.0
2013,,,,ES01030,PER_100000_POP,ES01030,0.0
2010,,,,ES01030,PER_100000_POP,ES01030,0.0
2014,,,,ES01030,PER_100000_POP,ES01030,0.0
2012,,,,ES01030,PER_100000_POP,ES01030,0.0
2016,,,,ES01030,PER_100000_POP,ES01030,0.0
2015,,,,ES01030,PER_100000_POP,ES01030,0.0
2021,,,,ES01030,PER_100000_POP,ES01030,0.0
2023,,,,ES01030,PER_100000_POP,ES01030,0.0
2017,,,,ES01030,PER_100000_POP,ES01030,0.0
2011,,,,ES01030,PER_100000_POP,ES01030,0.0
2018,,,,ES01030,PER_100000_POP,ES01030,0.0
2019,,,,ES01030,PER_100000_POP,ES01030,0.0
2020,,,,ES01030,PER_100000_POP,ES01030,0.0
2022,,,,ES01030,PER_100000_POP,ES01030,0.0
2014,,,,ES01031,PER_100000_POP,ES01031,0.0
2010,,,,ES01031,PER_100000_POP,ES01031,0.0
2022,,,,ES01031,PER_100000_POP,ES01031,0.0
2015,,,,ES01031,PER_100000_POP,ES01031,0.0
2012,,,,ES01031,PER_100000_POP,ES01031,0.0
2020,,,,ES01031,PER_100000_POP,ES01031,0.0
2011,,,,ES01031,PER_100000_POP,ES01031,0.0
2017,,,,ES01031,PER_100000_POP,ES01031,0.0
2013,,,,ES01031,PER_100000_POP,ES01031,0.0
2021,,,,ES01031,PER_100000_POP,ES01031,0.0
2019,,,,ES01031,PER_100000_POP,ES01031,0.0
2023,,,,ES01031,PER_100000_POP,ES01031,0.0
2018,,,,ES01031,PER_100000_POP,ES01031,0.0
2016,,,,ES01031,PER_100000_POP,ES01031,0.0
2018,,,,ES01032,PER_100000_POP,ES01032,0.0
2022,,,,ES01032,PER_100000_POP,ES01032,0.0
2013,,,,ES01032,PER_100000_POP,ES01032,0.0
2023,,,,ES01032,PER_100000_POP,ES01032,0.0
2015,,,,ES01032,PER_100000_POP,ES01032,0.0
2020,,,,ES01032,PER_100000_POP,ES01032,0.0
2017,,,,ES01032,PER_100000_POP,ES01032,0.0
2019,,,,ES01032,PER_100000_POP,ES01032,0.0
2014,,,,ES01032,PER_100000_POP,ES01032,0.0
2011,,,,ES01032,PER_100000_POP,ES01032,0.0
2012,,,,ES01032,PER_100000_POP,ES01032,0.0
2016,,,,ES01032,PER_100000_POP,ES01032,0.0
2021,,,,ES01032,PER_100000_POP,ES01032,0.0
2010,,,,ES01032,PER_100000_POP,ES01032,0.0
2012,,,,ES48051,PER_100000_POP,ES48051,0.0
2021,,,,ES48051,PER_100000_POP,ES48051,0.0
2020,,,,ES48051,PER_100000_POP,ES48051,0.0
2011,,,,ES48051,PER_100000_POP,ES48051,0.0
2013,,,,ES48051,PER_100000_POP,ES48051,0.0
2014,,,,ES48051,PER_100000_POP,ES48051,0.0
2015,,,,ES48051,PER_100000_POP,ES48051,0.0
2017,,,,ES48051,PER_100000_POP,ES48051,0.0
2010,,,,ES48051,PER_100000_POP,ES48051,0.0
2022,,,,ES48051,PER_100000_POP,ES48051,0.0
2023,,,,ES48051,PER_100000_POP,ES48051,0.0
2019,,,,ES48051,PER_100000_POP,ES48051,0.0
2018,,,,ES48051,PER_100000_POP,ES48051,0.0
2016,,,,ES48051,PER_100000_POP,ES48051,0.0
2020,,,,ES01902,PER_100000_POP,ES01902,0.0
2017,,,,ES01902,PER_100000_POP,ES01902,0.0
2015,,,,ES01902,PER_100000_POP,ES01902,0.0
2010,,,,ES01902,PER_100000_POP,ES01902,0.0
2022,,,,ES01902,PER_100000_POP,ES01902,0.0
2021,,,,ES01902,PER_100000_POP,ES01902,0.0
2011,,,,ES01902,PER_100000_POP,ES01902,0.0
2013,,,,ES01902,PER_100000_POP,ES01902,0.0
2012,,,,ES01902,PER_100000_POP,ES01902,0.0
2018,,,,ES01902,PER_100000_POP,ES01902,0.0
2014,,,,ES01902,PER_100000_POP,ES01902,0.0
2023,,,,ES01902,PER_100000_POP,ES01902,0.0
2016,,,,ES01902,PER_100000_POP,ES01902,0.0
2019,,,,ES01902,PER_100000_POP,ES01902,0.0
2023,,,,ES01033,PER_100000_POP,ES01033,0.0
2013,,,,ES01033,PER_100000_POP,ES01033,0.0
2020,,,,ES01033,PER_100000_POP,ES01033,0.0
2012,,,,ES01033,PER_100000_POP,ES01033,0.0
2018,,,,ES01033,PER_100000_POP,ES01033,0.0
2016,,,,ES01033,PER_100000_POP,ES01033,0.0
2011,,,,ES01033,PER_100000_POP,ES01033,0.0
2015,,,,ES01033,PER_100000_POP,ES01033,0.0
2014,,,,ES01033,PER_100000_POP,ES01033,0.0
2021,,,,ES01033,PER_100000_POP,ES01033,0.0
2017,,,,ES01033,PER_100000_POP,ES01033,0.0
2022,,,,ES01033,PER_100000_POP,ES01033,0.0
2019,,,,ES01033,PER_100000_POP,ES01033,0.0
2010,,,,ES01033,PER_100000_POP,ES01033,0.0
2020,,,,ES48052,PER_100000_POP,ES48052,0.0
2016,,,,ES48052,PER_100000_POP,ES48052,0.0
2012,,,,ES48052,PER_100000_POP,ES48052,0.0
2011,,,,ES48052,PER_100000_POP,ES48052,0.0
2017,,,,ES48052,PER_100000_POP,ES48052,0.0
2014,,,,ES48052,PER_100000_POP,ES48052,0.0
2010,,,,ES48052,PER_100000_POP,ES48052,0.0
2023,,,,ES48052,PER_100000_POP,ES48052,0.0
2013,,,,ES48052,PER_100000_POP,ES48052,0.0
2022,,,,ES48052,PER_100000_POP,ES48052,0.0
2015,,,,ES48052,PER_100000_POP,ES48052,0.0
2018,,,,ES48052,PER_100000_POP,ES48052,0.0
2021,,,,ES48052,PER_100000_POP,ES48052,0.0
2019,,,,ES48052,PER_100000_POP,ES48052,0.0
2015,,,,ES20048,PER_100000_POP,ES20048,0.0
2012,,,,ES20048,PER_100000_POP,ES20048,0.0
2010,,,,ES20048,PER_100000_POP,ES20048,0.0
2017,,,,ES20048,PER_100000_POP,ES20048,0.0
2021,,,,ES20048,PER_100000_POP,ES20048,0.0
2022,,,,ES20048,PER_100000_POP,ES20048,0.0
2016,,,,ES20048,PER_100000_POP,ES20048,0.0
2023,,,,ES20048,PER_100000_POP,ES20048,0.0
2014,,,,ES20048,PER_100000_POP,ES20048,0.0
2019,,,,ES20048,PER_100000_POP,ES20048,0.0
2020,,,,ES20048,PER_100000_POP,ES20048,0.0
2011,,,,ES20048,PER_100000_POP,ES20048,0.0
2018,,,,ES20048,PER_100000_POP,ES20048,0.0
2013,,,,ES20048,PER_100000_POP,ES20048,0.0
2021,,,,ES20902,PER_100000_POP,ES20902,0.0
2018,,,,ES20902,PER_100000_POP,ES20902,0.0
2015,,,,ES20902,PER_100000_POP,ES20902,0.0
2014,,,,ES20902,PER_100000_POP,ES20902,0.0
2013,,,,ES20902,PER_100000_POP,ES20902,0.0
2022,,,,ES20902,PER_100000_POP,ES20902,0.0
2012,,,,ES20902,PER_100000_POP,ES20902,0.0
2023,,,,ES20902,PER_100000_POP,ES20902,0.0
2011,,,,ES20902,PER_100000_POP,ES20902,0.0
2019,,,,ES20902,PER_100000_POP,ES20902,0.0
2020,,,,ES20902,PER_100000_POP,ES20902,0.0
2016,,,,ES20902,PER_100000_POP,ES20902,0.0
2017,,,,ES20902,PER_100000_POP,ES20902,0.0
2010,,,,ES20902,PER_100000_POP,ES20902,0.0
2017,,,,ES01036,PER_100000_POP,ES01036,0.0
2010,,,,ES01036,PER_100000_POP,ES01036,0.0
2011,,,,ES01036,PER_100000_POP,ES01036,0.0
2013,,,,ES01036,PER_100000_POP,ES01036,0.0
2023,,,,ES01036,PER_100000_POP,ES01036,0.0
2018,,,,ES01036,PER_100000_POP,ES01036,0.0
2020,,,,ES01036,PER_100000_POP,ES01036,0.0
2021,,,,ES01036,PER_100000_POP,ES01036,0.0
2022,,,,ES01036,PER_100000_POP,ES01036,0.0
2019,,,,ES01036,PER_100000_POP,ES01036,0.0
2014,,,,ES01036,PER_100000_POP,ES01036,0.0
2012,,,,ES01036,PER_100000_POP,ES01036,0.0
2016,,,,ES01036,PER_100000_POP,ES01036,0.0
2015,,,,ES01036,PER_100000_POP,ES01036,0.0
2018,,,,ES48053,PER_100000_POP,ES48053,0.0
2015,,,,ES48053,PER_100000_POP,ES48053,0.0
2016,,,,ES48053,PER_100000_POP,ES48053,0.0
2010,,,,ES48053,PER_100000_POP,ES48053,0.0
2014,,,,ES48053,PER_100000_POP,ES48053,0.0
2011,,,,ES48053,PER_100000_POP,ES48053,0.0
2012,,,,ES48053,PER_100000_POP,ES48053,0.0
2019,,,,ES48053,PER_100000_POP,ES48053,0.0
2017,,,,ES48053,PER_100000_POP,ES48053,0.0
2022,,,,ES48053,PER_100000_POP,ES48053,0.0
2013,,,,ES48053,PER_100000_POP,ES48053,0.0
2020,,,,ES48053,PER_100000_POP,ES48053,0.0
2021,,,,ES48053,PER_100000_POP,ES48053,0.0
2023,,,,ES48053,PER_100000_POP,ES48053,0.0
2019,,,,ES20049,PER_100000_POP,ES20049,0.0
2018,,,,ES20049,PER_100000_POP,ES20049,0.0
2020,,,,ES20049,PER_100000_POP,ES20049,0.0
2011,,,,ES20049,PER_100000_POP,ES20049,0.0
2022,,,,ES20049,PER_100000_POP,ES20049,0.0
2021,,,,ES20049,PER_100000_POP,ES20049,0.0
2013,,,,ES20049,PER_100000_POP,ES20049,0.0
2012,,,,ES20049,PER_100000_POP,ES20049,0.0
2016,,,,ES20049,PER_100000_POP,ES20049,0.0
2010,,,,ES20049,PER_100000_POP,ES20049,0.0
2023,,,,ES20049,PER_100000_POP,ES20049,0.0
2017,,,,ES20049,PER_100000_POP,ES20049,0.0
2015,,,,ES20049,PER_100000_POP,ES20049,0.0
2014,,,,ES20049,PER_100000_POP,ES20049,0.0
2019,,,,ES20050,PER_100000_POP,ES20050,0.0
2016,,,,ES20050,PER_100000_POP,ES20050,0.0
2021,,,,ES20050,PER_100000_POP,ES20050,0.0
2023,,,,ES20050,PER_100000_POP,ES20050,0.0
2012,,,,ES20050,PER_100000_POP,ES20050,0.0
2011,,,,ES20050,PER_100000_POP,ES20050,0.0
2010,,,,ES20050,PER_100000_POP,ES20050,0.0
2022,,,,ES20050,PER_100000_POP,ES20050,0.0
2017,,,,ES20050,PER_100000_POP,ES20050,0.0
2013,,,,ES20050,PER_100000_POP,ES20050,0.0
2015,,,,ES20050,PER_100000_POP,ES20050,0.0
2018,,,,ES20050,PER_100000_POP,ES20050,0.0
2014,,,,ES20050,PER_100000_POP,ES20050,0.0
2020,,,,ES20050,PER_100000_POP,ES20050,0.0
2016,,,,ES20051,PER_100000_POP,ES20051,0.0
2010,,,,ES20051,PER_100000_POP,ES20051,0.0
2022,,,,ES20051,PER_100000_POP,ES20051,0.0
2018,,,,ES20051,PER_100000_POP,ES20051,0.0
2021,,,,ES20051,PER_100000_POP,ES20051,0.0
2012,,,,ES20051,PER_100000_POP,ES20051,0.0
2019,,,,ES20051,PER_100000_POP,ES20051,0.0
2023,,,,ES20051,PER_100000_POP,ES20051,0.0
2011,,,,ES20051,PER_100000_POP,ES20051,0.0
2020,,,,ES20051,PER_100000_POP,ES20051,0.0
2017,,,,ES20051,PER_100000_POP,ES20051,0.0
2014,,,,ES20051,PER_100000_POP,ES20051,0.0
2015,,,,ES20051,PER_100000_POP,ES20051,0.0
2013,,,,ES20051,PER_100000_POP,ES20051,0.0
2021,,,,ES20052,PER_100000_POP,ES20052,0.0
2014,,,,ES20052,PER_100000_POP,ES20052,0.0
2020,,,,ES20052,PER_100000_POP,ES20052,0.0
2018,,,,ES20052,PER_100000_POP,ES20052,0.0
2015,,,,ES20052,PER_100000_POP,ES20052,0.0
2022,,,,ES20052,PER_100000_POP,ES20052,0.0
2012,,,,ES20052,PER_100000_POP,ES20052,0.0
2017,,,,ES20052,PER_100000_POP,ES20052,0.0
2019,,,,ES20052,PER_100000_POP,ES20052,0.0
2016,,,,ES20052,PER_100000_POP,ES20052,0.0
2023,,,,ES20052,PER_100000_POP,ES20052,0.0
2013,,,,ES20052,PER_100000_POP,ES20052,0.0
2011,,,,ES20052,PER_100000_POP,ES20052,0.0
2010,,,,ES20052,PER_100000_POP,ES20052,0.0
2012,,,,ES01058,PER_100000_POP,ES01058,0.0
2020,,,,ES01058,PER_100000_POP,ES01058,0.0
2013,,,,ES01058,PER_100000_POP,ES01058,0.0
2011,,,,ES01058,PER_100000_POP,ES01058,0.0
2017,,,,ES01058,PER_100000_POP,ES01058,0.0
2021,,,,ES01058,PER_100000_POP,ES01058,0.0
2014,,,,ES01058,PER_100000_POP,ES01058,0.0
2023,,,,ES01058,PER_100000_POP,ES01058,0.0
2019,,,,ES01058,PER_100000_POP,ES01058,0.0
2015,,,,ES01058,PER_100000_POP,ES01058,0.0
2010,,,,ES01058,PER_100000_POP,ES01058,0.0
2018,,,,ES01058,PER_100000_POP,ES01058,0.0
2016,,,,ES01058,PER_100000_POP,ES01058,0.0
2022,,,,ES01058,PER_100000_POP,ES01058,0.0
2013,,,,ES20068,PER_100000_POP,ES20068,0.0
2021,,,,ES20068,PER_100000_POP,ES20068,0.0
2014,,,,ES20068,PER_100000_POP,ES20068,0.0
2012,,,,ES20068,PER_100000_POP,ES20068,0.0
2010,,,,ES20068,PER_100000_POP,ES20068,0.0
2015,,,,ES20068,PER_100000_POP,ES20068,0.0
2011,,,,ES20068,PER_100000_POP,ES20068,0.0
2019,,,,ES20068,PER_100000_POP,ES20068,0.0
2016,,,,ES20068,PER_100000_POP,ES20068,0.0
2020,,,,ES20068,PER_100000_POP,ES20068,0.0
2018,,,,ES20068,PER_100000_POP,ES20068,0.0
2017,,,,ES20068,PER_100000_POP,ES20068,0.0
2022,,,,ES20068,PER_100000_POP,ES20068,0.0
2023,,,,ES20068,PER_100000_POP,ES20068,0.0
2023,,,,ES48054,PER_100000_POP,ES48054,0.0
2014,,,,ES48054,PER_100000_POP,ES48054,0.0
2019,,,,ES48054,PER_100000_POP,ES48054,0.0
2015,,,,ES48054,PER_100000_POP,ES48054,0.0
2013,,,,ES48054,PER_100000_POP,ES48054,0.0
2016,,,,ES48054,PER_100000_POP,ES48054,0.0
2022,,,,ES48054,PER_100000_POP,ES48054,0.0
2010,,,,ES48054,PER_100000_POP,ES48054,0.0
2021,,,,ES48054,PER_100000_POP,ES48054,0.0
2012,,,,ES48054,PER_100000_POP,ES48054,0.0
2020,,,,ES48054,PER_100000_POP,ES48054,0.0
2018,,,,ES48054,PER_100000_POP,ES48054,0.0
2011,,,,ES48054,PER_100000_POP,ES48054,0.0
2017,,,,ES48054,PER_100000_POP,ES48054,0.0
2014,,,,ES48057,PER_100000_POP,ES48057,0.0
2021,,,,ES48057,PER_100000_POP,ES48057,0.0
2013,,,,ES48057,PER_100000_POP,ES48057,0.0
2017,,,,ES48057,PER_100000_POP,ES48057,0.0
2012,,,,ES48057,PER_100000_POP,ES48057,0.0
2010,,,,ES48057,PER_100000_POP,ES48057,13.52
2016,,,,ES48057,PER_100000_POP,ES48057,0.0
2015,,,,ES48057,PER_100000_POP,ES48057,0.0
2011,,,,ES48057,PER_100000_POP,ES48057,0.0
2019,,,,ES48057,PER_100000_POP,ES48057,0.0
2022,,,,ES48057,PER_100000_POP,ES48057,0.0
2018,,,,ES48057,PER_100000_POP,ES48057,0.0
2023,,,,ES48057,PER_100000_POP,ES48057,0.0
2020,,,,ES48057,PER_100000_POP,ES48057,0.0
2013,,,,ES48055,PER_100000_POP,ES48055,0.0
2021,,,,ES48055,PER_100000_POP,ES48055,0.0
2015,,,,ES48055,PER_100000_POP,ES48055,0.0
2014,,,,ES48055,PER_100000_POP,ES48055,0.0
2023,,,,ES48055,PER_100000_POP,ES48055,0.0
2012,,,,ES48055,PER_100000_POP,ES48055,0.0
2018,,,,ES48055,PER_100000_POP,ES48055,0.0
2019,,,,ES48055,PER_100000_POP,ES48055,0.0
2017,,,,ES48055,PER_100000_POP,ES48055,0.0
2020,,,,ES48055,PER_100000_POP,ES48055,0.0
2010,,,,ES48055,PER_100000_POP,ES48055,0.0
2016,,,,ES48055,PER_100000_POP,ES48055,0.0
2022,,,,ES48055,PER_100000_POP,ES48055,0.0
2011,,,,ES48055,PER_100000_POP,ES48055,0.0
2023,,,,ES48056,PER_100000_POP,ES48056,0.0
2021,,,,ES48056,PER_100000_POP,ES48056,0.0
2010,,,,ES48056,PER_100000_POP,ES48056,0.0
2015,,,,ES48056,PER_100000_POP,ES48056,0.0
2011,,,,ES48056,PER_100000_POP,ES48056,0.0
2017,,,,ES48056,PER_100000_POP,ES48056,0.0
2018,,,,ES48056,PER_100000_POP,ES48056,0.0
2012,,,,ES48056,PER_100000_POP,ES48056,0.0
2022,,,,ES48056,PER_100000_POP,ES48056,0.0
2014,,,,ES48056,PER_100000_POP,ES48056,0.0
2019,,,,ES48056,PER_100000_POP,ES48056,0.0
2020,,,,ES48056,PER_100000_POP,ES48056,0.0
2016,,,,ES48056,PER_100000_POP,ES48056,0.0
2013,,,,ES48056,PER_100000_POP,ES48056,0.0
2019,,,,ES01034,PER_100000_POP,ES01034,0.0
2015,,,,ES01034,PER_100000_POP,ES01034,0.0
2023,,,,ES01034,PER_100000_POP,ES01034,0.0
2013,,,,ES01034,PER_100000_POP,ES01034,0.0
2021,,,,ES01034,PER_100000_POP,ES01034,0.0
2014,,,,ES01034,PER_100000_POP,ES01034,0.0
2016,,,,ES01034,PER_100000_POP,ES01034,0.0
2022,,,,ES01034,PER_100000_POP,ES01034,0.0
2020,,,,ES01034,PER_100000_POP,ES01034,0.0
2011,,,,ES01034,PER_100000_POP,ES01034,0.0
2012,,,,ES01034,PER_100000_POP,ES01034,0.0
2010,,,,ES01034,PER_100000_POP,ES01034,0.0
2018,,,,ES01034,PER_100000_POP,ES01034,0.0
