Year,Series,Units,Value
2011,EU_ODA_EUR,EUR_1000000,67.21
2014,EU_ODA_EUR,EUR_1000000,49.62
2017,EU_ODA_EUR,EUR_1000000,65.96
2020,EU_ODA_EUR,EUR_1000000,65.98
2010,EU_ODA_EUR,EUR_1000000,70.73
2022,EU_ODA_EUR,EUR_1000000,78.48
2015,EU_ODA_EUR,EUR_1000000,49.43
2016,EU_ODA_EUR,EUR_1000000,52.35
2021,EU_ODA_EUR,EUR_1000000,73.9
2018,EU_ODA_EUR,EUR_1000000,60.66
2012,EU_ODA_EUR,EUR_1000000,61.89
2019,EU_ODA_EUR,EUR_1000000,63.9
2013,EU_ODA_EUR,EUR_1000000,40.98
2010,EU_ODA_GDP,PT,0.11
2011,EU_ODA_GDP,PT,0.1
2012,EU_ODA_GDP,PT,0.09
2013,EU_ODA_GDP,PT,0.06
2014,EU_ODA_GDP,PT,0.07
2015,EU_ODA_GDP,PT,0.07
2016,EU_ODA_GDP,PT,0.07
2017,EU_ODA_GDP,PT,0.09
2018,EU_ODA_GDP,PT,0.08
2019,EU_ODA_GDP,PT,0.08
2020,EU_ODA_GDP,PT,0.09
2021,EU_ODA_GDP,PT,0.09
2022,EU_ODA_GDP,PT,0.09
