Year,Series,Sexo,EmpCont,Territorio,Comarca,Municipio,Units,GeoCode,Value
2023,EU_EMP_LFS,F,,,,ES01059,PT,ES01059,71.3
2020,EU_EMP_LFS,F,,,,ES01059,PT,ES01059,68.9
2021,EU_EMP_LFS,F,,,,ES01059,PT,ES01059,68.1
2019,EU_EMP_LFS,F,,,,ES01059,PT,ES01059,68.1
2010,EU_EMP_LFS,F,,,,ES01059,PT,ES01059,62.0
2015,EU_EMP_LFS,F,,,,ES01059,PT,ES01059,65.4
2018,EU_EMP_LFS,F,,,,ES01059,PT,ES01059,66.7
2022,EU_EMP_LFS,F,,,,ES01059,PT,ES01059,70.3
2021,EU_EMP_LFS,F,,,,ES01060,PT,ES01060,52.2
2020,EU_EMP_LFS,F,,,,ES01060,PT,ES01060,45.3
2019,EU_EMP_LFS,F,,,,ES01060,PT,ES01060,50.8
2016,EU_EMP_LFS,F,,,,ES01060,PT,ES01060,54.3
2015,EU_EMP_LFS,F,,,,ES01060,PT,ES01060,52.1
2023,EU_EMP_LFS,F,,,,ES01060,PT,ES01060,63.9
2010,EU_EMP_LFS,F,,,,ES01060,PT,ES01060,54.1
2018,EU_EMP_LFS,F,,,,ES01060,PT,ES01060,54.5
2022,EU_EMP_LFS,F,,,,ES01060,PT,ES01060,47.6
2022,EU_EMP_LFS,F,,,,ES48095,PT,ES48095,70.9
2020,EU_EMP_LFS,F,,,,ES48095,PT,ES48095,67.0
2015,EU_EMP_LFS,F,,,,ES48095,PT,ES48095,59.9
2018,EU_EMP_LFS,F,,,,ES48095,PT,ES48095,64.3
2019,EU_EMP_LFS,F,,,,ES48095,PT,ES48095,65.9
2023,EU_EMP_LFS,F,,,,ES48095,PT,ES48095,72.5
2016,EU_EMP_LFS,F,,,,ES48095,PT,ES48095,59.7
2010,EU_EMP_LFS,F,,,,ES48095,PT,ES48095,58.3
2021,EU_EMP_LFS,F,,,,ES48095,PT,ES48095,65.4
2023,EU_EMP_LFS,F,,,,ES20078,PT,ES20078,70.8
2020,EU_EMP_LFS,F,,,,ES20078,PT,ES20078,68.8
2016,EU_EMP_LFS,F,,,,ES20078,PT,ES20078,64.4
2021,EU_EMP_LFS,F,,,,ES20078,PT,ES20078,65.7
2019,EU_EMP_LFS,F,,,,ES20078,PT,ES20078,64.3
2010,EU_EMP_LFS,F,,,,ES20078,PT,ES20078,62.8
2015,EU_EMP_LFS,F,,,,ES20078,PT,ES20078,64.7
2018,EU_EMP_LFS,F,,,,ES20078,PT,ES20078,65.7
2022,EU_EMP_LFS,F,,,,ES20078,PT,ES20078,68.4
2019,EU_EMP_LFS,F,,,,ES01061,PT,ES01061,75.9
2018,EU_EMP_LFS,F,,,,ES01061,PT,ES01061,70.9
2015,EU_EMP_LFS,F,,,,ES01061,PT,ES01061,74.2
2022,EU_EMP_LFS,F,,,,ES01061,PT,ES01061,82.1
2010,EU_EMP_LFS,F,,,,ES01061,PT,ES01061,67.2
2021,EU_EMP_LFS,F,,,,ES01061,PT,ES01061,78.5
2023,EU_EMP_LFS,F,,,,ES01061,PT,ES01061,85.9
2020,EU_EMP_LFS,F,,,,ES01061,PT,ES01061,74.6
2016,EU_EMP_LFS,F,,,,ES01061,PT,ES01061,71.9
2019,EU_EMP_LFS,F,,,,ES48096,PT,ES48096,60.6
2022,EU_EMP_LFS,F,,,,ES48096,PT,ES48096,65.3
2010,EU_EMP_LFS,F,,,,ES48096,PT,ES48096,55.9
2015,EU_EMP_LFS,F,,,,ES48096,PT,ES48096,55.7
2023,EU_EMP_LFS,F,,,,ES48096,PT,ES48096,68.4
2021,EU_EMP_LFS,F,,,,ES48096,PT,ES48096,62.1
2020,EU_EMP_LFS,F,,,,ES48096,PT,ES48096,60.9
2016,EU_EMP_LFS,F,,,,ES48096,PT,ES48096,55.1
2018,EU_EMP_LFS,F,,,,ES48096,PT,ES48096,58.6
2010,EU_EMP_LFS,F,,,,ES01062,PT,ES01062,55.9
2021,EU_EMP_LFS,F,,,,ES01062,PT,ES01062,60.5
2018,EU_EMP_LFS,F,,,,ES01062,PT,ES01062,44.0
2023,EU_EMP_LFS,F,,,,ES01062,PT,ES01062,56.7
2019,EU_EMP_LFS,F,,,,ES01062,PT,ES01062,53.1
2020,EU_EMP_LFS,F,,,,ES01062,PT,ES01062,58.8
2022,EU_EMP_LFS,F,,,,ES01062,PT,ES01062,65.3
2016,EU_EMP_LFS,F,,,,ES01062,PT,ES01062,53.8
2015,EU_EMP_LFS,F,,,,ES01062,PT,ES01062,50.8
2023,EU_EMP_LFS,F,,,,ES48905,PT,ES48905,73.8
2018,EU_EMP_LFS,F,,,,ES48905,PT,ES48905,68.3
2021,EU_EMP_LFS,F,,,,ES48905,PT,ES48905,71.4
2019,EU_EMP_LFS,F,,,,ES48905,PT,ES48905,71.2
2010,EU_EMP_LFS,F,,,,ES48905,PT,ES48905,62.5
2016,EU_EMP_LFS,F,,,,ES48905,PT,ES48905,67.0
2022,EU_EMP_LFS,F,,,,ES48905,PT,ES48905,70.7
2020,EU_EMP_LFS,F,,,,ES48905,PT,ES48905,71.7
2015,EU_EMP_LFS,F,,,,ES48905,PT,ES48905,69.6
2023,EU_EMP_LFS,F,,,,ES48097,PT,ES48097,70.9
2019,EU_EMP_LFS,F,,,,ES48097,PT,ES48097,67.1
2021,EU_EMP_LFS,F,,,,ES48097,PT,ES48097,67.6
2022,EU_EMP_LFS,F,,,,ES48097,PT,ES48097,68.1
2010,EU_EMP_LFS,F,,,,ES48097,PT,ES48097,60.3
2018,EU_EMP_LFS,F,,,,ES48097,PT,ES48097,67.4
2015,EU_EMP_LFS,F,,,,ES48097,PT,ES48097,64.3
2016,EU_EMP_LFS,F,,,,ES48097,PT,ES48097,64.7
2020,EU_EMP_LFS,F,,,,ES48097,PT,ES48097,65.4
2019,EU_EMP_LFS,F,,,,ES20079,PT,ES20079,70.5
2023,EU_EMP_LFS,F,,,,ES20079,PT,ES20079,76.4
2015,EU_EMP_LFS,F,,,,ES20079,PT,ES20079,64.6
2022,EU_EMP_LFS,F,,,,ES20079,PT,ES20079,74.7
2020,EU_EMP_LFS,F,,,,ES20079,PT,ES20079,71.3
2010,EU_EMP_LFS,F,,,,ES20079,PT,ES20079,61.5
2018,EU_EMP_LFS,F,,,,ES20079,PT,ES20079,68.7
2016,EU_EMP_LFS,F,,,,ES20079,PT,ES20079,64.5
2021,EU_EMP_LFS,F,,,,ES20079,PT,ES20079,72.1
2015,EU_EMP_LFS,F,,,,ES48024,PT,ES48024,74.4
2020,EU_EMP_LFS,F,,,,ES48024,PT,ES48024,74.9
2016,EU_EMP_LFS,F,,,,ES48024,PT,ES48024,78.1
2023,EU_EMP_LFS,F,,,,ES48024,PT,ES48024,75.1
2019,EU_EMP_LFS,F,,,,ES48024,PT,ES48024,74.7
2022,EU_EMP_LFS,F,,,,ES48024,PT,ES48024,74.2
2021,EU_EMP_LFS,F,,,,ES48024,PT,ES48024,71.4
2018,EU_EMP_LFS,F,,,,ES48024,PT,ES48024,76.7
2010,EU_EMP_LFS,F,,,,ES48024,PT,ES48024,69.3
2019,EU_EMP_LFS,F,,,,ES48025,PT,ES48025,75.0
2010,EU_EMP_LFS,F,,,,ES48025,PT,ES48025,72.8
2023,EU_EMP_LFS,F,,,,ES48025,PT,ES48025,78.9
2016,EU_EMP_LFS,F,,,,ES48025,PT,ES48025,74.7
2021,EU_EMP_LFS,F,,,,ES48025,PT,ES48025,71.6
2020,EU_EMP_LFS,F,,,,ES48025,PT,ES48025,73.2
2022,EU_EMP_LFS,F,,,,ES48025,PT,ES48025,76.7
2018,EU_EMP_LFS,F,,,,ES48025,PT,ES48025,73.2
2015,EU_EMP_LFS,F,,,,ES48025,PT,ES48025,74.7
2019,EU_EMP_LFS,F,,,,ES20025,PT,ES20025,72.6
2010,EU_EMP_LFS,F,,,,ES20025,PT,ES20025,62.6
2016,EU_EMP_LFS,F,,,,ES20025,PT,ES20025,63.7
2020,EU_EMP_LFS,F,,,,ES20025,PT,ES20025,74.2
2015,EU_EMP_LFS,F,,,,ES20025,PT,ES20025,66.5
2021,EU_EMP_LFS,F,,,,ES20025,PT,ES20025,74.0
2023,EU_EMP_LFS,F,,,,ES20025,PT,ES20025,77.1
2018,EU_EMP_LFS,F,,,,ES20025,PT,ES20025,69.8
2022,EU_EMP_LFS,F,,,,ES20025,PT,ES20025,73.9
2018,EU_EMP_LFS,F,,,,ES20026,PT,ES20026,73.3
2022,EU_EMP_LFS,F,,,,ES20026,PT,ES20026,87.0
2016,EU_EMP_LFS,F,,,,ES20026,PT,ES20026,67.9
2020,EU_EMP_LFS,F,,,,ES20026,PT,ES20026,72.6
2015,EU_EMP_LFS,F,,,,ES20026,PT,ES20026,64.6
2023,EU_EMP_LFS,F,,,,ES20026,PT,ES20026,80.8
2010,EU_EMP_LFS,F,,,,ES20026,PT,ES20026,62.2
2021,EU_EMP_LFS,F,,,,ES20026,PT,ES20026,74.0
2019,EU_EMP_LFS,F,,,,ES20026,PT,ES20026,69.9
2022,EU_EMP_LFS,F,,,,ES20027,PT,ES20027,72.4
2019,EU_EMP_LFS,F,,,,ES20027,PT,ES20027,64.3
2021,EU_EMP_LFS,F,,,,ES20027,PT,ES20027,68.2
2023,EU_EMP_LFS,F,,,,ES20027,PT,ES20027,74.7
2015,EU_EMP_LFS,F,,,,ES20027,PT,ES20027,61.8
2010,EU_EMP_LFS,F,,,,ES20027,PT,ES20027,61.5
2020,EU_EMP_LFS,F,,,,ES20027,PT,ES20027,66.9
2018,EU_EMP_LFS,F,,,,ES20027,PT,ES20027,64.4
2016,EU_EMP_LFS,F,,,,ES20027,PT,ES20027,62.3
2019,EU_EMP_LFS,F,,,,ES48913,PT,ES48913,69.5
2021,EU_EMP_LFS,F,,,,ES48913,PT,ES48913,70.3
2016,EU_EMP_LFS,F,,,,ES48913,PT,ES48913,65.8
2023,EU_EMP_LFS,F,,,,ES48913,PT,ES48913,80.6
2018,EU_EMP_LFS,F,,,,ES48913,PT,ES48913,65.6
2015,EU_EMP_LFS,F,,,,ES48913,PT,ES48913,63.6
2022,EU_EMP_LFS,F,,,,ES48913,PT,ES48913,73.1
2020,EU_EMP_LFS,F,,,,ES48913,PT,ES48913,71.6
2010,EU_EMP_LFS,F,,,,ES48913,PT,ES48913,59.7
2018,EU_EMP_LFS,F,,,,ES01018,PT,ES01018,72.2
2021,EU_EMP_LFS,F,,,,ES01018,PT,ES01018,74.2
2020,EU_EMP_LFS,F,,,,ES01018,PT,ES01018,73.6
2016,EU_EMP_LFS,F,,,,ES01018,PT,ES01018,69.7
2023,EU_EMP_LFS,F,,,,ES01018,PT,ES01018,76.1
2010,EU_EMP_LFS,F,,,,ES01018,PT,ES01018,70.1
2015,EU_EMP_LFS,F,,,,ES01018,PT,ES01018,73.4
2019,EU_EMP_LFS,F,,,,ES01018,PT,ES01018,72.3
2022,EU_EMP_LFS,F,,,,ES01018,PT,ES01018,73.2
2010,EU_EMP_LFS,F,,,,ES48915,PT,ES48915,61.9
2016,EU_EMP_LFS,F,,,,ES48915,PT,ES48915,61.2
2020,EU_EMP_LFS,F,,,,ES48915,PT,ES48915,74.6
2022,EU_EMP_LFS,F,,,,ES48915,PT,ES48915,80.0
2023,EU_EMP_LFS,F,,,,ES48915,PT,ES48915,84.0
2019,EU_EMP_LFS,F,,,,ES48915,PT,ES48915,72.1
2015,EU_EMP_LFS,F,,,,ES48915,PT,ES48915,68.6
2018,EU_EMP_LFS,F,,,,ES48915,PT,ES48915,67.9
2021,EU_EMP_LFS,F,,,,ES48915,PT,ES48915,78.2
2018,EU_EMP_LFS,F,,,,ES20028,PT,ES20028,67.2
2019,EU_EMP_LFS,F,,,,ES20028,PT,ES20028,68.5
2021,EU_EMP_LFS,F,,,,ES20028,PT,ES20028,70.5
2010,EU_EMP_LFS,F,,,,ES20028,PT,ES20028,57.6
2022,EU_EMP_LFS,F,,,,ES20028,PT,ES20028,74.6
2023,EU_EMP_LFS,F,,,,ES20028,PT,ES20028,78.4
2016,EU_EMP_LFS,F,,,,ES20028,PT,ES20028,63.8
2015,EU_EMP_LFS,F,,,,ES20028,PT,ES20028,62.3
2020,EU_EMP_LFS,F,,,,ES20028,PT,ES20028,67.5
2015,EU_EMP_LFS,F,,,,ES01063,PT,ES01063,71.8
2021,EU_EMP_LFS,F,,,,ES01063,PT,ES01063,74.4
2020,EU_EMP_LFS,F,,,,ES01063,PT,ES01063,75.5
2018,EU_EMP_LFS,F,,,,ES01063,PT,ES01063,73.1
2016,EU_EMP_LFS,F,,,,ES01063,PT,ES01063,71.4
2023,EU_EMP_LFS,F,,,,ES01063,PT,ES01063,73.9
2010,EU_EMP_LFS,F,,,,ES01063,PT,ES01063,69.7
2019,EU_EMP_LFS,F,,,,ES01063,PT,ES01063,72.8
2022,EU_EMP_LFS,F,,,,ES01063,PT,ES01063,75.7
2021,EU_EMP_LFS,F,,,,ES20081,PT,ES20081,70.5
2020,EU_EMP_LFS,F,,,,ES20081,PT,ES20081,70.7
2019,EU_EMP_LFS,F,,,,ES20081,PT,ES20081,69.3
2018,EU_EMP_LFS,F,,,,ES20081,PT,ES20081,66.4
2022,EU_EMP_LFS,F,,,,ES20081,PT,ES20081,73.5
2015,EU_EMP_LFS,F,,,,ES20081,PT,ES20081,62.3
2016,EU_EMP_LFS,F,,,,ES20081,PT,ES20081,61.3
2023,EU_EMP_LFS,F,,,,ES20081,PT,ES20081,75.0
2010,EU_EMP_LFS,F,,,,ES20081,PT,ES20081,60.1
2021,EU_EMP_LFS,F,,,,ES20080,PT,ES20080,66.2
2016,EU_EMP_LFS,F,,,,ES20080,PT,ES20080,59.8
2023,EU_EMP_LFS,F,,,,ES20080,PT,ES20080,71.2
2019,EU_EMP_LFS,F,,,,ES20080,PT,ES20080,64.7
2022,EU_EMP_LFS,F,,,,ES20080,PT,ES20080,68.1
2020,EU_EMP_LFS,F,,,,ES20080,PT,ES20080,67.8
2018,EU_EMP_LFS,F,,,,ES20080,PT,ES20080,63.7
2015,EU_EMP_LFS,F,,,,ES20080,PT,ES20080,61.3
2010,EU_EMP_LFS,F,,,,ES20080,PT,ES20080,57.2
2023,EU_EMP_LFS,F,,,ES0101,,PT,ES0101,68.3
2019,EU_EMP_LFS,F,,,ES0101,,PT,ES0101,62.9
2015,EU_EMP_LFS,F,,,ES0101,,PT,ES0101,63.2
2022,EU_EMP_LFS,F,,,ES0101,,PT,ES0101,68.3
2020,EU_EMP_LFS,F,,,ES0101,,PT,ES0101,66.0
2010,EU_EMP_LFS,F,,,ES0101,,PT,ES0101,61.0
2016,EU_EMP_LFS,F,,,ES0101,,PT,ES0101,60.9
2018,EU_EMP_LFS,F,,,ES0101,,PT,ES0101,60.8
2021,EU_EMP_LFS,F,,,ES0101,,PT,ES0101,64.4
2023,EU_EMP_LFS,F,,,ES0104,,PT,ES0104,65.9
2010,EU_EMP_LFS,F,,,ES0104,,PT,ES0104,54.3
2020,EU_EMP_LFS,F,,,ES0104,,PT,ES0104,59.1
2021,EU_EMP_LFS,F,,,ES0104,,PT,ES0104,60.9
2018,EU_EMP_LFS,F,,,ES0104,,PT,ES0104,59.2
2019,EU_EMP_LFS,F,,,ES0104,,PT,ES0104,58.9
2016,EU_EMP_LFS,F,,,ES0104,,PT,ES0104,56.0
2022,EU_EMP_LFS,F,,,ES0104,,PT,ES0104,63.9
2015,EU_EMP_LFS,F,,,ES0104,,PT,ES0104,57.9
2010,EU_EMP_LFS,F,,,ES0106,,PT,ES0106,58.0
2023,EU_EMP_LFS,F,,,ES0106,,PT,ES0106,70.3
2022,EU_EMP_LFS,F,,,ES0106,,PT,ES0106,69.1
2018,EU_EMP_LFS,F,,,ES0106,,PT,ES0106,63.2
2020,EU_EMP_LFS,F,,,ES0106,,PT,ES0106,65.7
2016,EU_EMP_LFS,F,,,ES0106,,PT,ES0106,59.8
2015,EU_EMP_LFS,F,,,ES0106,,PT,ES0106,60.2
2021,EU_EMP_LFS,F,,,ES0106,,PT,ES0106,66.0
2019,EU_EMP_LFS,F,,,ES0106,,PT,ES0106,64.7
2015,EU_EMP_LFS,F,,,ES0102,,PT,ES0102,65.6
2018,EU_EMP_LFS,F,,,ES0102,,PT,ES0102,66.9
2023,EU_EMP_LFS,F,,,ES0102,,PT,ES0102,71.5
2019,EU_EMP_LFS,F,,,ES0102,,PT,ES0102,68.2
2020,EU_EMP_LFS,F,,,ES0102,,PT,ES0102,69.0
2016,EU_EMP_LFS,F,,,ES0102,,PT,ES0102,64.7
2010,EU_EMP_LFS,F,,,ES0102,,PT,ES0102,62.3
2022,EU_EMP_LFS,F,,,ES0102,,PT,ES0102,70.4
2021,EU_EMP_LFS,F,,,ES0102,,PT,ES0102,68.1
2010,EU_EMP_LFS,F,,,ES0103,,PT,ES0103,63.2
2021,EU_EMP_LFS,F,,,ES0103,,PT,ES0103,73.1
2018,EU_EMP_LFS,F,,,ES0103,,PT,ES0103,72.1
2022,EU_EMP_LFS,F,,,ES0103,,PT,ES0103,74.2
2023,EU_EMP_LFS,F,,,ES0103,,PT,ES0103,74.6
2015,EU_EMP_LFS,F,,,ES0103,,PT,ES0103,69.6
2020,EU_EMP_LFS,F,,,ES0103,,PT,ES0103,73.6
2016,EU_EMP_LFS,F,,,ES0103,,PT,ES0103,70.9
2019,EU_EMP_LFS,F,,,ES0103,,PT,ES0103,73.3
2020,EU_EMP_LFS,F,,,ES4801,,PT,ES4801,68.6
2010,EU_EMP_LFS,F,,,ES4801,,PT,ES4801,61.9
2019,EU_EMP_LFS,F,,,ES4801,,PT,ES4801,68.2
2023,EU_EMP_LFS,F,,,ES4801,,PT,ES4801,71.4
2018,EU_EMP_LFS,F,,,ES4801,,PT,ES4801,66.4
2016,EU_EMP_LFS,F,,,ES4801,,PT,ES4801,64.8
2022,EU_EMP_LFS,F,,,ES4801,,PT,ES4801,69.5
2021,EU_EMP_LFS,F,,,ES4801,,PT,ES4801,67.4
2015,EU_EMP_LFS,F,,,ES4801,,PT,ES4801,65.2
2015,EU_EMP_LFS,F,,,ES2001,,PT,ES2001,62.0
2019,EU_EMP_LFS,F,,,ES2001,,PT,ES2001,65.6
2020,EU_EMP_LFS,F,,,ES2001,,PT,ES2001,66.7
2010,EU_EMP_LFS,F,,,ES2001,,PT,ES2001,59.2
2016,EU_EMP_LFS,F,,,ES2001,,PT,ES2001,61.2
2018,EU_EMP_LFS,F,,,ES2001,,PT,ES2001,64.5
2022,EU_EMP_LFS,F,,,ES2001,,PT,ES2001,68.9
2023,EU_EMP_LFS,F,,,ES2001,,PT,ES2001,71.1
2021,EU_EMP_LFS,F,,,ES2001,,PT,ES2001,66.7
2022,EU_EMP_LFS,F,,,ES4802,,PT,ES4802,67.7
2016,EU_EMP_LFS,F,,,ES4802,,PT,ES4802,60.9
2015,EU_EMP_LFS,F,,,ES4802,,PT,ES4802,61.1
2021,EU_EMP_LFS,F,,,ES4802,,PT,ES4802,65.7
2020,EU_EMP_LFS,F,,,ES4802,,PT,ES4802,66.2
2018,EU_EMP_LFS,F,,,ES4802,,PT,ES4802,63.4
2023,EU_EMP_LFS,F,,,ES4802,,PT,ES4802,70.3
2010,EU_EMP_LFS,F,,,ES4802,,PT,ES4802,57.8
2019,EU_EMP_LFS,F,,,ES4802,,PT,ES4802,65.0
2015,EU_EMP_LFS,F,,,ES2002,,PT,ES2002,62.4
2010,EU_EMP_LFS,F,,,ES2002,,PT,ES2002,59.9
2022,EU_EMP_LFS,F,,,ES2002,,PT,ES2002,69.3
2020,EU_EMP_LFS,F,,,ES2002,,PT,ES2002,67.3
2016,EU_EMP_LFS,F,,,ES2002,,PT,ES2002,62.0
2018,EU_EMP_LFS,F,,,ES2002,,PT,ES2002,66.1
2023,EU_EMP_LFS,F,,,ES2002,,PT,ES2002,71.6
2019,EU_EMP_LFS,F,,,ES2002,,PT,ES2002,67.0
2021,EU_EMP_LFS,F,,,ES2002,,PT,ES2002,67.3
2021,EU_EMP_LFS,F,,,ES2003,,PT,ES2003,70.6
2016,EU_EMP_LFS,F,,,ES2003,,PT,ES2003,66.1
2018,EU_EMP_LFS,F,,,ES2003,,PT,ES2003,69.3
2023,EU_EMP_LFS,F,,,ES2003,,PT,ES2003,74.0
2015,EU_EMP_LFS,F,,,ES2003,,PT,ES2003,66.7
2010,EU_EMP_LFS,F,,,ES2003,,PT,ES2003,64.5
2019,EU_EMP_LFS,F,,,ES2003,,PT,ES2003,70.3
2022,EU_EMP_LFS,F,,,ES2003,,PT,ES2003,73.1
2020,EU_EMP_LFS,F,,,ES2003,,PT,ES2003,70.7
2023,EU_EMP_LFS,F,,,ES2004,,PT,ES2004,75.3
2010,EU_EMP_LFS,F,,,ES2004,,PT,ES2004,62.7
2016,EU_EMP_LFS,F,,,ES2004,,PT,ES2004,66.2
2019,EU_EMP_LFS,F,,,ES2004,,PT,ES2004,70.6
2018,EU_EMP_LFS,F,,,ES2004,,PT,ES2004,69.3
2022,EU_EMP_LFS,F,,,ES2004,,PT,ES2004,72.9
2020,EU_EMP_LFS,F,,,ES2004,,PT,ES2004,71.3
2021,EU_EMP_LFS,F,,,ES2004,,PT,ES2004,70.5
2015,EU_EMP_LFS,F,,,ES2004,,PT,ES2004,66.5
2019,EU_EMP_LFS,F,,,ES4803,,PT,ES4803,67.6
2021,EU_EMP_LFS,F,,,ES4803,,PT,ES4803,68.3
2020,EU_EMP_LFS,F,,,ES4803,,PT,ES4803,68.5
2016,EU_EMP_LFS,F,,,ES4803,,PT,ES4803,63.4
2015,EU_EMP_LFS,F,,,ES4803,,PT,ES4803,62.9
2018,EU_EMP_LFS,F,,,ES4803,,PT,ES4803,66.1
2023,EU_EMP_LFS,F,,,ES4803,,PT,ES4803,73.0
2022,EU_EMP_LFS,F,,,ES4803,,PT,ES4803,70.4
2010,EU_EMP_LFS,F,,,ES4803,,PT,ES4803,58.9
2020,EU_EMP_LFS,F,,,ES4804,,PT,ES4804,62.5
2022,EU_EMP_LFS,F,,,ES4804,,PT,ES4804,65.5
2023,EU_EMP_LFS,F,,,ES4804,,PT,ES4804,68.2
2010,EU_EMP_LFS,F,,,ES4804,,PT,ES4804,56.8
2015,EU_EMP_LFS,F,,,ES4804,,PT,ES4804,58.2
2018,EU_EMP_LFS,F,,,ES4804,,PT,ES4804,60.1
2021,EU_EMP_LFS,F,,,ES4804,,PT,ES4804,63.3
2019,EU_EMP_LFS,F,,,ES4804,,PT,ES4804,61.3
2016,EU_EMP_LFS,F,,,ES4804,,PT,ES4804,57.1
2010,EU_EMP_LFS,F,,,ES4805,,PT,ES4805,60.4
2015,EU_EMP_LFS,F,,,ES4805,,PT,ES4805,63.2
2016,EU_EMP_LFS,F,,,ES4805,,PT,ES4805,63.6
2019,EU_EMP_LFS,F,,,ES4805,,PT,ES4805,66.7
2018,EU_EMP_LFS,F,,,ES4805,,PT,ES4805,66.0
2020,EU_EMP_LFS,F,,,ES4805,,PT,ES4805,67.5
2023,EU_EMP_LFS,F,,,ES4805,,PT,ES4805,72.3
2021,EU_EMP_LFS,F,,,ES4805,,PT,ES4805,67.6
2022,EU_EMP_LFS,F,,,ES4805,,PT,ES4805,70.1
2022,EU_EMP_LFS,F,,,ES2005,,PT,ES2005,70.3
2020,EU_EMP_LFS,F,,,ES2005,,PT,ES2005,68.9
2015,EU_EMP_LFS,F,,,ES2005,,PT,ES2005,63.4
2019,EU_EMP_LFS,F,,,ES2005,,PT,ES2005,67.6
2016,EU_EMP_LFS,F,,,ES2005,,PT,ES2005,63.0
2023,EU_EMP_LFS,F,,,ES2005,,PT,ES2005,72.3
2018,EU_EMP_LFS,F,,,ES2005,,PT,ES2005,66.1
2021,EU_EMP_LFS,F,,,ES2005,,PT,ES2005,68.4
2010,EU_EMP_LFS,F,,,ES2005,,PT,ES2005,60.0
2019,EU_EMP_LFS,F,,,ES0105,,PT,ES0105,72.3
2016,EU_EMP_LFS,F,,,ES0105,,PT,ES0105,69.8
2020,EU_EMP_LFS,F,,,ES0105,,PT,ES0105,73.0
2023,EU_EMP_LFS,F,,,ES0105,,PT,ES0105,74.2
2015,EU_EMP_LFS,F,,,ES0105,,PT,ES0105,70.5
2021,EU_EMP_LFS,F,,,ES0105,,PT,ES0105,72.4
2022,EU_EMP_LFS,F,,,ES0105,,PT,ES0105,74.9
2018,EU_EMP_LFS,F,,,ES0105,,PT,ES0105,72.5
2010,EU_EMP_LFS,F,,,ES0105,,PT,ES0105,67.9
2021,EU_EMP_LFS,F,,,ES4806,,PT,ES4806,67.3
2010,EU_EMP_LFS,F,,,ES4806,,PT,ES4806,59.3
2020,EU_EMP_LFS,F,,,ES4806,,PT,ES4806,67.6
2023,EU_EMP_LFS,F,,,ES4806,,PT,ES4806,72.9
2019,EU_EMP_LFS,F,,,ES4806,,PT,ES4806,66.2
2018,EU_EMP_LFS,F,,,ES4806,,PT,ES4806,65.0
2022,EU_EMP_LFS,F,,,ES4806,,PT,ES4806,70.6
2015,EU_EMP_LFS,F,,,ES4806,,PT,ES4806,62.8
2016,EU_EMP_LFS,F,,,ES4806,,PT,ES4806,63.2
2016,EU_EMP_LFS,F,,,ES4807,,PT,ES4807,65.6
2010,EU_EMP_LFS,F,,,ES4807,,PT,ES4807,62.7
2021,EU_EMP_LFS,F,,,ES4807,,PT,ES4807,70.3
2020,EU_EMP_LFS,F,,,ES4807,,PT,ES4807,70.2
2015,EU_EMP_LFS,F,,,ES4807,,PT,ES4807,65.7
2023,EU_EMP_LFS,F,,,ES4807,,PT,ES4807,74.6
2018,EU_EMP_LFS,F,,,ES4807,,PT,ES4807,67.9
2019,EU_EMP_LFS,F,,,ES4807,,PT,ES4807,69.2
2022,EU_EMP_LFS,F,,,ES4807,,PT,ES4807,72.1
2018,EU_EMP_LFS,F,,,ES2006,,PT,ES2006,68.8
2021,EU_EMP_LFS,F,,,ES2006,,PT,ES2006,70.7
2010,EU_EMP_LFS,F,,,ES2006,,PT,ES2006,62.5
2019,EU_EMP_LFS,F,,,ES2006,,PT,ES2006,70.3
2015,EU_EMP_LFS,F,,,ES2006,,PT,ES2006,65.5
2020,EU_EMP_LFS,F,,,ES2006,,PT,ES2006,71.1
2016,EU_EMP_LFS,F,,,ES2006,,PT,ES2006,65.8
2022,EU_EMP_LFS,F,,,ES2006,,PT,ES2006,73.5
2023,EU_EMP_LFS,F,,,ES2006,,PT,ES2006,75.1
2018,EU_EMP_LFS,F,,,ES2007,,PT,ES2007,68.2
2023,EU_EMP_LFS,F,,,ES2007,,PT,ES2007,75.6
2019,EU_EMP_LFS,F,,,ES2007,,PT,ES2007,69.8
2015,EU_EMP_LFS,F,,,ES2007,,PT,ES2007,64.2
2010,EU_EMP_LFS,F,,,ES2007,,PT,ES2007,61.0
2016,EU_EMP_LFS,F,,,ES2007,,PT,ES2007,63.9
2022,EU_EMP_LFS,F,,,ES2007,,PT,ES2007,73.7
2020,EU_EMP_LFS,F,,,ES2007,,PT,ES2007,70.9
2021,EU_EMP_LFS,F,,,ES2007,,PT,ES2007,71.2
2015,EU_EMP_LFS,F,,ES211,,,PT,ES211,62.5
2020,EU_EMP_LFS,F,,ES211,,,PT,ES211,65.8
2022,EU_EMP_LFS,F,,ES211,,,PT,ES211,69.1
2017,EU_EMP_LFS,F,,ES211,,,PT,ES211,65.9
2011,EU_EMP_LFS,F,,ES211,,,PT,ES211,62.1
2012,EU_EMP_LFS,F,,ES211,,,PT,ES211,61.4
2013,EU_EMP_LFS,F,,ES211,,,PT,ES211,59.8
2021,EU_EMP_LFS,F,,ES211,,,PT,ES211,68.5
2014,EU_EMP_LFS,F,,ES211,,,PT,ES211,61.1
2010,EU_EMP_LFS,F,,ES211,,,PT,ES211,62.3
2018,EU_EMP_LFS,F,,ES211,,,PT,ES211,68.8
