Year,Series,Units,Value
2022,EU_FRN_FDI_EUR,EUR_1000000,1593.05
2013,EU_FRN_FDI_EUR,EUR_1000000,-278.22
2021,EU_FRN_FDI_EUR,EUR_1000000,9.0
2017,EU_FRN_FDI_EUR,EUR_1000000,535.35
2012,EU_FRN_FDI_EUR,EUR_1000000,574.14
2015,EU_FRN_FDI_EUR,EUR_1000000,39.62
2016,EU_FRN_FDI_EUR,EUR_1000000,554.29
2018,EU_FRN_FDI_EUR,EUR_1000000,299.72
2010,EU_FRN_FDI_EUR,EUR_1000000,1605.42
2023,EU_FRN_FDI_EUR,EUR_1000000,-95.18
2020,EU_FRN_FDI_EUR,EUR_1000000,-153.5
2011,EU_FRN_FDI_EUR,EUR_1000000,5165.0
2019,EU_FRN_FDI_EUR,EUR_1000000,602.42
2014,EU_FRN_FDI_EUR,EUR_1000000,-24.62
2010,EU_FRN_FDI_GDP,PT,2.38
2011,EU_FRN_FDI_GDP,PT,7.59
2013,EU_FRN_FDI_GDP,PT,-0.42
2014,EU_FRN_FDI_GDP,PT,-0.04
2022,EU_FRN_FDI_GDP,PT,1.84
2015,EU_FRN_FDI_GDP,PT,0.06
2016,EU_FRN_FDI_GDP,PT,0.77
2017,EU_FRN_FDI_GDP,PT,0.72
2018,EU_FRN_FDI_GDP,PT,0.39
2012,EU_FRN_FDI_GDP,PT,0.86
2019,EU_FRN_FDI_GDP,PT,0.75
2020,EU_FRN_FDI_GDP,PT,-0.21
2021,EU_FRN_FDI_GDP,PT,0.01
2023,EU_FRN_FDI_GDP,PT,-0.1
